material,scenario,destination state,origin state,SCTG code,domestic mode,domestic mode efficiency,domestic distance (km),return trip factor,GWP(kg CO2 eq),GWP_fossil(kg CO2 eq),GWP_biogenic(kg CO2 eq),GWP_luluc(kg CO2 eq),AP(kg SO2 eq),EP(kg N eq),ODP(kg CFC-11 eq),POCP(kg O3 eq),CO2(kg),CH4(kg),CH4 fossil(kg),N2O(kg)
Photovoltaics,,Colorado,Washington,35,Barge,High,1995.5816,1.0,242.14565140278722,0.0,0.0,0.0,1.6716428300352,0.2122580413024,5.248379608000001e-07,58.117692119396,241.1623924279984,0.02853681688,0.0,0.0006824889072
Photovoltaics,,Illinois,Washington,35,Truck,Low,3384.978466666666,1.0,317.2621436362917,0.0,0.0,0.0,2.626089989289266,0.30566355553999996,6.871506287333332e-07,91.37632927507411,315.91752863997766,0.04028124375333332,0.0,0.0008123948319999997
Photovoltaics,,Illinois,Washington,35,Truck,Median,3384.978466666666,1.0,358.85086917215966,0.0,0.0,0.0,3.1490556224753994,0.3567564205158666,7.751600688666665e-07,109.80774012478211,356.70105242308733,0.06803806718,0.0,0.0009173291644666665
Photovoltaics,,Illinois,Washington,35,Truck,High,3384.978466666666,1.0,410.73630654612555,0.0,0.0,0.0,2.8355016821295997,0.36003984962853325,8.902493367333333e-07,98.58135410574964,409.06846672598647,0.048405192073333325,0.0,0.0011576626355999998
Photovoltaics,,Illinois,Washington,35,Rail,Low,3384.978466666666,1.0,317.2621436362917,0.0,0.0,0.0,2.626089989289266,0.30566355553999996,6.871506287333332e-07,91.37632927507411,315.91752863997766,0.04028124375333332,0.0,0.0008123948319999997
Photovoltaics,,Illinois,Washington,35,Rail,Median,3384.978466666666,1.0,358.85086917215966,0.0,0.0,0.0,3.1490556224753994,0.3567564205158666,7.751600688666665e-07,109.80774012478211,356.70105242308733,0.06803806718,0.0,0.0009173291644666665
Photovoltaics,,Illinois,Washington,35,Rail,High,3384.978466666666,1.0,410.73630654612555,0.0,0.0,0.0,2.8355016821295997,0.36003984962853325,8.902493367333333e-07,98.58135410574964,409.06846672598647,0.048405192073333325,0.0,0.0011576626355999998
Photovoltaics,,Illinois,Washington,35,Air,Low,3178.4465,1.0,2121.5046187614385,0.0,0.0,0.0,5.156485931898501,1.7309597147745,6.674737650000001e-06,160.969746740547,2111.1532957621725,0.3121234463,0.0,0.00591191049
Photovoltaics,,Illinois,Washington,35,Air,Median,3178.4465,1.0,2651.8807726571863,0.0,0.0,0.0,6.4456066202615,2.1636988488565,8.32752983e-06,201.21218183646047,2638.9416220865505,0.390211519912,0.0,0.007405780345000001
Photovoltaics,,Illinois,Washington,35,Air,High,3178.4465,1.0,3182.256926552934,0.0,0.0,0.0,7.734730487071,2.596441161385,1.0012106475e-05,241.4546201108205,3166.7299452324824,0.4682519168265,0.0,0.0088996502
Photovoltaics,,Illinois,Washington,35,Barge,Low,3384.978466666666,1.0,317.2621436362917,0.0,0.0,0.0,2.626089989289266,0.30566355553999996,6.871506287333332e-07,91.37632927507411,315.91752863997766,0.04028124375333332,0.0,0.0008123948319999997
Photovoltaics,,Illinois,Washington,35,Barge,Median,3384.978466666666,1.0,358.85086917215966,0.0,0.0,0.0,3.1490556224753994,0.3567564205158666,7.751600688666665e-07,109.80774012478211,356.70105242308733,0.06803806718,0.0,0.0009173291644666665
Photovoltaics,,Illinois,Washington,35,Barge,High,3384.978466666666,1.0,410.73630654612555,0.0,0.0,0.0,2.8355016821295997,0.36003984962853325,8.902493367333333e-07,98.58135410574964,409.06846672598647,0.048405192073333325,0.0,0.0011576626355999998
Photovoltaics,National,,California,35,Truck,Low,3710.3276631205676,1.0,347.75598119353793,0.0,0.0,0.0,2.878498173342578,0.33504258797978725,7.531965156134753e-07,100.1590189132236,346.28212773591656,0.044152899191134756,0.0,0.0008904786391489361
Photovoltaics,National,,California,35,Truck,Median,3710.3276631205676,1.0,393.34203154782966,0.0,0.0,0.0,3.4517289559840534,0.39104627372692913,8.496650348546101e-07,120.36197565857489,390.9855838973434,0.07457758602872341,0.0,0.0010054987967056737
Photovoltaics,National,,California,35,Truck,High,3710.3276631205676,1.0,450.2144682553252,0.0,0.0,0.0,3.1080375942215324,0.39464529156015604,9.758161754007094e-07,108.05655894367797,448.3863230298077,0.053057685582624116,0.0,0.0012689320607872341
Photovoltaics,National,,California,35,Rail,Low,3710.3276631205676,1.0,347.75598119353793,0.0,0.0,0.0,2.878498173342578,0.33504258797978725,7.531965156134753e-07,100.1590189132236,346.28212773591656,0.044152899191134756,0.0,0.0008904786391489361
Photovoltaics,National,,California,35,Rail,Median,3710.3276631205676,1.0,393.34203154782966,0.0,0.0,0.0,3.4517289559840534,0.39104627372692913,8.496650348546101e-07,120.36197565857489,390.9855838973434,0.07457758602872341,0.0,0.0010054987967056737
Photovoltaics,National,,California,35,Rail,High,3710.3276631205676,1.0,450.2144682553252,0.0,0.0,0.0,3.1080375942215324,0.39464529156015604,9.758161754007094e-07,108.05655894367797,448.3863230298077,0.053057685582624116,0.0,0.0012689320607872341
Photovoltaics,National,,California,35,Air,Low,4528.155562413793,1.0,3022.389377996817,0.0,0.0,0.0,7.346158085415206,2.4660018222016147,9.509126681068965e-06,229.32462575146297,3007.6424251009707,0.44466487622903444,0.0,0.008422369346089654
Photovoltaics,National,,California,35,Air,Median,4528.155562413793,1.0,3777.9867213639823,0.0,0.0,0.0,9.182696474730117,3.0825011457131275,1.1863767573524138e-05,286.6557799252509,3759.5530347723297,0.5559126020864165,0.0,0.010550602460424137
Photovoltaics,National,,California,35,Air,High,4528.155562413793,1.0,4533.584064731148,0.0,0.0,0.0,11.019239392200591,3.6990049973802033,1.4263690021603448e-05,343.9869386271945,4511.463639915534,0.6670924056103624,0.0,0.012678835574758619
Photovoltaics,National,,California,35,Barge,Low,3710.3276631205676,1.0,347.75598119353793,0.0,0.0,0.0,2.878498173342578,0.33504258797978725,7.531965156134753e-07,100.1590189132236,346.28212773591656,0.044152899191134756,0.0,0.0008904786391489361
Photovoltaics,National,,California,35,Barge,Median,3710.3276631205676,1.0,393.34203154782966,0.0,0.0,0.0,3.4517289559840534,0.39104627372692913,8.496650348546101e-07,120.36197565857489,390.9855838973434,0.07457758602872341,0.0,0.0010054987967056737
Photovoltaics,National,,California,35,Barge,High,3710.3276631205676,1.0,450.2144682553252,0.0,0.0,0.0,3.1080375942215324,0.39464529156015604,9.758161754007094e-07,108.05655894367797,448.3863230298077,0.053057685582624116,0.0,0.0012689320607872341
Photovoltaics,Regional,,California,35,Truck,Low,55.58531120458891,1.5,7.814724005389753,0.0,0.0,0.0,0.06468521029454777,0.007529030402661568,1.6925727261797325e-08,2.250759531931235,7.781603775635054,0.0009921978050019121,0.0,2.0010712033652007e-05
Photovoltaics,Regional,,California,35,Truck,Median,55.58531120458891,1.5,8.83912738385049,0.0,0.0,0.0,0.077566772654344,0.008787537433644667,1.909355439877629e-08,2.7047575638727235,8.786173620241605,0.0016758971328183557,0.0,2.259542900466539e-05
Photovoltaics,Regional,,California,35,Truck,High,55.58531120458891,1.5,10.11715686549362,0.0,0.0,0.0,0.0698433882110556,0.008868414061447342,2.192840527021033e-08,2.428231952240724,10.076075040444467,0.0011923049253384321,0.0,2.8515264647954112e-05
Photovoltaics,Regional,,California,35,Rail,Low,55.58531120458891,1.5,7.814724005389753,0.0,0.0,0.0,0.06468521029454777,0.007529030402661568,1.6925727261797325e-08,2.250759531931235,7.781603775635054,0.0009921978050019121,0.0,2.0010712033652007e-05
Photovoltaics,Regional,,California,35,Rail,Median,55.58531120458891,1.5,8.83912738385049,0.0,0.0,0.0,0.077566772654344,0.008787537433644667,1.909355439877629e-08,2.7047575638727235,8.786173620241605,0.0016758971328183557,0.0,2.259542900466539e-05
Photovoltaics,Regional,,California,35,Rail,High,55.58531120458891,1.5,10.11715686549362,0.0,0.0,0.0,0.0698433882110556,0.008868414061447342,2.192840527021033e-08,2.428231952240724,10.076075040444467,0.0011923049253384321,0.0,2.8515264647954112e-05
Photovoltaics,Regional,,California,35,Air,Low,2900.4824245614036,1.0,1935.9730800387529,0.0,0.0,0.0,4.705536751356277,1.5795824250391686,6.091013091578948e-06,146.8924901857108,1926.5270093151055,0.2848273740919298,0.0,0.005394897309684211
Photovoltaics,Regional,,California,35,Air,Median,2900.4824245614036,1.0,2419.96634932332,0.0,0.0,0.0,5.88192021407474,1.9744773061783545,7.599263952350877e-06,183.6156112818973,2408.1587638192436,0.35608642629855436,0.0,0.006758124049228071
Photovoltaics,Regional,,California,35,Air,High,2900.4824245614036,1.0,2903.9596186078875,0.0,0.0,0.0,7.058306577275628,2.369375087799965,9.136519637368422e-06,220.33873527856622,2889.7905154228993,0.4273019712688106,0.0,0.008121350788771929
Photovoltaics,Regional,,California,35,Barge,Low,55.58531120458891,1.5,7.814724005389753,0.0,0.0,0.0,0.06468521029454777,0.007529030402661568,1.6925727261797325e-08,2.250759531931235,7.781603775635054,0.0009921978050019121,0.0,2.0010712033652007e-05
Photovoltaics,Regional,,California,35,Barge,Median,55.58531120458891,1.5,8.83912738385049,0.0,0.0,0.0,0.077566772654344,0.008787537433644667,1.909355439877629e-08,2.7047575638727235,8.786173620241605,0.0016758971328183557,0.0,2.259542900466539e-05
Photovoltaics,Regional,,California,35,Barge,High,55.58531120458891,1.5,10.11715686549362,0.0,0.0,0.0,0.0698433882110556,0.008868414061447342,2.192840527021033e-08,2.428231952240724,10.076075040444467,0.0011923049253384321,0.0,2.8515264647954112e-05
Photovoltaics,Regional_c,,California,35,Truck,Low,1175.8094395044247,1.0,110.20448932199818,0.0,0.0,0.0,0.9122011938336092,0.10617559238724955,2.3868931621939824e-07,31.740571340974753,109.73742253834385,0.013992132330102654,0.0,0.00028219426548106193
Photovoltaics,Regional_c,,California,35,Truck,Median,1175.8094395044247,1.0,124.65078980620383,0.0,0.0,0.0,1.0938590489992848,0.12392326006712934,2.692603616465133e-07,38.14292428764272,123.90402735212736,0.02363376973403894,0.0,0.0003186443581056991
Photovoltaics,Regional_c,,California,35,Truck,High,1175.8094395044247,1.0,142.67376621148694,0.0,0.0,0.0,0.9849426448085505,0.12506379522344863,3.092378825896637e-07,34.24331583143367,142.0944237360732,0.016814074984913274,0.0,0.00040212682831051327
Photovoltaics,Regional_c,,California,35,Rail,Low,1175.8094395044247,1.0,110.20448932199818,0.0,0.0,0.0,0.9122011938336092,0.10617559238724955,2.3868931621939824e-07,31.740571340974753,109.73742253834385,0.013992132330102654,0.0,0.00028219426548106193
Photovoltaics,Regional_c,,California,35,Rail,Median,1175.8094395044247,1.0,124.65078980620383,0.0,0.0,0.0,1.0938590489992848,0.12392326006712934,2.692603616465133e-07,38.14292428764272,123.90402735212736,0.02363376973403894,0.0,0.0003186443581056991
Photovoltaics,Regional_c,,California,35,Rail,High,1175.8094395044247,1.0,142.67376621148694,0.0,0.0,0.0,0.9849426448085505,0.12506379522344863,3.092378825896637e-07,34.24331583143367,142.0944237360732,0.016814074984913274,0.0,0.00040212682831051327
Photovoltaics,Regional_c,,California,35,Air,Low,3814.7004807017543,1.0,2546.1824476203237,0.0,0.0,0.0,6.1886992161563965,2.0774591788868104,8.010871009473685e-06,193.1922938673356,2533.759021012011,0.37460358720491227,0.0,0.007095342894105263
Photovoltaics,Regional_c,,California,35,Air,Median,3814.7004807017543,1.0,3182.7280585717294,0.0,0.0,0.0,7.735873066520375,2.596823019933393,9.994515259438596e-06,241.49036542681924,3167.198779126039,0.4683231486147929,0.0,0.008888252120035089
Photovoltaics,Regional_c,,California,35,Air,High,3814.7004807017543,1.0,3819.273669523135,0.0,0.0,0.0,9.283050731584835,3.116190675680456,1.2016306514210526e-05,289.7884408010034,3800.638533425367,0.5619854895174632,0.0,0.010681161345964911
Photovoltaics,Regional_c,,California,35,Barge,Low,1175.8094395044247,1.0,110.20448932199818,0.0,0.0,0.0,0.9122011938336092,0.10617559238724955,2.3868931621939824e-07,31.740571340974753,109.73742253834385,0.013992132330102654,0.0,0.00028219426548106193
Photovoltaics,Regional_c,,California,35,Barge,Median,1175.8094395044247,1.0,124.65078980620383,0.0,0.0,0.0,1.0938590489992848,0.12392326006712934,2.692603616465133e-07,38.14292428764272,123.90402735212736,0.02363376973403894,0.0,0.0003186443581056991
Photovoltaics,Regional_c,,California,35,Barge,High,1175.8094395044247,1.0,142.67376621148694,0.0,0.0,0.0,0.9849426448085505,0.12506379522344863,3.092378825896637e-07,34.24331583143367,142.0944237360732,0.016814074984913274,0.0,0.00040212682831051327
Photovoltaics,Local,,California,35,Truck,Low,10.284398451400328,1.5,1.445880822063587,0.0,0.0,0.0,0.011968062464078302,0.0013930217702421744,3.1315993284514e-09,0.4164356975437269,1.4397529146683126,0.00018357651235749586,0.0,3.7023834425041178e-06
Photovoltaics,Local,,California,35,Truck,Median,10.284398451400328,1.5,1.6354160120398398,0.0,0.0,0.0,0.014351410098799618,0.001625870835580329,3.5326908680560127e-09,0.5004344474913998,1.625618502722125,0.0003100746133097199,0.0,4.180607970494233e-06
Photovoltaics,Local,,California,35,Truck,High,10.284398451400328,1.5,1.8718771226645017,0.0,0.0,0.0,0.012922428929372124,0.0016408346353271167,4.05719518907743e-09,0.44927165807076785,1.8642761603102362,0.00022060034678253706,0.0,5.275896405568369e-06
Photovoltaics,Local,,California,35,Rail,Low,10.284398451400328,1.5,1.445880822063587,0.0,0.0,0.0,0.011968062464078302,0.0013930217702421744,3.1315993284514e-09,0.4164356975437269,1.4397529146683126,0.00018357651235749586,0.0,3.7023834425041178e-06
Photovoltaics,Local,,California,35,Rail,Median,10.284398451400328,1.5,1.6354160120398398,0.0,0.0,0.0,0.014351410098799618,0.001625870835580329,3.5326908680560127e-09,0.5004344474913998,1.625618502722125,0.0003100746133097199,0.0,4.180607970494233e-06
Photovoltaics,Local,,California,35,Rail,High,10.284398451400328,1.5,1.8718771226645017,0.0,0.0,0.0,0.012922428929372124,0.0016408346353271167,4.05719518907743e-09,0.44927165807076785,1.8642761603102362,0.00022060034678253706,0.0,5.275896405568369e-06
Photovoltaics,Local,,California,35,Air,Low,1373.1832286206895,1.0,916.5529644511988,0.0,0.0,0.0,2.2277549741049745,0.7478259740242272,2.8836847801034484e-06,69.54370839321632,912.0808856741523,0.13484659305055172,0.0,0.0025541208052344824
Photovoltaics,Local,,California,35,Air,Median,1373.1832286206895,1.0,1145.6912052207026,0.0,0.0,0.0,2.784693374335411,0.9347821242344768,3.5977400589862065e-06,86.92963480492878,1140.1011081225777,0.1685829586113048,0.0,0.003199516922686207
Photovoltaics,Local,,California,35,Air,High,1373.1832286206895,1.0,1374.8294459902065,0.0,0.0,0.0,3.3416331477490764,1.121739647627955,4.325527170155172e-06,104.3155625898245,1368.1213291978202,0.20229872642362862,0.0,0.0038449130401379305
Photovoltaics,Local,,California,35,Barge,Low,10.284398451400328,1.5,1.445880822063587,0.0,0.0,0.0,0.011968062464078302,0.0013930217702421744,3.1315993284514e-09,0.4164356975437269,1.4397529146683126,0.00018357651235749586,0.0,3.7023834425041178e-06
Photovoltaics,Local,,California,35,Barge,Median,10.284398451400328,1.5,1.6354160120398398,0.0,0.0,0.0,0.014351410098799618,0.001625870835580329,3.5326908680560127e-09,0.5004344474913998,1.625618502722125,0.0003100746133097199,0.0,4.180607970494233e-06
Photovoltaics,Local,,California,35,Barge,High,10.284398451400328,1.5,1.8718771226645017,0.0,0.0,0.0,0.012922428929372124,0.0016408346353271167,4.05719518907743e-09,0.44927165807076785,1.8642761603102362,0.00022060034678253706,0.0,5.275896405568369e-06
Photovoltaics,,Colorado,California,35,Truck,Low,1773.8279591666667,1.0,166.25466492889907,0.0,0.0,0.0,1.3761481475172141,0.16017666471275,3.6008707571083335e-07,47.88387556088621,165.5500472486793,0.021108552714083333,0.0,0.00042571871019999994
Photovoltaics,,Colorado,California,35,Truck,Median,1773.8279591666667,1.0,188.04837643049012,0.0,0.0,0.0,1.6501974718966275,0.18695082392841167,4.062066026491667e-07,57.542475228226266,186.92180942448357,0.03565394197925,0.0,0.00048070737693416664
Photovoltaics,,Colorado,California,35,Truck,High,1773.8279591666667,1.0,215.23786681982293,0.0,0.0,0.0,1.4858860142110601,0.18867143704880335,4.6651675326083337e-07,51.65951981298328,214.36386985543822,0.025365739816083335,0.0,0.000606649162035
Photovoltaics,,Colorado,California,35,Rail,Low,1773.8279591666667,1.0,166.25466492889907,0.0,0.0,0.0,1.3761481475172141,0.16017666471275,3.6008707571083335e-07,47.88387556088621,165.5500472486793,0.021108552714083333,0.0,0.00042571871019999994
Photovoltaics,,Colorado,California,35,Rail,Median,1773.8279591666667,1.0,188.04837643049012,0.0,0.0,0.0,1.6501974718966275,0.18695082392841167,4.062066026491667e-07,57.542475228226266,186.92180942448357,0.03565394197925,0.0,0.00048070737693416664
Photovoltaics,,Colorado,California,35,Rail,High,1773.8279591666667,1.0,215.23786681982293,0.0,0.0,0.0,1.4858860142110601,0.18867143704880335,4.6651675326083337e-07,51.65951981298328,214.36386985543822,0.025365739816083335,0.0,0.000606649162035
Photovoltaics,,Colorado,California,35,Air,Low,1701.07238,1.0,1135.4077883700459,0.0,0.0,0.0,2.75969905317302,0.9263921106413401,3.5722519980000007e-06,86.14937838215604,1129.8678651243629,0.167045307716,0.0,0.0031639946268
Photovoltaics,,Colorado,California,35,Air,Median,1701.07238,1.0,1419.2597350372891,0.0,0.0,0.0,3.44962339119818,1.1579897130335801,4.456809635600001e-06,107.68672212715886,1412.3348326812577,0.20883725394783997,0.0,0.0039634986454
Photovoltaics,,Colorado,California,35,Air,High,1701.07238,1.0,1703.1116817045324,0.0,0.0,0.0,4.1395494302957205,1.3895890164982,5.358377997e-06,129.22406757323407,1694.8017985370805,0.25060368409398004,0.0,0.004763002664
Photovoltaics,,Colorado,California,35,Barge,Low,1773.8279591666667,1.0,166.25466492889907,0.0,0.0,0.0,1.3761481475172141,0.16017666471275,3.6008707571083335e-07,47.88387556088621,165.5500472486793,0.021108552714083333,0.0,0.00042571871019999994
Photovoltaics,,Colorado,California,35,Barge,Median,1773.8279591666667,1.0,188.04837643049012,0.0,0.0,0.0,1.6501974718966275,0.18695082392841167,4.062066026491667e-07,57.542475228226266,186.92180942448357,0.03565394197925,0.0,0.00048070737693416664
Photovoltaics,,Colorado,California,35,Barge,High,1773.8279591666667,1.0,215.23786681982293,0.0,0.0,0.0,1.4858860142110601,0.18867143704880335,4.6651675326083337e-07,51.65951981298328,214.36386985543822,0.025365739816083335,0.0,0.000606649162035
Photovoltaics,,Illinois,California,35,Truck,Low,3246.3606480000003,1.0,304.26998231844425,0.0,0.0,0.0,2.5185493152429363,0.2931463665144,6.590112115440001e-07,87.6343889446971,302.9804304782392,0.038631691711200004,0.0,0.00077912655552
Photovoltaics,,Illinois,California,35,Truck,Median,3246.3606480000003,1.0,344.15561329354074,0.0,0.0,0.0,3.020099049916344,0.34214693413531205,7.434165883920002e-07,105.31101745469599,342.09383341419266,0.06525184902480001,0.0,0.0008797637356080001
Photovoltaics,,Illinois,California,35,Truck,High,3246.3606480000003,1.0,393.9162967820181,0.0,0.0,0.0,2.7193854167314564,0.34529590396387205,8.537928504240001e-07,94.5443617284239,392.3167564562568,0.04642295726640001,0.0,0.0011102553416160001
Photovoltaics,,Illinois,California,35,Rail,Low,3246.3606480000003,1.0,304.26998231844425,0.0,0.0,0.0,2.5185493152429363,0.2931463665144,6.590112115440001e-07,87.6343889446971,302.9804304782392,0.038631691711200004,0.0,0.00077912655552
Photovoltaics,,Illinois,California,35,Rail,Median,3246.3606480000003,1.0,344.15561329354074,0.0,0.0,0.0,3.020099049916344,0.34214693413531205,7.434165883920002e-07,105.31101745469599,342.09383341419266,0.06525184902480001,0.0,0.0008797637356080001
Photovoltaics,,Illinois,California,35,Rail,High,3246.3606480000003,1.0,393.9162967820181,0.0,0.0,0.0,2.7193854167314564,0.34529590396387205,8.537928504240001e-07,94.5443617284239,392.3167564562568,0.04642295726640001,0.0,0.0011102553416160001
Photovoltaics,,Illinois,California,35,Air,Low,3794.82372,1.0,2532.9153878680872,0.0,0.0,0.0,6.1564525708438795,2.06663443414596,7.969129812e-06,192.18565205782775,2520.5566943833937,0.372651689304,0.0,0.0070583721192
Photovoltaics,,Illinois,California,35,Air,Median,3794.82372,1.0,3166.1442338864026,0.0,0.0,0.0,7.695564764848919,2.58329209397652,9.9424381464e-06,240.23206317487282,3150.6958708253596,0.46588291845695995,0.0,0.0088419392676
Photovoltaics,,Illinois,California,35,Air,High,3794.82372,1.0,3799.3730799047185,0.0,0.0,0.0,9.23468075367768,3.0999535486308,1.1953694718e-05,288.27847808674164,3780.8350434725025,0.55905722525412,0.0,0.010625506416
Photovoltaics,,Illinois,California,35,Barge,Low,3246.3606480000003,1.0,304.26998231844425,0.0,0.0,0.0,2.5185493152429363,0.2931463665144,6.590112115440001e-07,87.6343889446971,302.9804304782392,0.038631691711200004,0.0,0.00077912655552
Photovoltaics,,Illinois,California,35,Barge,Median,3246.3606480000003,1.0,344.15561329354074,0.0,0.0,0.0,3.020099049916344,0.34214693413531205,7.434165883920002e-07,105.31101745469599,342.09383341419266,0.06525184902480001,0.0,0.0008797637356080001
Photovoltaics,,Illinois,California,35,Barge,High,3246.3606480000003,1.0,393.9162967820181,0.0,0.0,0.0,2.7193854167314564,0.34529590396387205,8.537928504240001e-07,94.5443617284239,392.3167564562568,0.04642295726640001,0.0,0.0011102553416160001
Aggregates,National,,,12,Truck,Low,175.33099411505506,1.5,24.649737473929164,0.0,0.0,0.0,0.20403451882712778,0.02374858315288421,5.338828770803427e-08,7.0994998084109024,24.545267377740686,0.0031296582449537322,0.0,6.311915788141981e-05
Aggregates,National,,,12,Truck,Median,175.33099411505506,1.5,27.880980743563224,0.0,0.0,0.0,0.24466642472732708,0.027718252190643174,6.022619647852141e-08,8.531531482635085,27.713950357037056,0.005286229472568911,0.0,7.127204910776987e-05
Aggregates,National,,,12,Truck,High,175.33099411505506,1.5,31.9122288317513,0.0,0.0,0.0,0.2203047967535196,0.02797335878708057,6.916807717838923e-08,7.659295466769989,31.782645726613723,0.0037608498237679316,0.0,8.994479998102324e-05
Aggregates,National,,,12,Rail,Low,695.2836478787881,1.0,10.503848224344496,0.0,0.0,0.0,0.034138427110848496,0.0073700066675151535,2.4126342581393946e-08,1.2240225271629306,10.389061761065244,0.0018355488304000007,0.0,0.0002384822912224243
Aggregates,National,,,12,Rail,Median,695.2836478787881,1.0,13.12981010660971,0.0,0.0,0.0,0.04269041597975759,0.00924727251678788,3.0175310317939405e-08,1.5300286804163992,12.986327896615204,0.0022944360380000007,0.0,0.0002982766849400001
Aggregates,National,,,12,Rail,High,695.2836478787881,1.0,15.75577268415857,0.0,0.0,0.0,0.051242404848666684,0.01105501000127273,3.615474968969698e-08,1.83603413838622,15.583593336881513,0.002753323245600001,0.0,0.0003580710786575759
Aggregates,National,,,12,Air,Low,175.33099411505506,1.5,24.649737473929164,0.0,0.0,0.0,0.20403451882712778,0.02374858315288421,5.338828770803427e-08,7.0994998084109024,24.545267377740686,0.0031296582449537322,0.0,6.311915788141981e-05
Aggregates,National,,,12,Air,Median,175.33099411505506,1.5,27.880980743563224,0.0,0.0,0.0,0.24466642472732708,0.027718252190643174,6.022619647852141e-08,8.531531482635085,27.713950357037056,0.005286229472568911,0.0,7.127204910776987e-05
Aggregates,National,,,12,Air,High,175.33099411505506,1.5,31.9122288317513,0.0,0.0,0.0,0.2203047967535196,0.02797335878708057,6.916807717838923e-08,7.659295466769989,31.782645726613723,0.0037608498237679316,0.0,8.994479998102324e-05
Aggregates,National,,,12,Barge,Low,1397.622382222222,1.0,24.68755284278995,0.0,0.0,0.0,0.11125074162488888,0.02655482526222222,8.972735693866665e-08,3.9708129025791994,24.43997941162549,0.00434660560871111,0.0,0.00047239636519111106
Aggregates,National,,,12,Barge,Median,1397.622382222222,1.0,25.303710043838826,0.0,0.0,0.0,0.12592577663822221,0.02655482526222222,8.972735693866665e-08,4.0310811749453865,25.054163169870662,0.00434660560871111,0.0,0.00047938447710222217
Aggregates,National,,,12,Barge,High,1397.622382222222,1.0,27.488266503616032,0.0,0.0,0.0,0.17805289862796442,0.026974111976888888,8.972735693866665e-08,4.244756672851431,27.231723132002468,0.004360581832533334,0.0,0.0005059393023644444
Aggregates,Regional,,,12,Truck,Low,18.521325206363848,1.5,2.603908147047538,0.0,0.0,0.0,0.02155346061656028,0.0025087134992019832,5.639743525337792e-09,0.7499652039148816,2.592872308029952,0.00033060565493359464,0.0,6.667677074290986e-06
Aggregates,Regional,,,12,Truck,Median,18.521325206363848,1.5,2.9452448725924483,0.0,0.0,0.0,0.025845666605183858,0.002928054823199267,6.362075208385982e-09,0.9012397944571269,2.927600393224666,0.00055841795497187,0.0,7.5289186963869036e-06
Aggregates,Regional,,,12,Truck,High,18.521325206363848,1.5,3.3710911823434104,0.0,0.0,0.0,0.023272193292397825,0.002955003351374526,7.3066627939105384e-09,0.8090999706451463,3.357402496873866,0.00039728242567650457,0.0,9.501439830864654e-06
Aggregates,Regional,,,12,Rail,Low,14.262082068965515,1.0,0.2154613385092517,0.0,0.0,0.0,0.0007002682295862068,0.00015117806993103446,4.948942477931034e-10,0.025107896309541376,0.21310676859423996,3.7651896662068965e-05,0.0,4.891894149655172e-06
Aggregates,Regional,,,12,Rail,Median,14.262082068965515,1.0,0.2693266695710441,0.0,0.0,0.0,0.0008756918390344827,0.00018968569151724135,6.189743617931034e-10,0.03138488108348827,0.2663834750048821,4.7064870827586204e-05,0.0,6.118433207586206e-06
Aggregates,Regional,,,12,Rail,High,14.262082068965515,1.0,0.3231920148949186,0.0,0.0,0.0,0.0010511154484827586,0.0002267671048965517,7.416282675862068e-10,0.037661851595353096,0.31966016715344203,5.6477844993103444e-05,0.0,7.344972265517241e-06
Aggregates,Regional,,,12,Air,Low,18.521325206363848,1.5,2.603908147047538,0.0,0.0,0.0,0.02155346061656028,0.0025087134992019832,5.639743525337792e-09,0.7499652039148816,2.592872308029952,0.00033060565493359464,0.0,6.667677074290986e-06
Aggregates,Regional,,,12,Air,Median,18.521325206363848,1.5,2.9452448725924483,0.0,0.0,0.0,0.025845666605183858,0.002928054823199267,6.362075208385982e-09,0.9012397944571269,2.927600393224666,0.00055841795497187,0.0,7.5289186963869036e-06
Aggregates,Regional,,,12,Air,High,18.521325206363848,1.5,3.3710911823434104,0.0,0.0,0.0,0.023272193292397825,0.002955003351374526,7.3066627939105384e-09,0.8090999706451463,3.357402496873866,0.00039728242567650457,0.0,9.501439830864654e-06
Aggregates,Regional,,,12,Barge,Low,548.2728772727273,1.0,9.684672914594751,0.0,0.0,0.0,0.04364252103090909,0.01041718466818182,3.5199118720909094e-08,1.557709037077091,9.587552405387537,0.0017051286483181819,0.0,0.00018531623251818183
Aggregates,Regional,,,12,Barge,Median,548.2728772727273,1.0,9.926385043542084,0.0,0.0,0.0,0.049399386242272726,0.01041718466818182,3.5199118720909094e-08,1.5813516600908455,9.828490373032158,0.0017051286483181819,0.0,0.00018805759690454548
Aggregates,Regional,,,12,Barge,High,548.2728772727273,1.0,10.783364060908974,0.0,0.0,0.0,0.06984831974591364,0.010581666531363639,3.5199118720909094e-08,1.6651743589326866,10.682724736375423,0.0017106113770909094,0.0,0.0001984747815727273
Aggregates,Regional_c,,,12,Truck,Low,34.199362721255206,1.5,4.80807923955206,0.0,0.0,0.0,0.039798157492033255,0.004632303680594018,1.041370594862221e-08,1.3848000481192622,4.787701720271413,0.0006104586245744054,0.0,1.2311770579651874e-05
Aggregates,Regional_c,,,12,Truck,Median,34.199362721255206,1.5,5.438352632893533,0.0,0.0,0.0,0.04772365460650782,0.005406611451965956,1.1747481094751164e-08,1.6641264210877593,5.405772353501909,0.0010311107860458443,0.0,1.390204094619024e-05
