material,scenario,destination state,origin state,SCTG code,domestic mode,domestic mode efficiency,domestic distance (km),return trip factor,GWP(kg CO2 eq),GWP_fossil(kg CO2 eq),GWP_biogenic(kg CO2 eq),GWP_luluc(kg CO2 eq),AP(kg SO2 eq),EP(kg N eq),ODP(kg CFC-11 eq),POCP(kg O3 eq),CO2(kg),CH4(kg),CH4 fossil(kg),N2O(kg)
Photovoltaics,National,,,35,Barge,Median,2218.501513533324,1.0,235.1894418918269,0.0,0.0,0.0,2.063878613544592,0.23381674851733117,5.080368465991313e-07,71.9675590445912,233.78046048807428,0.044591880422019815,0.0,0.0006012139101675308
Photovoltaics,National,,,35,Barge,High,2218.501513533324,1.0,269.19495255548367,0.0,0.0,0.0,1.8583765998444868,0.2359686949854585,5.834658980592643e-07,64.609830001411,268.10185692673855,0.03172457164352654,0.0,0.0007587275176283969
Photovoltaics,Regional,,,35,Truck,Low,39.57809171103756,1.5,5.564273306726191,0.0,0.0,0.0,0.04605744089409737,0.005360852522260037,1.2051528926010937e-08,1.6025954563138654,5.540690898670628,0.0007064689370420204,0.0,1.4248113015973519e-05
Photovoltaics,Regional,,,35,Truck,Median,39.57809171103756,1.5,6.293673394324671,0.0,0.0,0.0,0.05522942617958006,0.006256940096689638,1.3595074502741402e-08,1.9258530823920186,6.255969028420461,0.0011932794650877823,0.0,1.6088494280536767e-05
Photovoltaics,Regional,,,35,Truck,High,39.57809171103756,1.5,7.203661427812656,0.0,0.0,0.0,0.049730188859652386,0.006314526220129199,1.5613557180004316e-08,1.72896013027127,7.174410170525137,0.0008489500672017557,0.0,2.030356104776227e-05
Photovoltaics,Regional,,,35,Rail,Low,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Photovoltaics,Regional,,,35,Rail,Median,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Photovoltaics,Regional,,,35,Rail,High,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Photovoltaics,Regional,,,35,Air,Low,1901.131131619537,1.0,1268.9401808720104,0.0,0.0,0.0,3.084260167629192,1.0353427063620786,3.992375376401028e-06,96.28118540845863,1262.7487214885177,0.18669107712503855,0.0,0.003536103904812339
Photovoltaics,Regional,,,35,Air,Median,1901.131131619537,1.0,1586.17522561473,0.0,0.0,0.0,3.8553247342537067,1.2941779076698152,4.980963564843187e-06,120.3514808100077,1578.4359032864954,0.2333980667666673,0.0,0.004429635536673521
Photovoltaics,Regional,,,35,Air,High,1901.131131619537,1.0,1903.4102703574497,0.0,0.0,0.0,4.626391202009353,1.5530150101086837,5.988563064601542e-06,144.42177811268795,1894.1230831833423,0.2800765394413218,0.0,0.005323167168534703
Photovoltaics,Regional,,,35,Barge,Low,39.57809171103756,1.5,5.564273306726191,0.0,0.0,0.0,0.04605744089409737,0.005360852522260037,1.2051528926010937e-08,1.6025954563138654,5.540690898670628,0.0007064689370420204,0.0,1.4248113015973519e-05
Photovoltaics,Regional,,,35,Barge,Median,39.57809171103756,1.5,6.293673394324671,0.0,0.0,0.0,0.05522942617958006,0.006256940096689638,1.3595074502741402e-08,1.9258530823920186,6.255969028420461,0.0011932794650877823,0.0,1.6088494280536767e-05
