year,CO2_cumulative,N2O_cumulative,CH4_cumulative,CH4_fossil_cumulative,CO2_concentration in atm,CO2_instantaneous,N2O_concentration in atm,N2O_instantaneous,CH4_concentration in atm,CH4_instantaneous,CH4_fossil_concentration in atm,CH4_fossil_instantaneous
0.21666666666666667,3.775543430646327e-16,7.725768368995282e-14,4.5246055624009076e-14,4.525542479904454e-14,0.9846425634301905,1.7291749536400527e-15,0.998210968619068,3.5625477337165235e-13,0.982678651402801,2.0700882438277687e-13,0.982678651402801,2.0709482416439813e-13
0.225,3.9195991137099823e-16,8.022637123934037e-14,4.697054962855627e-14,4.6980635255264065e-14,0.9840656056390886,1.7281617321942872e-15,0.998142223674457,3.562302387638062e-13,0.9820184709429889,2.0686975228563598e-13,0.9820184709429889,2.0695888089776635e-13
0.23333333333333334,4.0635704346834875e-16,8.319485434070899e-14,4.869388508830023e-14,4.870471323263775e-14,0.9834896455840882,1.7271502629176248e-15,0.9980734834641832,3.5620570584561304e-13,0.9813587340037915,2.0673077361952758e-13,0.9813587340037915,2.068230270950878e-13
0.24166666666666667,4.20745753944134e-16,8.616313300813028e-14,5.0416062781571253e-14,5.042765947645547e-14,0.9829146813603571,1.7261405424649038e-15,0.9980047479879207,3.561811746169567e-13,0.980699440287244,2.0659188832168316e-13,0.980699440287244,2.0668726269948377e-13
0.25,4.351260573579907e-16,8.913120725568536e-14,5.2137083486177046e-14,5.2149474731533535e-14,0.9823407110667426,1.7251325674974252e-15,0.9979360172453434,3.5615664507772066e-13,0.9800405894955817,2.0645309632937623e-13,0.9800405894955817,2.0655158765410757e-13
0.2583333333333333,4.494979682417418e-16,9.209907709745056e-14,5.385694797940212e-14,5.387015974221405e-14,0.9817677328057632,1.7241263346829364e-15,0.9978672912361254,3.5613211722778873e-13,0.9793821813312402,2.063143975799226e-13,0.9793821813312402,2.064160019021446e-13
0.26666666666666666,4.638615010994529e-16,9.506674254750705e-14,5.557565703800956e-14,5.558971525236654e-14,0.9811957446836024,1.7231218406956214e-15,0.9977985699599405,3.561075910670445e-13,0.9787242154968547,2.0617579201068005e-13,0.9787242154968547,2.062805053868123e-13
0.275,4.782166704075135e-16,9.803420361992639e-14,5.729321143824016e-14,5.730814200538704e-14,0.9806247448101011,1.722119082216087e-15,0.997729853416463,3.560830665953716e-13,0.9780666916952604,2.0603727955904857e-13,0.9780666916952604,2.0614509805136012e-13
0.2833333333333333,4.92563490614701e-16,1.010014603287849e-13,5.900961195581329e-14,5.902544074419888e-14,0.9800547312987509,1.7211180559313513e-15,0.9976611416053669,3.5605854381265375e-13,0.977409609629492,2.058988601624701e-13,0.977409609629492,2.0600977983906946e-13
0.2916666666666667,5.069019761421741e-16,1.0396851268816373e-13,6.072485936592741e-14,6.074161221125312e-14,0.9794857022666863,1.7201187585348298e-15,0.9975924345263261,3.5603402271877456e-13,0.9767529690027836,2.0576053375842862e-13,0.9767529690027836,2.0587455069325378e-13
