Name,UUID,Amount,Unit,GWP (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],N2O [kg],CH4 [kg],Electricity_GWP (AR5),Electricity_AP,Electricity_EP,Electricity_ODP,Electricity_POCP,Electricity_CO2,Electricity_N2O,Electricity_CH4,Electricity_qty,Electricity_unit,Waste_GWP (AR5),Waste_AP,Waste_EP,Waste_ODP,Waste_POCP,Waste_CO2,Waste_N2O,Waste_CH4,Waste_qty,Waste_unit
Electricity - SOLAR - Nevada Power Company,6ce5fe5e-489b-39b5-9250-79f7a6115798,1.0,MJ,0.006789023591085211,2.1499979146252107e-05,1.3255988331651866e-06,1.6131590810464143e-10,0.0003454034459887261,0.006248408329138821,2.51520160892344e-08,1.591688366947377e-05,0.006789023591085211,2.1499979146252107e-05,1.3255988331651866e-06,1.6131590810464143e-10,0.0003454034459887261,0.006248408329138821,2.51520160892344e-08,1.591688366947377e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity - OTHF - Midcontinent Independent System Operator, Inc.",7332841a-bbfe-3f64-9ef8-bd21971a5b6e,1.0,MJ,8.294840859846304e-22,0.004855075961487908,0.0001661063680189364,1.9311619216244543e-35,0.06449400130892227,2.8313867146706133e-24,2.821332490512711e-24,2.8214138052169033e-24,8.294840859846304e-22,0.004855075961487908,0.0001661063680189364,1.9311619216244543e-35,0.06449400130892227,2.8313867146706133e-24,2.821332490512711e-24,2.8214138052169033e-24,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity - SOLAR - Southern Company Services, Inc. - Trans",1e375948-468c-3aa9-b187-294121e8f0d5,1.0,MJ,0.013225647448341609,4.040963645454189e-05,2.8030305480455805e-06,2.987465066919848e-10,0.0006619068244369291,0.01215502013681659,4.457576962703449e-08,2.986709140510235e-05,0.013225647448341609,4.040963645454189e-05,2.8030305480455805e-06,2.987465066919848e-10,0.0006619068244369291,0.01215502013681659,4.457576962703449e-08,2.986709140510235e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity - OIL - Midcontinent Independent System Operator, Inc.",6f330494-c196-3af7-b200-1748a4fb891b,1.0,MJ,0.656411618884363,0.004030027442332212,0.0008847548761898618,5.72371677982103e-08,0.11294273346034052,0.5992190198705892,1.0316602016998153e-05,0.0016998122017910747,0.656411618884363,0.004030027442332212,0.0008847548761898618,5.72371677982103e-08,0.11294273346034052,0.5992190198705892,1.0316602016998153e-05,0.0016998122017910747,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OIL - Southwestern Power Administration,9645b753-5994-3f18-9a07-3e4206aad7ef,1.0,MJ,0.2904511896211471,0.003240006604330433,0.00028963048615511023,9.11107557443874e-09,0.10009413277600601,0.27285123041256243,3.1397841568304884e-06,0.0005595175052452804,0.2904511896211471,0.003240006604330433,0.00028963048615511023,9.11107557443874e-09,0.10009413277600601,0.27285123041256243,3.1397841568304884e-06,0.0005595175052452804,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - WIND - Western Area Power Administration - Upper Great Plains West,620eb46e-779c-3e2c-8735-fd596a3489a9,1.0,MJ,0.007534878374404498,2.1354853351527187e-05,1.1227491590787455e-05,4.676874594005872e-12,0.0002312457722311325,0.007034837286707301,2.1200934214926217e-08,1.6637028610302458e-05,0.007534878374404498,2.1354853351527187e-05,1.1227491590787455e-05,4.676874594005872e-12,0.0002312457722311325,0.007034837286707301,2.1200934214926217e-08,1.6637028610302458e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - WIND - California Independent System Operator,b54aca18-8060-3017-a5a6-5a06b1df6b2f,1.0,MJ,0.009483821464062533,2.674866576771938e-05,1.4438863815336506e-05,4.992686099986131e-12,0.00028960620295968186,0.00886510290900159,2.8030733858197793e-08,2.0859073429637965e-05,0.009483821464062533,2.674866576771938e-05,1.4438863815336506e-05,4.992686099986131e-12,0.00028960620295968186,0.00886510290900159,2.8030733858197793e-08,2.0859073429637965e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity - SOLAR - PJM Interconnection, LLC",3e49a20b-f854-3f24-8d13-5196cf29ded9,1.0,MJ,0.010825421596848746,0.0024328202816535876,0.00015394929627671403,2.27936189431263e-10,0.004018636307787485,0.009936399165047677,3.2446550765264875e-08,2.340124236291897e-05,0.010825421596848746,0.0024328202816535876,0.00015394929627671403,2.27936189431263e-10,0.004018636307787485,0.009936399165047677,3.2446550765264875e-08,2.340124236291897e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OIL - Western Area Power Administration - Rocky Mountain Region,7988a028-371b-38e2-9238-795ca780827d,1.0,MJ,0.6466884935995014,0.00288142441444826,0.0009616388797986419,7.189348113620523e-08,0.06049760618948409,0.5910325095488465,1.1683882880551294e-05,0.0015666558334865883,0.6466884935995014,0.00288142441444826,0.0009616388797986419,7.189348113620523e-08,0.06049760618948409,0.5910325095488465,1.1683882880551294e-05,0.0015666558334865883,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity - OIL - Duke Energy Florida, Inc.",7a4523c1-7b2f-321f-8e86-93d1e7c7ff3f,1.0,MJ,0.7214073608796251,0.003154859943180806,0.0009469809788931667,6.835235525892797e-08,0.06337236637061303,0.6598937668733103,1.1728679465816473e-05,0.001793680597157946,0.7214073608796251,0.003154859943180806,0.0009469809788931667,6.835235525892797e-08,0.06337236637061303,0.6598937668733103,1.1728679465816473e-05,0.001793680597157946,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OIL - Florida Power & Light Co.,bb66a596-83c4-3f0c-bdd3-4929c0ebe540,1.0,MJ,0.6295938613199913,0.0030695574925362575,0.001041834908216107,7.552428098793567e-08,0.06759568857244953,0.5765715530891447,1.1693234940492745e-05,0.0014604789521510868,0.6295938613199913,0.0030695574925362575,0.001041834908216107,7.552428098793567e-08,0.06759568857244953,0.5765715530891447,1.1693234940492745e-05,0.0014604789521510868,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - SOLAR - Bonneville Power Administration,33ca1950-1c42-3448-a6a2-e63c9ca17df5,1.0,MJ,0.005414559433532155,1.5641148156777138e-05,1.2764695935553698e-06,1.0985177767192491e-10,0.0002625435586448345,0.004967276824552838,1.5327442319690207e-08,1.1510020748549163e-05,0.005414559433532155,1.5641148156777138e-05,1.2764695935553698e-06,1.0985177767192491e-10,0.0002625435586448345,0.004967276824552838,1.5327442319690207e-08,1.1510020748549163e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - WIND - PacifiCorp East,69e613fc-5f28-30cc-9b0c-30429852198c,1.0,MJ,0.0066911629176263036,1.8862523865257943e-05,1.1019749804667566e-05,3.6332776267781587e-12,0.0002037466446071903,0.006254979183857374,2.1292327648227626e-08,1.467735228495697e-05,0.0066911629176263036,1.8862523865257943e-05,1.1019749804667566e-05,3.6332776267781587e-12,0.0002037466446071903,0.006254979183857374,2.1292327648227626e-08,1.467735228495697e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OTHF - Nevada Power Company,4ee470ea-3d57-3b9e-86f1-cd25ddd511e7,1.0,MJ,3.883710608078119e-21,2.245683004671021e-23,5.850664722169384e-25,0.0,3.277107934231769e-22,1.3209900027476594e-23,1.3209900027476594e-23,1.3209900027476594e-23,3.883710608078119e-21,2.245683004671021e-23,5.850664722169384e-25,0.0,3.277107934231769e-22,1.3209900027476594e-23,1.3209900027476594e-23,1.3209900027476594e-23,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - SOLAR - Western Area Power Administration - Desert Southwest Region,405d6de9-ec58-37f1-9869-9cea2ac9d131,1.0,MJ,0.014235981682631793,4.119153315262616e-05,3.3515278394305065e-06,2.872437250220846e-10,0.0006878106874821738,0.01305939959019384,3.992652659709267e-08,3.0322484793754466e-05,0.014235981682631793,4.119153315262616e-05,3.3515278394305065e-06,2.872437250220846e-10,0.0006878106874821738,0.01305939959019384,3.992652659709267e-08,3.0322484793754466e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - SOLAR - Imperial Irrigation District,fea76686-82ba-357e-b378-4d07a91c2f88,1.0,MJ,0.003021932451993791,9.412551605291917e-06,6.126959418836242e-07,6.984095052527247e-11,0.00015243998726438074,0.002779689264959933,1.0716506631555803e-08,6.960708093978911e-06,0.003021932451993791,9.412551605291917e-06,6.126959418836242e-07,6.984095052527247e-11,0.00015243998726438074,0.002779689264959933,1.0716506631555803e-08,6.960708093978911e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OIL - Nevada Power Company,93a80141-c0f1-3ca2-84b1-19593dee2106,1.0,MJ,0.5450435572446213,0.003926590893739493,0.0008543049691054706,5.3257052850657476e-08,0.11498263068873127,0.49506523885920395,9.22451691066699e-06,0.0014695909763174754,0.5450435572446213,0.003926590893739493,0.0008543049691054706,5.3257052850657476e-08,0.11498263068873127,0.49506523885920395,9.22451691066699e-06,0.0014695909763174754,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - WIND - Public Service Company of Colorado,95019cce-e8a7-3e81-93f4-b7742b666aad,1.0,MJ,0.0063531306053193955,0.00015691658028941523,2.0486766655704805e-05,1.1322626878420243e-11,0.003653826172872115,0.005942103222919621,2.2989213878563937e-08,1.3875468995386108e-05,0.0063531306053193955,0.00015691658028941523,2.0486766655704805e-05,1.1322626878420243e-11,0.003653826172872115,0.005942103222919621,2.2989213878563937e-08,1.3875468995386108e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - WIND - Western Area Power Administration - Rocky Mountain Region,b4c37a61-5e15-30d1-b7fe-afc98975e1d0,1.0,MJ,0.009413001967237258,2.614562516810818e-05,1.6331510830662818e-05,4.38274625253771e-12,0.00028423692093989747,0.008806598016087217,3.0542066114917004e-08,2.0491258192337838e-05,0.009413001967237258,2.614562516810818e-05,1.6331510830662818e-05,4.38274625253771e-12,0.00028423692093989747,0.008806598016087217,3.0542066114917004e-08,2.0491258192337838e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OTHF - Idaho Power Company,af017cb4-e5f8-361a-a7b6-6e9167374588,1.0,MJ,1.2554831304062642e-21,7.25959633228112e-24,1.8913383620984166e-25,0.0,1.0593873084649126e-22,4.270350783694776e-24,4.270350783694776e-24,4.270350783694776e-24,1.2554831304062642e-21,7.25959633228112e-24,1.8913383620984166e-25,0.0,1.0593873084649126e-22,4.270350783694776e-24,4.270350783694776e-24,4.270350783694776e-24,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity - WIND - Puget Sound Energy, Inc.",97a1c572-6f92-3d79-a4ec-73170d62580d,1.0,MJ,0.02284888231254639,6.442959757281396e-05,4.268209445936372e-05,1.35788966770775e-11,0.0006954290922920862,0.02135840199527392,8.005440727931428e-08,5.004885507216882e-05,0.02284888231254639,6.442959757281396e-05,4.268209445936372e-05,1.35788966770775e-11,0.0006954290922920862,0.02135840199527392,8.005440727931428e-08,5.004885507216882e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OIL - California Independent System Operator,83e64e29-48d4-32b1-8cc5-24e3ae1e8b78,1.0,MJ,0.3338403275153557,0.010565095448769796,0.0006829191269980788,3.0258821324705627e-09,0.361603644591238,0.31515496654603226,3.088559180525441e-06,0.0006245054223748574,0.3338403275153557,0.010565095448769796,0.0006829191269980788,3.0258821324705627e-09,0.361603644591238,0.31515496654603226,3.088559180525441e-06,0.0006245054223748574,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OTHF - Tampa Electric Company,7175507b-becc-37d6-ba53-31538e24f9fd,1.0,MJ,2.51577286904283e-22,1.454698597745854e-24,3.789917699656699e-26,0.0,2.122830473701311e-23,8.557050574975612e-25,8.557050574975612e-25,8.557050574975612e-25,2.51577286904283e-22,1.454698597745854e-24,3.789917699656699e-26,0.0,2.122830473701311e-23,8.557050574975612e-25,8.557050574975612e-25,8.557050574975612e-25,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OTHF - Duke Energy Progress East,1135257b-dfea-32af-9de0-9b2e06dc5eb8,1.0,MJ,2.8006497507421728e-22,1.6194233252590793e-24,4.2190740632779195e-26,0.0,2.3632120014480723e-23,9.526019560347526e-25,9.526019560347526e-25,9.526019560347526e-25,2.8006497507421728e-22,1.6194233252590793e-24,4.2190740632779195e-26,0.0,2.3632120014480723e-23,9.526019560347526e-25,9.526019560347526e-25,9.526019560347526e-25,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - SOLAR - Duke Energy Carolinas,ce2f3242-f92a-386a-beb9-0841f682f6c7,1.0,MJ,0.009899016933508085,2.8867733776779528e-05,2.301733792488253e-06,2.0535588479309752e-10,0.0004829328061043067,0.009083434777956475,2.8930257815664112e-08,2.1263962675028987e-05,0.009899016933508085,2.8867733776779528e-05,2.301733792488253e-06,2.0535588479309752e-10,0.0004829328061043067,0.009083434777956475,2.8930257815664112e-08,2.1263962675028987e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OTHF - Western Area Power Administration - Rocky Mountain Region,a30d627d-eabf-3bb1-b0d1-9cafa50ea534,1.0,MJ,3.0593641517444624e-21,1.7690200877433965e-23,4.608817628597355e-25,0.0,2.5815174061971093e-22,1.0406000516137627e-23,1.0406000516137627e-23,1.0406000516137627e-23,3.0593641517444624e-21,1.7690200877433965e-23,4.608817628597355e-25,0.0,2.5815174061971093e-22,1.0406000516137627e-23,1.0406000516137627e-23,1.0406000516137627e-23,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - SOLAR - Duke Energy Progress East,b001e77a-2477-3133-82c5-06648c008169,1.0,MJ,0.00769562314821339,2.3134868061743986e-05,1.6825100634152964e-06,1.685575289412925e-10,0.00038195451400444805,0.007069583746714058,2.4817490453905578e-08,1.7073222208252535e-05,0.00769562314821339,2.3134868061743986e-05,1.6825100634152964e-06,1.685575289412925e-10,0.00038195451400444805,0.007069583746714058,2.4817490453905578e-08,1.7073222208252535e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OIL - Public Service Company of New Mexico,d19fcac9-e250-3ac0-9bb0-04029268cf2d,1.0,MJ,15.00868833444569,0.04688930361238823,0.04187941362891548,3.290416824511242e-06,0.9972570537151539,13.089778853965905,0.00041145308705221016,0.05059689729248578,15.00868833444569,0.04688930361238823,0.04187941362891548,3.290416824511242e-06,0.9972570537151539,13.089778853965905,0.00041145308705221016,0.05059689729248578,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - SOLAR - Tampa Electric Company,cb44fafe-0b28-37b4-a46b-6e9101727fa9,1.0,MJ,0.0066524917492753076,1.9200227965892002e-05,1.5654039097695948e-06,1.344296046552929e-10,0.00032296781778787324,0.006104230296600016,1.8967615397717668e-08,1.411762032608017e-05,0.0066524917492753076,1.9200227965892002e-05,1.5654039097695948e-06,1.344296046552929e-10,0.00032296781778787324,0.006104230296600016,1.8967615397717668e-08,1.411762032608017e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - SOLAR - Public Service Company of Colorado,581c92a4-16a3-3cb5-a67b-f8cbb1a59f43,1.0,MJ,0.007607019300194588,2.1995986452768895e-05,1.793966642507263e-06,1.5431155203043252e-10,0.00036818368233132806,0.0069778554084384044,2.1394152221014972e-08,1.619425857112595e-05,0.007607019300194588,2.1995986452768895e-05,1.793966642507263e-06,1.5431155203043252e-10,0.00036818368233132806,0.0069778554084384044,2.1394152221014972e-08,1.619425857112595e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - WIND - Idaho Power Company,93519fed-0562-3171-ac3b-7ddd09c809a3,1.0,MJ,0.008730543500482236,2.441425480740443e-05,1.5015648397323478e-05,4.849784393013318e-12,0.0002654822282159185,0.008158191497438183,2.7339748243437247e-08,1.9114642344168853e-05,0.008730543500482236,2.441425480740443e-05,1.5015648397323478e-05,4.849784393013318e-12,0.0002654822282159185,0.008158191497438183,2.7339748243437247e-08,1.9114642344168853e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - SOLAR - California Independent System Operator,27219da0-7a4d-3b48-9532-9cfe3cf64cd1,1.0,MJ,0.003912778635123662,1.2187179829371719e-05,7.947042232880574e-07,9.043792594123756e-11,0.00019732575219299554,0.0035989363559329303,1.3843998474219359e-08,9.010748364743368e-06,0.003912778635123662,1.2187179829371719e-05,7.947042232880574e-07,9.043792594123756e-11,0.00019732575219299554,0.0035989363559329303,1.3843998474219359e-08,9.010748364743368e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity - OTHF - Electric Reliability Council of Texas, Inc.",1aa05ad9-41db-32ff-b5df-463e9b035484,1.0,MJ,1.0116569723088842e-21,5.849717186820079e-24,1.5240233776721254e-25,0.0,8.536447292902025e-23,3.441010109894164e-24,3.441010109894164e-24,3.441010109894164e-24,1.0116569723088842e-21,5.849717186820079e-24,1.5240233776721254e-25,0.0,8.536447292902025e-23,3.441010109894164e-24,3.441010109894164e-24,3.441010109894164e-24,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - WIND - New York Independent System Operator,3e0a2765-24be-300a-b616-cbbef83c2ff7,1.0,MJ,0.010071350680542173,2.803193383561115e-05,1.8948698149109086e-05,4.796507235939937e-12,0.00030447668652642455,0.00942229056254442,3.485588419402441e-08,2.1952536829335206e-05,0.010071350680542173,2.803193383561115e-05,1.8948698149109086e-05,4.796507235939937e-12,0.00030447668652642455,0.00942229056254442,3.485588419402441e-08,2.1952536829335206e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity - SOLAR - Duke Energy Florida, Inc.",e26837be-5875-3706-8fe0-eab6e1b3c520,1.0,MJ,0.015926132860963907,4.714092973354527e-05,3.5898275718654403e-06,3.3867205122614085e-10,0.0007831662128790818,0.014622504158766118,4.885571498736013e-08,3.4751952403635496e-05,0.015926132860963907,4.714092973354527e-05,3.5898275718654403e-06,3.3867205122614085e-10,0.0007831662128790818,0.014622504158766118,4.885571498736013e-08,3.4751952403635496e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OIL - Duke Energy Progress East,dacf1e78-b58d-3c90-a9f8-9abbbe4f1dd7,1.0,MJ,0.3611548938103333,0.0034690152243374893,0.0003792428724615712,1.5636725682414848e-08,0.10530778148577148,0.3367431943933107,4.206922131948215e-06,0.0007649187787974665,0.3611548938103333,0.0034690152243374893,0.0003792428724615712,1.5636725682414848e-08,0.10530778148577148,0.3367431943933107,4.206922131948215e-06,0.0007649187787974665,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - SOLAR - Arizona Public Service Company,e568af3b-1916-309c-98ce-b3205df5cb32,1.0,MJ,0.0030579478311831896,8.903488725764686e-06,7.115264386565206e-07,6.238945040112572e-11,0.00014826974889298547,0.002805895545952487,8.764331557230289e-09,6.556284667129617e-06,0.0030579478311831896,8.903488725764686e-06,7.115264386565206e-07,6.238945040112572e-11,0.00014826974889298547,0.002805895545952487,8.764331557230289e-09,6.556284667129617e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - SOLAR - Florida Municipal Power Pool,27f46371-75ab-30d9-b19e-42f6d9eb3942,1.0,MJ,0.010519132953858494,3.0382738037521317e-05,2.48164282597697e-06,2.1385673990380402e-10,0.0005102872317192867,0.00964978736503194,2.978403885115933e-08,2.2360734345210406e-05,0.010519132953858494,3.0382738037521317e-05,2.48164282597697e-06,2.1385673990380402e-10,0.0005102872317192867,0.00964978736503194,2.978403885115933e-08,2.2360734345210406e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OIL - NorthWestern Corporation,815f425f-8aed-33c5-9a8f-c36bd0c290b3,1.0,MJ,0.5855187454935469,0.005987812656563628,9.307108292325361e-05,2.1480009530497426e-10,0.05089458424836647,0.5673862712068392,3.6940088345127186e-06,0.0006104308237490865,0.5855187454935469,0.005987812656563628,9.307108292325361e-05,2.1480009530497426e-10,0.05089458424836647,0.5673862712068392,3.6940088345127186e-06,0.0006104308237490865,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - WIND - Salt River Project Agricultural Improvement and Power District,d66e0e2c-0522-3d30-b0e2-0d1af159bc30,1.0,MJ,0.010819585841736498,3.0307293576779856e-05,1.9964681802097355e-05,5.948860904358109e-12,0.00032803521898618185,0.010115866700000763,3.682719789215235e-08,2.3627250052824793e-05,0.010819585841736498,3.0307293576779856e-05,1.9964681802097355e-05,5.948860904358109e-12,0.00032803521898618185,0.010115866700000763,3.682719789215235e-08,2.3627250052824793e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity - OTHF - PJM Interconnection, LLC",5672fd90-c9d0-340b-ac2a-409ca8e243ca,1.0,MJ,1.206623129734149e-21,6.97707251887093e-24,1.8177325991811383e-25,0.0,1.0181588256999738e-22,4.104160305218194e-24,4.104160305218194e-24,4.104160305218194e-24,1.206623129734149e-21,6.97707251887093e-24,1.8177325991811383e-25,0.0,1.0181588256999738e-22,4.104160305218194e-24,4.104160305218194e-24,4.104160305218194e-24,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - WIND - Southwestern Power Administration,89c855f0-534b-3269-8234-5512dcd3a023,1.0,MJ,0.004795947782344033,1.2925503014600807e-05,1.0692602048839524e-05,1.885378093663673e-12,0.0001406409726401448,0.004497562878900851,1.826458921483128e-08,1.0143571551238039e-05,0.004795947782344033,1.2925503014600807e-05,1.0692602048839524e-05,1.885378093663673e-12,0.0001406409726401448,0.004497562878900851,1.826458921483128e-08,1.0143571551238039e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OIL - Idaho Power Company,5ce6f4a5-b838-36af-9a69-a021f4b50c54,1.0,MJ,1.2247866707747375,0.006710118428520615,0.0027527094757584473,1.9936507563184062e-07,0.18103779576329554,1.0951293742257087,2.7573427656609593e-05,0.003517647831027262,1.2247866707747375,0.006710118428520615,0.0027527094757584473,1.9936507563184062e-07,0.18103779576329554,1.0951293742257087,2.7573427656609593e-05,0.003517647831027262,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity - OIL - Associated Electric Cooperative, Inc.",d1933f7d-8c6b-352d-81db-7e9526f88ca7,1.0,MJ,0.6052143080096433,0.004287328685859218,0.0011670283663553372,7.771374243794168e-08,0.12464763062808923,0.5474780533746103,1.1733393918239967e-05,0.0016188624222687933,0.6052143080096433,0.004287328685859218,0.0011670283663553372,7.771374243794168e-08,0.12464763062808923,0.5474780533746103,1.1733393918239967e-05,0.0016188624222687933,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OTHF - Los Angeles Department of Water and Power,345f8bc7-16e1-3c92-a721-6be7f06d32b2,1.0,MJ,5.203423929404022e-22,3.00878254421321e-24,7.838763463717828e-26,0.0,4.390693222289227e-23,1.7698720848313e-24,1.7698720848313e-24,1.7698720848313e-24,5.203423929404022e-22,3.00878254421321e-24,7.838763463717828e-26,0.0,4.390693222289227e-23,1.7698720848313e-24,1.7698720848313e-24,1.7698720848313e-24,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - WIND - NorthWestern Corporation,37aa97f1-0eb3-3295-acd9-814c0412e1e6,1.0,MJ,0.008121997999282345,2.2831088444194218e-05,1.3196855663760187e-05,4.259945285504409e-12,0.0002477593845359619,0.007590738398638788,2.504041515962533e-08,1.7847210991910196e-05,0.008121997999282345,2.2831088444194218e-05,1.3196855663760187e-05,4.259945285504409e-12,0.0002477593845359619,0.007590738398638788,2.504041515962533e-08,1.7847210991910196e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity - WIND - NaturEner Wind Watch, LLC",3c40d33e-5dea-3965-aa3a-9aa97c0f23ae,1.0,MJ,0.005357785878758846,1.5080015347659509e-05,9.941729478234027e-06,2.718358847305042e-12,0.00016336585445605683,0.00500948889191063,1.85204323399188e-08,1.1778607938005568e-05,0.005357785878758846,1.5080015347659509e-05,9.941729478234027e-06,2.718358847305042e-12,0.00016336585445605683,0.00500948889191063,1.85204323399188e-08,1.1778607938005568e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - WIND - Avista Corporation,03be8b5a-8943-3734-b827-f69fb42ab9d6,1.0,MJ,0.008126452645330025,2.222931626442457e-05,1.643098587878673e-05,3.052524081680098e-12,0.00024256004624111392,0.007613005935983907,2.9829086459426306e-08,1.750902241701634e-05,0.008126452645330025,2.222931626442457e-05,1.643098587878673e-05,3.052524081680098e-12,0.00024256004624111392,0.007613005935983907,2.9829086459426306e-08,1.750902241701634e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - WIND - El Paso Electric Company,22e991b2-93da-360a-9d59-9be3aff6845f,1.0,MJ,0.010598905031539105,2.9061154064518994e-05,2.0863115128477688e-05,4.301565624560121e-12,0.000317088756173995,0.00992505972891343,3.780055478863388e-08,2.2877085338083244e-05,0.010598905031539105,2.9061154064518994e-05,2.0863115128477688e-05,4.301565624560121e-12,0.000317088756173995,0.00992505972891343,3.780055478863388e-08,2.2877085338083244e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - WIND - Los Angeles Department of Water and Power,ac1c0ea8-6d4b-3a7e-b099-fbb201b51985,1.0,MJ,0.009272801900611177,2.6018473451390035e-05,1.7358586108226398e-05,4.6311996183088695e-12,0.000282079617251084,0.008671217155921266,3.221823629406355e-08,2.0337842206161445e-05,0.009272801900611177,2.6018473451390035e-05,1.7358586108226398e-05,4.6311996183088695e-12,0.000282079617251084,0.008671217155921266,3.221823629406355e-08,2.0337842206161445e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
"Electricity - WIND - Associated Electric Cooperative, Inc.",0500cdc9-aa26-3046-845c-b423dd6b8aa6,1.0,MJ,0.008013041502803174,2.2138007973936717e-05,1.5570926593938637e-05,3.6188229021263956e-12,0.00024063505830420343,0.0075006607941068655,2.8494583945591935e-08,1.735291482581757e-05,0.008013041502803174,2.2138007973936717e-05,1.5570926593938637e-05,3.6188229021263956e-12,0.00024063505830420343,0.0075006607941068655,2.8494583945591935e-08,1.735291482581757e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - SOLAR - South Carolina Public Service Authority,38896fe1-497b-306b-8bad-fbc5fa8698a4,1.0,MJ,0.006960702005188009,2.009373638304619e-05,1.639836545139829e-06,1.410663806783375e-10,0.00033790435154184114,0.006386394734332945,1.9801719698047085e-08,1.4779966803126184e-05,0.006960702005188009,2.009373638304619e-05,1.639836545139829e-06,1.410663806783375e-10,0.00033790435154184114,0.006386394734332945,1.9801719698047085e-08,1.4779966803126184e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
Electricity - OIL - PacifiCorp East,85490328-84e8-3100-aa28-8f6310e0836d,1.0,MJ,1.6807910616808381,0.006956106041929393,0.00429114076843781,3.2704505905132234e-07,0.1712187320956286,1.4797375109212285,4.250440426891061e-05,0.005381570747835375,1.6807910616808381,0.006956106041929393,0.00429114076843781,3.2704505905132234e-07,0.1712187320956286,1.4797375109212285,4.250440426891061e-05,0.005381570747835375,1.0,MJ,0,0,0,0,0,0,0,0,0,N/A
