Name,Amount,Unit,UUID,GWP (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],CH4 [kg],N20 [kg]
Electricity - HYDRO - Portland General Electric Company,1,MJ,57f95fc7-32f2-34da-944d-e4af44ec51f1,0.000772392,2.13E-24,5.56E-26,0,6.56E-09,0.000759617,4.56E-07,1.26E-24
Electricity - HYDRO - PowerSouth Energy Cooperative,1,MJ,940e313a-1519-3f01-ab50-7f234ab42414,9.05E-21,4.76E-23,1.24E-24,0,6.95E-22,5.60E-23,5.60E-23,2.80E-23
Electricity - HYDRO - Public Service Company of Colorado,1,MJ,87ec794f-b11a-36a9-aa00-9f971ae93952,0.004775206,3.49E-23,9.10E-25,0,5.58E-08,0.004666597,3.88E-06,2.06E-23
Electricity - HYDRO - Public Utility District No. 1 of Chelan County,1,MJ,5be1c720-f3bb-388a-b045-2250066df589,0.000538781,1.54E-25,4.02E-27,0,6.12E-09,0.00052686,4.26E-07,9.08E-26
"Electricity - HYDRO - Public Utility District No. 2 of Grant County, Washington",1,MJ,a7dd11cb-188c-3237-ae65-d38d46576803,0.001023123,2.65E-25,6.90E-27,0,6.29E-09,0.001010871,4.38E-07,1.56E-25
Electricity - HYDRO - PUD No. 1 of Douglas County,1,MJ,73778a72-9e70-391a-b058-0c5ca7a94a98,0.000193103,1.09E-25,2.85E-27,0,1.17E-09,0.000190825,8.13E-08,6.43E-26
"Electricity - HYDRO - Puget Sound Energy, Inc.",1,MJ,5fcdb834-bf3d-3b8f-bd6c-0a32ad47de4f,0.001278425,3.71E-24,9.65E-26,0,7.49E-09,0.001263842,5.21E-07,2.18E-24
Electricity - HYDRO - Salt River Project Agricultural Improvement and Power District,1,MJ,c5673294-8fa0-3675-bb26-39fbc329e1ca,0.011821943,1.23E-23,3.19E-25,0,9.87E-07,0.009900221,6.86E-05,7.21E-24
Electricity - HYDRO - Seattle City Light,1,MJ,eb6f1542-610b-3def-b97a-15ab653a17ea,0.000440293,4.23E-25,1.10E-26,0,2.40E-09,0.000435627,1.67E-07,2.49E-25
Electricity - HYDRO - South Carolina Electric & Gas Company,1,MJ,aac6fb49-34b7-3217-a6d5-3c7376101eca,0.083185123,7.55E-24,1.97E-25,0,4.39E-06,0.074644113,0.000305036,4.44E-24
Electricity - HYDRO - South Carolina Public Service Authority,1,MJ,70d4471c-ae85-3809-ad6e-21b01412a219,0.023992706,8.60E-07,5.17E-08,1.42E-35,2.34E-05,0.018820059,0.000184737,1.92E-24
Electricity - HYDRO - Southeastern Power Administration,1,MJ,eb841027-b6f6-301f-924b-3bdd38ee58d2,1.75E-22,1.01E-24,2.64E-26,0,1.48E-23,5.95E-25,5.95E-25,5.95E-25
"Electricity - HYDRO - Southern Company Services, Inc. - Trans",1,MJ,371a19cd-bac7-31a0-af8d-1a0674101aa2,0.007815102,0.000163183,1.03E-05,0,0.00155345,0.00678063,3.69E-05,1.95E-24
Electricity - HYDRO - Southwest Power Pool,1,MJ,efce09ac-52f2-33d0-a883-c972e4a8ebf5,0.012023619,3.62E-09,2.17E-09,1.65E-13,4.17E-07,0.011385428,2.28E-05,2.14E-11
Electricity - HYDRO - Southwestern Power Administration,1,MJ,89548db5-b99d-348a-a263-e9fc0bc7ea9d,0.017398824,1.84E-24,4.80E-26,0,1.08E-06,0.015286523,7.54E-05,1.08E-24
Electricity - HYDRO - Tennessee Valley Authority,1,MJ,9e3cc872-35bf-37ef-980a-cc957ab5e630,0.004259173,1.39E-24,3.61E-26,0,1.65E-07,0.003938293,1.15E-05,8.15E-25
Electricity - HYDRO - Turlock Irrigation District,1,MJ,391b3089-f946-34d7-a391-2c429149222e,0.009770516,1.15E-23,2.99E-25,0,5.51E-07,0.008698,3.83E-05,6.75E-24
Electricity - HYDRO - Western Area Power Administration - Desert Southwest Region,1,MJ,af3ba512-1e68-31a2-ac7f-f02237db1eb8,0.01103363,6.61E-25,1.72E-26,0,8.81E-07,0.009317822,6.13E-05,3.89E-25
Electricity - HYDRO - Western Area Power Administration - Rocky Mountain Region,1,MJ,94a0dd9f-3176-3463-b42a-7c7cf53214cb,0.002541207,8.24E-24,2.15E-25,0,1.62E-07,0.002225634,1.13E-05,4.85E-24
Electricity - HYDRO - Western Area Power Administration - Upper Great Plains West,1,MJ,0fbd33b0-3e67-33e1-b3a8-9b6ea982b7c6,0.006123917,2.59E-24,6.75E-26,0,9.05E-08,0.005947731,6.29E-06,1.52E-24
"Electricity - MIXED - Associated Electric Cooperative, Inc.",1,MJ,e7ad76f4-20c4-3eb1-b4f3-c351e7673bad,0.582943925,0.004368926,0.001042143,6.58E-08,0.134445826,0.52060847,0.001852466,9.79E-06
Electricity - MIXED - Avista Corporation,1,MJ,93f7e004-1630-373a-a4c6-3658d22cecb3,0.555537173,0.000466244,2.91E-05,1.31E-11,0.015059945,0.543450252,0.00019377,2.51E-05
Electricity - MIXED - Balancing Authority of Northern California,1,MJ,0770a99a-5bf1-3120-8b41-11c0acc78c07,0.541444281,0.002066546,0.000331168,2.00E-08,0.049052656,0.494657286,0.001534169,5.37E-06
Electricity - MIXED - California Independent System Operator,1,MJ,d07436d1-4ad0-39a1-8e99-db2e6faca24e,0.243814283,0.000611377,3.67E-05,6.02E-11,0.019512046,0.227068807,0.000571058,2.78E-06
"Electricity - MIXED - City of Tacoma, Department of Public Utilities, Light Division",1,MJ,e922a7dc-e770-39bb-9f7e-e365b50b82ad,0.775040296,0.00171714,2.02E-05,3.12E-35,0.011295538,0.766041166,0.000115945,2.17E-05
Electricity - MIXED - Duke Energy Carolinas,1,MJ,3719608c-e428-3b9f-b374-5b53d1193199,0.464260648,0.000893772,0.000420395,3.06E-08,0.024704782,0.428599773,0.001091468,5.45E-06
"Electricity - MIXED - Duke Energy Florida, Inc.",1,MJ,3d430bf9-aa43-3b49-bbba-a0036a7803a5,0.475260033,0.000832087,5.28E-05,3.73E-10,0.026045322,0.462650011,0.000267805,1.91E-05
Electricity - MIXED - Duke Energy Progress East,1,MJ,32c70c11-01b5-3d09-a568-3a2283a584e3,0.392506524,0.000537195,2.84E-05,2.00E-08,0.010815262,0.370086175,0.0006854,1.17E-05
Electricity - MIXED - Duke Energy Progress West,1,MJ,6ab3458c-d5b1-302f-8385-56e0b8deb538,0,0,0,0,0,0,0,0
"Electricity - MIXED - Electric Energy, Inc.",1,MJ,33ec62d3-4fb3-32c0-9f6a-babf7db97428,0.304207336,0.001007205,2.76E-05,8.23E-09,0.010513987,0.296508521,0.000229155,4.54E-06
"Electricity - MIXED - Electric Reliability Council of Texas, Inc.",1,MJ,e3b20b0c-af22-3626-bd9a-044475646f5f,0.300076975,0.001170082,2.99E-05,5.62E-09,0.013443653,0.29221601,0.000236993,4.46E-06
Electricity - MIXED - Florida Municipal Power Pool,1,MJ,bd0a27a1-55ed-3ade-bd36-24b7483dce72,0.230488956,0.000355996,1.75E-05,3.52E-09,0.007459498,0.21989231,0.000348376,3.04E-06
Electricity - MIXED - Florida Power & Light Co.,1,MJ,44aa72bf-6f17-315c-ab4d-1fa78227be98,0.096398343,0.00029722,1.88E-05,2.55E-11,0.00863413,0.089627725,0.000218407,2.25E-06
Electricity - MIXED - Gainesville Regional Utilities,1,MJ,988d63d2-217c-3afc-9aca-fc3adcc94709,0.302718049,0.000493222,3.01E-05,4.89E-09,0.012796991,0.294982388,0.000239645,3.54E-06
Electricity - MIXED - Imperial Irrigation District,1,MJ,faac252c-e23b-39e9-8c65-11bba39dd8f1,0.400289074,0.001332981,0.000220904,1.27E-08,0.037334889,0.34771648,0.001793345,3.15E-06
Electricity - MIXED - ISO-NE,1,MJ,e961bdc9-c74d-3aed-9e18-8e0c0f8cef91,0.485378372,0.000703916,3.94E-05,1.57E-09,0.018552339,0.475048231,0.000183392,1.93E-05
Electricity - MIXED - JEA,1,MJ,5b50d15d-c613-3021-a2e0-9ec83ded7a76,0.348657918,0.000688419,2.08E-05,9.25E-09,0.009045764,0.341175312,0.000229022,3.88E-06
Electricity - MIXED - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,1,MJ,73d2b3a0-7ce3-3492-8224-8910e5e3ad81,0.277645418,0.000333586,1.89E-05,3.25E-09,0.006320325,0.26861893,0.000280252,4.20E-06
Electricity - MIXED - Los Angeles Department of Water and Power,1,MJ,7ae0e59c-29ce-3db7-949d-5799e2d644b8,0.270310018,0.000410501,2.27E-05,5.54E-09,0.010417753,0.26155257,0.000272729,4.07E-06
"Electricity - MIXED - Midcontinent Independent System Operator, Inc.",1,MJ,99196031-a80c-3465-bf93-50ca3fe8db90,0.317317045,0.000833621,2.97E-05,7.17E-09,0.01315656,0.305870196,0.000365013,4.45E-06
Electricity - MIXED - Nevada Power Company,1,MJ,23b5c015-c680-3966-9ba6-13bda0179e2c,0.260930692,0.000922497,2.86E-05,6.27E-09,0.011632704,0.253225697,0.000229248,4.38E-06
Electricity - MIXED - New York Independent System Operator,1,MJ,12b19cd0-b280-3988-beae-b2570a09482a,0.433949772,0.001535779,4.63E-05,7.49E-10,0.021659831,0.420049867,0.000363654,1.38E-05
Electricity - MIXED - PacifiCorp East,1,MJ,2e2dbe95-cd00-3b8b-b751-e3444da1863d,0.222372301,0.001138573,5.19E-05,1.09E-10,0.028175342,0.213447049,0.000300483,1.88E-06
"Electricity - MIXED - PJM Interconnection, LLC",1,MJ,c43b0c92-07ae-3309-990f-5381b47151d6,0.316520765,0.00075149,2.71E-05,4.51E-09,0.011389249,0.300999329,0.000496889,5.84E-06
Electricity - MIXED - Portland General Electric Company,1,MJ,6cdaf1e0-1897-39cc-b888-51696348947c,0.492714217,0.000521761,3.26E-05,0,0.018266847,0.482036333,0.000170085,2.23E-05
Electricity - MIXED - Public Service Company of Colorado,1,MJ,5e9cf894-a000-3e81-b3f3-1fdbcfa12003,0.218837433,0.0003691,1.80E-05,2.78E-09,0.008951351,0.208796339,0.000335357,2.34E-06
Electricity - MIXED - Public Service Company of New Mexico,1,MJ,98550bf9-375d-3069-8b7f-cf9521105b6b,0.344622532,0.003671012,0.000232907,2.18E-10,0.129397979,0.311298562,0.001176343,8.92E-07
"Electricity - MIXED - Puget Sound Energy, Inc.",1,MJ,d3757370-3d22-366f-8adf-394868fef4db,0.217246513,0.000507658,3.31E-05,1.09E-10,0.017786118,0.20702886,0.000358317,6.48E-07
Electricity - MIXED - South Carolina Electric & Gas Company,1,MJ,7c8d1f2f-96e8-332e-ab1c-8b3e411e9912,0.585947053,0.002110751,4.22E-05,2.64E-10,0.020967,0.576167636,0.000169031,1.89E-05
"Electricity - MIXED - Southern Company Services, Inc. - Trans",1,MJ,db93ec99-d9e0-339d-9790-f0089fe2324b,0.234150266,0.00059066,2.98E-05,2.27E-09,0.014008514,0.221499062,0.000425895,2.59E-06
Electricity - MIXED - Southwest Power Pool,1,MJ,ef7ec349-3858-37de-80d1-d0a3078fbf82,0.288118771,0.000837185,2.90E-05,4.48E-09,0.013088114,0.275210791,0.000428436,3.27E-06
Electricity - MIXED - Tampa Electric Company,1,MJ,0b059aed-1f09-38bf-8997-f2f200c7bb53,0.316747927,0.000727088,3.03E-05,4.00E-09,0.012857978,0.302330883,0.000465516,5.01E-06
Electricity - MIXED - Tennessee Valley Authority,1,MJ,4aed2a31-59de-35d3-86c6-1f6f1392561e,0.310585169,0.000547523,1.61E-05,6.60E-09,0.005541009,0.302640054,0.000234172,4.99E-06
Electricity - MIXED - Tucson Electric Power,1,MJ,4e7ad81d-3553-3cd6-95ce-50779191bd8f,0.008811544,2.45E-05,1.29E-05,5.59E-11,0.000310835,0.008202119,1.88E-05,2.95E-08
Electricity - MIXED - Western Area Power Administration - Desert Southwest Region,1,MJ,f02e2cd5-b143-3b5c-a551-fbccc8658416,0.315872198,0.000735611,4.10E-05,7.55E-09,0.019520194,0.306388083,0.000291877,4.75E-06
Electricity - NUCLEAR - Bonneville Power Administration,1,MJ,25be8265-e7a7-389c-8cf5-afe55db05881,0.00491917,6.61E-05,5.93E-06,1.13E-12,0.000556082,0.003587522,4.22E-05,2.18E-07
Electricity - NUCLEAR - California Independent System Operator,1,MJ,f73db8c5-151a-302c-b9e6-4179dceb3920,0.00491917,6.62E-05,5.94E-06,1.13E-12,0.000559501,0.003587522,4.22E-05,2.18E-07
Electricity - NUCLEAR - Duke Energy Carolinas,1,MJ,18ccfead-5718-352b-80ea-8698ab25a914,0.00491917,6.61E-05,5.93E-06,1.13E-12,0.000556082,0.003587522,4.22E-05,2.18E-07
Electricity - NUCLEAR - Duke Energy Progress East,1,MJ,c3af047e-9939-3aab-bf30-ad491b0acc91,0.00491917,6.72E-05,6.00E-06,1.13E-12,0.000582195,0.003587522,4.22E-05,2.18E-07
"Electricity - NUCLEAR - Electric Reliability Council of Texas, Inc.",1,MJ,bf7488fc-1aec-397b-a9f1-676acbc47858,0.00491917,6.65E-05,5.96E-06,1.13E-12,0.000566952,0.003587522,4.22E-05,2.18E-07
Electricity - NUCLEAR - Florida Power & Light Co.,1,MJ,8676a444-c125-3ca1-8c58-a37658cbe257,0.00491917,6.63E-05,5.95E-06,1.13E-12,0.0005614,0.003587522,4.22E-05,2.18E-07
Electricity - NUCLEAR - ISO-NE,1,MJ,ecb9aa2b-9526-32d9-9bd5-85dbd9e89654,0.00491917,6.63E-05,5.95E-06,1.13E-12,0.000560694,0.003587522,4.22E-05,2.18E-07
"Electricity - NUCLEAR - Midcontinent Independent System Operator, Inc.",1,MJ,cfb6b24b-7540-3c18-bdfb-e6432b8f7e0b,0.004951982,6.64E-05,5.96E-06,1.85E-12,0.000563514,0.003618508,4.23E-05,2.19E-07
Electricity - NUCLEAR - New York Independent System Operator,1,MJ,bab8d3ee-8bdb-334f-aacc-9401aa44e082,0.00491917,6.61E-05,5.93E-06,1.13E-12,0.000556082,0.003587522,4.22E-05,2.18E-07
"Electricity - NUCLEAR - PJM Interconnection, LLC",1,MJ,723f2524-22d2-3197-b1f2-fd314665326c,0.004919831,6.63E-05,5.95E-06,1.25E-12,0.000560436,0.003588122,4.22E-05,2.19E-07
Electricity - NUCLEAR - Salt River Project Agricultural Improvement and Power District,1,MJ,de1e898d-1646-3ed7-95eb-c9f6a5322117,0.00491917,6.61E-05,5.93E-06,1.13E-12,0.000556082,0.003587522,4.22E-05,2.18E-07
Electricity - NUCLEAR - South Carolina Electric & Gas Company,1,MJ,649d1b1a-2495-31a8-8055-203fda9add05,0.00491917,6.61E-05,5.93E-06,1.13E-12,0.000556082,0.003587522,4.22E-05,2.18E-07
"Electricity - NUCLEAR - Southern Company Services, Inc. - Trans",1,MJ,81922e38-f9d3-3e54-9479-da96c36f1773,0.00491917,6.63E-05,5.95E-06,1.13E-12,0.000560646,0.003587522,4.22E-05,2.18E-07
Electricity - NUCLEAR - Southwest Power Pool,1,MJ,b7dfe666-389b-3c1c-8b69-555847e4e362,0.00491917,6.64E-05,5.96E-06,1.13E-12,0.000563816,0.003587522,4.22E-05,2.18E-07
Electricity - NUCLEAR - Tennessee Valley Authority,1,MJ,cc9b2e58-f06d-3387-a31f-15dbba88faf8,0.00491917,6.61E-05,5.94E-06,1.13E-12,0.00055679,0.003587522,4.22E-05,2.18E-07
Electricity - OFSL - California Independent System Operator,1,MJ,f369950b-0c5a-35c8-940f-e86863df2259,0.208888379,0.000314218,1.98E-05,0,0.011093444,0.208674313,3.93E-06,3.93E-07
"Electricity - OFSL - Midcontinent Independent System Operator, Inc.",1,MJ,86d8dcb3-1ab4-37ff-aa72-bf0b819298de,0.608106827,0.010518128,0.000634013,5.47E-10,0.279947545,0.605867747,1.51E-05,6.84E-06
"Electricity - OFSL - PJM Interconnection, LLC",1,MJ,1cdc1d2e-a7af-300f-8911-0c7a27c187be,0.264769046,0.00095303,6.03E-05,0,0.033734235,0.264477471,5.70E-06,4.98E-07
Electricity - OFSL - Southwest Power Pool,1,MJ,373006e2-3ff0-35d8-8aca-65e400c67b73,0.269764173,0.003360916,0.000211434,0,0.118338182,0.267819695,6.44E-05,5.33E-07
"Electricity - OIL - Associated Electric Cooperative, Inc.",1,MJ,d1933f7d-8c6b-352d-81db-7e9526f88ca7,0.605214308,0.004287329,0.001167028,7.77E-08,0.124647631,0.547478053,0.001618862,1.17E-05
Electricity - OIL - California Independent System Operator,1,MJ,83e64e29-48d4-32b1-8cc5-24e3ae1e8b78,0.333840328,0.010565095,0.000682919,3.03E-09,0.361603645,0.315154967,0.000624505,3.09E-06
Electricity - OIL - Duke Energy Carolinas,1,MJ,1c4166fe-0fa7-35a5-aee8-bcc90e72c523,0.363510725,0.003552315,0.000365275,1.40E-08,0.109249901,0.33794294,0.00081437,4.07E-06
"Electricity - OIL - Duke Energy Florida, Inc.",1,MJ,7a4523c1-7b2f-321f-8e86-93d1e7c7ff3f,0.721407361,0.00315486,0.000946981,6.84E-08,0.063372366,0.659893767,0.001793681,1.17E-05
Electricity - OIL - Duke Energy Progress East,1,MJ,dacf1e78-b58d-3c90-a9f8-9abbbe4f1dd7,0.361154894,0.003469015,0.000379243,1.56E-08,0.105307781,0.336743194,0.000764919,4.21E-06
Electricity - OIL - El Paso Electric Company,1,MJ,f42bc726-eb4d-354d-a8c4-856f860ca433,0.511805348,0.004000433,0.000730186,4.25E-08,0.118436146,0.465071965,0.001412844,7.84E-06
"Electricity - OIL - Electric Reliability Council of Texas, Inc.",1,MJ,bf0553ef-291e-36ec-a4da-26b52eb3ac28,0.372860258,0.00364012,0.000496276,2.46E-08,0.110198767,0.347417683,0.000754841,5.15E-06
Electricity - OIL - Florida Power & Light Co.,1,MJ,bb66a596-83c4-3f0c-bdd3-4929c0ebe540,0.629593861,0.003069557,0.001041835,7.55E-08,0.067595689,0.576571553,0.001460479,1.17E-05
Electricity - OIL - Idaho Power Company,1,MJ,5ce6f4a5-b838-36af-9a69-a021f4b50c54,1.224786671,0.006710118,0.002752709,1.99E-07,0.181037796,1.095129374,0.003517648,2.76E-05
Electricity - OIL - ISO-NE,1,MJ,0770a118-2648-392f-a7e1-7cd208dd6753,0.409883554,0.001750915,0.000203936,1.29E-08,0.024747768,0.383532525,0.000843199,4.49E-06
"Electricity - OIL - Midcontinent Independent System Operator, Inc.",1,MJ,6f330494-c196-3af7-b200-1748a4fb891b,0.656411619,0.004030027,0.000884755,5.72E-08,0.112942733,0.59921902,0.001699812,1.03E-05
Electricity - OIL - Nevada Power Company,1,MJ,93a80141-c0f1-3ca2-84b1-19593dee2106,0.545043557,0.003926591,0.000854305,5.33E-08,0.114982631,0.495065239,0.001469591,9.22E-06
Electricity - OIL - New York Independent System Operator,1,MJ,f9e6723a-fe29-3ebf-bb64-94c4038410b8,0.41070196,0.001821056,0.000261288,1.68E-08,0.029656074,0.390196402,0.000616725,4.64E-06
Electricity - OIL - NorthWestern Corporation,1,MJ,815f425f-8aed-33c5-9a8f-c36bd0c290b3,0.585518745,0.005987813,9.31E-05,2.15E-10,0.050894584,0.567386271,0.000610431,3.69E-06
Electricity - OIL - PacifiCorp East,1,MJ,85490328-84e8-3100-aa28-8f6310e0836d,1.680791062,0.006956106,0.004291141,3.27E-07,0.171218732,1.479737511,0.005381571,4.25E-05
"Electricity - OIL - PJM Interconnection, LLC",1,MJ,8e409c75-fa69-376b-9bbf-33ef82c74140,0.417873703,0.00083793,4.76E-05,7.37E-09,0.00843893,0.401072517,0.000562064,2.87E-06
Electricity - OIL - Public Service Company of New Mexico,1,MJ,d19fcac9-e250-3ac0-9bb0-04029268cf2d,15.00868833,0.046889304,0.041879414,3.29E-06,0.997257054,13.08977885,0.050596897,0.000411453
"Electricity - OIL - Puget Sound Energy, Inc.",1,MJ,3e7a9398-55c0-3350-bd3a-27c3018ea97c,0.3861563,0.003661444,0.000336295,1.11E-08,0.112582524,0.358747924,0.000890559,4.23E-06
"Electricity - OIL - Southern Company Services, Inc. - Trans",1,MJ,0c120019-87b8-3e2c-aaef-07f0dcee465f,0.608412056,0.003410589,0.000563996,3.49E-08,0.077464337,0.566294839,0.001280398,7.87E-06
Electricity - OIL - Southwest Power Pool,1,MJ,5064f49a-38b4-3cf7-9506-a81fadd508e5,0.791484408,0.004216933,0.001308937,9.23E-08,0.103854055,0.717509389,0.00211011,1.45E-05
Electricity - OIL - Southwestern Power Administration,1,MJ,9645b753-5994-3f18-9a07-3e4206aad7ef,0.29045119,0.003240007,0.00028963,9.11E-09,0.100094133,0.27285123,0.000559518,3.14E-06
Electricity - OIL - Tennessee Valley Authority,1,MJ,22b9625c-c3aa-3f06-bf64-33cb0fa3eb9b,0.872342916,0.005288605,0.001881988,1.33E-07,0.146705329,0.782199969,0.002474147,1.88E-05
Electricity - OIL - Western Area Power Administration - Rocky Mountain Region,1,MJ,7988a028-371b-38e2-9238-795ca780827d,0.646688494,0.002881424,0.000961639,7.19E-08,0.060497606,0.59103251,0.001566656,1.17E-05
Electricity - OTHF - California Independent System Operator,1,MJ,a46ede0d-d1b4-3f52-a864-758e172fabab,1.48E-21,8.58E-24,2.24E-25,4.86E-35,1.25E-22,5.08E-24,5.05E-24,5.05E-24
Electricity - OTHF - Duke Energy Progress East,1,MJ,1135257b-dfea-32af-9de0-9b2e06dc5eb8,2.80E-22,1.62E-24,4.22E-26,0,2.36E-23,9.53E-25,9.53E-25,9.53E-25
"Electricity - OTHF - Electric Reliability Council of Texas, Inc.",1,MJ,1aa05ad9-41db-32ff-b5df-463e9b035484,1.01E-21,5.85E-24,1.52E-25,0,8.54E-23,3.44E-24,3.44E-24,3.44E-24
Electricity - OTHF - Idaho Power Company,1,MJ,af017cb4-e5f8-361a-a7b6-6e9167374588,1.26E-21,7.26E-24,1.89E-25,0,1.06E-22,4.27E-24,4.27E-24,4.27E-24
Electricity - OTHF - Los Angeles Department of Water and Power,1,MJ,345f8bc7-16e1-3c92-a721-6be7f06d32b2,5.20E-22,3.01E-24,7.84E-26,0,4.39E-23,1.77E-24,1.77E-24,1.77E-24
"Electricity - OTHF - Midcontinent Independent System Operator, Inc.",1,MJ,7332841a-bbfe-3f64-9ef8-bd21971a5b6e,8.29E-22,0.004855076,0.000166106,1.93E-35,0.064494001,2.83E-24,2.82E-24,2.82E-24
Electricity - OTHF - Nevada Power Company,1,MJ,4ee470ea-3d57-3b9e-86f1-cd25ddd511e7,3.88E-21,2.25E-23,5.85E-25,0,3.28E-22,1.32E-23,1.32E-23,1.32E-23
Electricity - OTHF - PacifiCorp East,1,MJ,f2c9e2c2-a175-39a6-9da5-b1e1fa406bc4,2.26E-21,1.31E-23,3.41E-25,0,1.91E-22,7.69E-24,7.69E-24,7.69E-24
"Electricity - OTHF - PJM Interconnection, LLC",1,MJ,5672fd90-c9d0-340b-ac2a-409ca8e243ca,1.21E-21,6.98E-24,1.82E-25,0,1.02E-22,4.10E-24,4.10E-24,4.10E-24
Electricity - OTHF - Southwest Power Pool,1,MJ,0a985b6b-6116-3a80-ac04-7c3c33eef81a,7.50E-22,4.33E-24,1.13E-25,0,6.32E-23,2.55E-24,2.55E-24,2.55E-24
Electricity - OTHF - Tampa Electric Company,1,MJ,7175507b-becc-37d6-ba53-31538e24f9fd,2.52E-22,1.45E-24,3.79E-26,0,2.12E-23,8.56E-25,8.56E-25,8.56E-25
Electricity - OTHF - Western Area Power Administration - Rocky Mountain Region,1,MJ,a30d627d-eabf-3bb1-b0d1-9cafa50ea534,3.06E-21,1.77E-23,4.61E-25,0,2.58E-22,1.04E-23,1.04E-23,1.04E-23
Electricity - SOLAR - Arizona Public Service Company,1,MJ,e568af3b-1916-309c-98ce-b3205df5cb32,0.003057948,8.90E-06,7.12E-07,6.24E-11,0.00014827,0.002805896,6.56E-06,8.76E-09
Electricity - SOLAR - Balancing Authority of Northern California,1,MJ,303583a7-f5e4-3c69-a671-ecec9faa03ef,0.003977929,1.20E-05,8.54E-07,8.70E-11,0.000197694,0.003656243,8.88E-06,1.31E-08
Electricity - SOLAR - Bonneville Power Administration,1,MJ,33ca1950-1c42-3448-a6a2-e63c9ca17df5,0.005414559,1.56E-05,1.28E-06,1.10E-10,0.000262544,0.004967277,1.15E-05,1.53E-08
Electricity - SOLAR - California Independent System Operator,1,MJ,27219da0-7a4d-3b48-9532-9cfe3cf64cd1,0.003912779,1.22E-05,7.95E-07,9.04E-11,0.000197326,0.003598936,9.01E-06,1.38E-08
Electricity - SOLAR - Duke Energy Carolinas,1,MJ,ce2f3242-f92a-386a-beb9-0841f682f6c7,0.009899017,2.89E-05,2.30E-06,2.05E-10,0.000482933,0.009083435,2.13E-05,2.89E-08
"Electricity - SOLAR - Duke Energy Florida, Inc.",1,MJ,e26837be-5875-3706-8fe0-eab6e1b3c520,0.015926133,4.71E-05,3.59E-06,3.39E-10,0.000783166,0.014622504,3.48E-05,4.89E-08
Electricity - SOLAR - Duke Energy Progress East,1,MJ,b001e77a-2477-3133-82c5-06648c008169,0.007695623,2.31E-05,1.68E-06,1.69E-10,0.000381955,0.007069584,1.71E-05,2.48E-08
Electricity - SOLAR - El Paso Electric Company,1,MJ,20ab6e5b-c9ce-35e1-96d0-8d30e1406ab2,0.002774186,8.92E-06,5.21E-07,6.76E-11,0.000142434,0.002554965,6.61E-06,1.07E-08
"Electricity - SOLAR - Electric Reliability Council of Texas, Inc.",1,MJ,9cddffa0-e76d-3796-9fa7-5da2786ded16,0.008674555,2.54E-05,2.00E-06,1.81E-10,0.000422999,0.007959849,1.87E-05,2.54E-08
Electricity - SOLAR - Florida Municipal Power Pool,1,MJ,27f46371-75ab-30d9-b19e-42f6d9eb3942,0.010519133,3.04E-05,2.48E-06,2.14E-10,0.000510287,0.009649787,2.24E-05,2.98E-08
Electricity - SOLAR - Florida Power & Light Co.,1,MJ,c083b0a7-386c-3a2e-bd82-06bfa2017ea9,0.006861394,2.01E-05,1.58E-06,1.43E-10,0.000334608,0.006296985,1.48E-05,2.02E-08
Electricity - SOLAR - Gainesville Regional Utilities,1,MJ,613ebe93-0bde-3bcb-b8b5-cb14805ad17e,0.00705477,2.03E-05,1.66E-06,1.42E-10,0.000342728,0.006474749,1.49E-05,2.02E-08
Electricity - SOLAR - Idaho Power Company,1,MJ,f72228fa-ce0a-325f-abdf-c8a6eb95964c,0.053659168,0.000155102,1.27E-05,1.09E-09,0.002599901,0.04921764,0.000114214,1.51E-07
Electricity - SOLAR - Imperial Irrigation District,1,MJ,fea76686-82ba-357e-b378-4d07a91c2f88,0.003021932,9.41E-06,6.13E-07,6.98E-11,0.00015244,0.002779689,6.96E-06,1.07E-08
Electricity - SOLAR - ISO-NE,1,MJ,61e61a66-c44f-3199-adbd-2e8eb658cd7c,0.012493314,3.61E-05,2.97E-06,2.57E-10,0.000609656,0.011461064,2.66E-05,3.59E-08
Electricity - SOLAR - JEA,1,MJ,852ccb2c-9de3-3aa7-8f54-d7a3f74a8db1,0.006264392,2.20E-05,9.03E-07,1.78E-10,0.000340224,0.005789956,1.64E-05,3.07E-08
Electricity - SOLAR - Los Angeles Department of Water and Power,1,MJ,8787fa04-1f52-3de5-8418-b26b64e09fb9,0.006573971,1.90E-05,1.55E-06,1.33E-10,0.000318026,0.006030256,1.40E-05,1.85E-08
"Electricity - SOLAR - Midcontinent Independent System Operator, Inc.",1,MJ,3d9c40e8-9296-3dad-be0b-62f4a16a0042,0.017204177,5.01E-05,4.01E-06,3.57E-10,0.000838528,0.015786475,3.68E-05,5.02E-08
Electricity - SOLAR - Nevada Power Company,1,MJ,6ce5fe5e-489b-39b5-9250-79f7a6115798,0.006789024,2.15E-05,1.33E-06,1.61E-10,0.000345403,0.006248408,1.59E-05,2.52E-08
Electricity - SOLAR - New York Independent System Operator,1,MJ,db15fc47-2074-34a4-9956-ea927722ee3b,0.01233901,3.57E-05,2.90E-06,2.53E-10,0.000600257,0.011320369,2.63E-05,3.54E-08
