Process Name,UUID,Qty,Unit
"electricity, high voltage, production mix | electricity, high voltage | EN15804, U",4e1a955e-b6d3-4b50-b488-86750fd50f87,1,MJ
"treatment of coal gas, in power plant | electricity, high voltage | EN15804, U",f64b3a70-a641-4614-9201-e3fac22a0812,1,MJ
"electricity, high voltage, production mix | electricity, high voltage | EN15804, U",28bf6a81-883a-41c8-b9cd-fb5c50b573ce,1,MJ
"heat and power co-generation, wood chips, 6667 kW | electricity, high voltage | EN15804, U",1720b844-a766-4804-bd13-b68adfde698f,1,MJ
"electricity production, wind, <1MW turbine, onshore | electricity, high voltage | EN15804, U",8d68667b-00d0-400f-aaf5-5f9f9dda1627,1,MJ
"heat and power co-generation, biogas, gas engine | electricity, high voltage | EN15804, U",d0783f77-d091-47e0-8aaf-86afe37bd575,1,MJ
"electricity production, oil | electricity, high voltage | EN15804, U",588c18c9-0fa6-4fee-8d5a-f038ac7d16d3,1,MJ
"electricity production, wind, >3MW turbine, onshore | electricity, high voltage | EN15804, U",808d17e4-ab65-4338-b50c-832622678be4,1,MJ
"electricity production, oil | electricity, high voltage | EN15804, U",2e9f8fc4-146a-44f2-ba69-256b9cd649fc,1,MJ
"electricity production, wind, 1-3MW turbine, onshore | electricity, high voltage | EN15804, U",eead91f5-01c9-4a78-a824-fe62064aaedb,1,MJ
"electricity production, wind, 1-3MW turbine, onshore | electricity, high voltage | EN15804, U",1a94b0ed-ebf9-4075-87bf-781435e2db31,1,MJ
"electricity production, nuclear, pressure water reactor | electricity, high voltage | EN15804, U",f202e5a1-a4bc-4531-8057-d337170cfa2f,1,MJ
"heat and power co-generation, biogas, gas engine | electricity, high voltage | EN15804, U",63a5ef62-5a9b-4b5a-b138-a4c0decfa89a,1,MJ
"electricity production, natural gas, conventional power plant | electricity, high voltage | EN15804, U",f7d39edd-edcd-4c6b-8c52-92487fa17b98,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",285d5dc4-e104-4205-b3c9-5bd439eccd1b,1,MJ
"electricity, high voltage, import from TN | electricity, high voltage | EN15804, U",2d638aae-5a80-4723-a706-b1dc60cffe09,1,MJ
"electricity production, hydro, run-of-river | electricity, high voltage | EN15804, U",640898cf-94fd-462c-bba3-835a40eed3c4,1,MJ
"electricity production, oil | electricity, high voltage | EN15804, U",5e34a7ed-2ed0-4b57-8b68-c8d7863f3bfa,1,MJ
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | EN15804, U",695728e1-56bf-47de-8ad0-e38b82cfdfc0,1,MJ
"electricity production, wind, 1-3MW turbine, onshore | electricity, high voltage | EN15804, U",44165125-216f-46e6-8bbd-8cf40845631c,1,MJ
"electricity production, natural gas, combined cycle power plant | electricity, high voltage | EN15804, U",0e1524e8-146b-469c-bfb9-48672975a441,1,MJ
"heat and power co-generation, natural gas, conventional power plant, 100MW electrical | electricity, high voltage | EN15804, U",b85ef84e-2d29-4dc5-ab12-dd459f3d666c,1,MJ
"electricity production, wind, <1MW turbine, onshore | electricity, high voltage | EN15804, U",ab6355f5-c540-4645-bbeb-5927dafc7b95,1,MJ
"electricity production, hydro, run-of-river | electricity, high voltage | EN15804, U",28081352-6632-4953-9ef2-13cd9721eba7,1,MJ
"electricity, high voltage, production mix | electricity, high voltage | EN15804, U",2ec0b68d-a17b-4916-9286-3a23c790ac04,1,MJ
"electricity, high voltage, import from CR | electricity, high voltage | EN15804, U",f3e911ea-3af8-4998-8ecc-03608dab118b,1,MJ
"electricity production, natural gas, conventional power plant | electricity, high voltage | EN15804, U",4e31a075-bcb5-4a03-91c3-499952cf30df,1,MJ
"treatment of blast furnace gas, in power plant | electricity, high voltage | EN15804, U",e93e2726-f9f6-4b14-8417-cf6bf43f8b97,1,MJ
"electricity, high voltage, import from MA | electricity, high voltage | EN15804, U",8e768cda-9a3d-49ba-8f89-6344b4d3a541,1,MJ
"electricity production, wind, 1-3MW turbine, onshore | electricity, high voltage | EN15804, U",8534cc44-05ce-4c38-8c26-7c03fbd48b19,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",9e416f6a-8b60-4b16-a52f-9f253d1dc1c3,1,MJ
"electricity production, wind, <1MW turbine, onshore | electricity, high voltage | EN15804, U",ea2105c2-93ab-4706-a72b-096f10047141,1,MJ
"electricity production, natural gas, combined cycle power plant | electricity, high voltage | EN15804, U",d3cfbd25-d6a8-4429-b3a4-d31a524fd6aa,1,MJ
"electricity production, wind, <1MW turbine, onshore | electricity, high voltage | EN15804, U",8c8018d3-3853-476b-85c1-39c36acaa8ab,1,MJ
"petroleum refinery operation | electricity, high voltage | EN15804, U",6f941faf-e4fb-4b90-bf16-962b2c94d0eb,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",144e8871-30be-4624-a39f-cf7e7fceee67,1,MJ
"electricity production, oil | electricity, high voltage | EN15804, U",307bd72f-83a8-48a8-ab05-8bd1c650b9b2,1,MJ
"electricity production, wind, >3MW turbine, onshore | electricity, high voltage | EN15804, U",71abff8e-a506-4700-86f9-96d27e2a0b7c,1,MJ
"electricity production, hard coal | electricity, high voltage | EN15804, U",2c86a1c7-74dd-4bef-a93b-c0b5e5848dd3,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",123119af-51fa-4577-8249-5e3f0a6d3fa6,1,MJ
"electricity production, wind, <1MW turbine, onshore | electricity, high voltage | EN15804, U",0821416c-3b20-4760-ac32-d3d1aed24ef8,1,MJ
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical | electricity, high voltage | EN15804, U",bf822953-6522-4494-b9be-0bd845d26f17,1,MJ
"electricity, high voltage, import from HU | electricity, high voltage | EN15804, U",d2efb486-b716-409a-b0c8-bb6c132e5acf,1,MJ
"electricity production, hydro, reservoir, non-alpine region | electricity, high voltage | EN15804, U",9c771937-e440-490f-ac5f-5dfd76f97d7f,1,MJ
"treatment of blast furnace gas, in power plant | electricity, high voltage | EN15804, U",4b1ae331-b978-46f7-93c7-c8373a0ae4dd,1,MJ
"electricity production, natural gas, combined cycle power plant | electricity, high voltage | EN15804, U",a5c4ea36-c70a-4516-b936-8922f14a8e5b,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",42aaf03c-8723-456b-8ef4-a28cd8bbb5f9,1,MJ
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical | electricity, high voltage | EN15804, U",8b259db5-a010-4372-b0ee-09135ef2a960,1,MJ
"electricity production, oil | electricity, high voltage | EN15804, U",43009077-d342-429f-9e58-fa2db84f91a4,1,MJ
"electricity production, hydro, run-of-river | electricity, high voltage | EN15804, U",0285e2c5-bf1c-4e5c-a8bb-0166dd2a6ac0,1,MJ
"electricity, high voltage, production mix | electricity, high voltage | EN15804, U",5587609c-abd3-42a2-8870-b03214b02642,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",468fd100-9312-46d8-970d-a11f20ae3666,1,MJ
"electricity production, hydro, run-of-river | electricity, high voltage | EN15804, U",a28b08ae-16af-43c3-9e93-b5d69041160d,1,MJ
"electricity production, hydro, pumped storage | electricity, high voltage | EN15804, U",d76078b9-c89b-419b-b321-519af8d9c7e9,1,MJ
"electricity, high voltage, import from LV | electricity, high voltage | EN15804, U",2be47404-6755-42c7-b676-1a5e16548d17,1,MJ
"heat and power co-generation, wood chips, 6667 kW | electricity, high voltage | EN15804, U",891d0952-c429-4f3a-b8ad-34ea337c413f,1,MJ
"electricity production, hard coal | electricity, high voltage | EN15804, U",634c135c-c325-47ab-a471-27220bc4b554,1,MJ
"electricity production, wind, >3MW turbine, onshore | electricity, high voltage | EN15804, U",708b4a79-8cd4-4323-946f-bb9a51e2904b,1,MJ
"electricity, high voltage, import from CN-SWG | electricity, high voltage | EN15804, U",0fc762bf-a883-400f-a324-ebf1733b4364,1,MJ
"electricity production, nuclear, boiling water reactor | electricity, high voltage | EN15804, U",af8fd9f6-f793-4fc3-8845-30b87ad44b23,1,MJ
"electricity production, hard coal | electricity, high voltage | EN15804, U",e353fab6-1d68-44d1-9c6c-ac431e6c359a,1,MJ
"electricity production, nuclear, boiling water reactor | electricity, high voltage | EN15804, U",6cd9261d-cd6b-4ece-ba84-aac964fe109b,1,MJ
"electricity, high voltage, import from TG | electricity, high voltage | EN15804, U",f7751c6c-c417-454a-9a4b-9f46cca3ab9b,1,MJ
"electricity production, wind, >3MW turbine, onshore | electricity, high voltage | EN15804, U",97f68f59-1790-49b2-ae0e-06724e306e15,1,MJ
"electricity, high voltage, residual mix | electricity, high voltage | EN15804, U",75691807-9024-4a4d-8bda-62c8c70b00c6,1,MJ
"electricity production, hard coal | electricity, high voltage | EN15804, U",517753cb-5c46-4d44-a427-e043e06c794b,1,MJ
"heat and power co-generation, lignite | electricity, high voltage | EN15804, U",306dfd5d-5541-4664-9247-d44ccb845190,1,MJ
"electricity production, lignite | electricity, high voltage | EN15804, U",2ff4ac4c-f96e-4422-a13d-133f99d61377,1,MJ
"electricity production, oil | electricity, high voltage | EN15804, U",0776c6b0-a15b-4305-b0a7-b0ff48bb8431,1,MJ
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | EN15804, U",664dda2f-8bfd-4765-b910-6c96520bf8e5,1,MJ
"heat and power co-generation, natural gas, conventional power plant, 100MW electrical | electricity, high voltage | EN15804, U",49b6dddd-1e9c-4148-b0f1-6f526da424b6,1,MJ
"electricity production, deep geothermal | electricity, high voltage | EN15804, U",6968701a-41a4-4e12-ab99-6ac22eca8882,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",bd8d3a9b-4166-44a4-b4bd-9a33c0379b63,1,MJ
"electricity production, hydro, run-of-river | electricity, high voltage | EN15804, U",a39ac945-3759-474d-a141-44c9a207916e,1,MJ
"electricity production, hydro, reservoir, non-alpine region | electricity, high voltage | EN15804, U",b78a373f-8037-456e-bb0e-39ff54853188,1,MJ
"electricity production, hard coal | electricity, high voltage | EN15804, U",c8eed326-e5ef-4b12-9228-aa17d265bc9d,1,MJ
"electricity production, lignite | electricity, high voltage | EN15804, U",65044fb5-0905-44fc-a8cd-6d0350cc5818,1,MJ
"electricity production, oil | electricity, high voltage | EN15804, U",a8aaf3d7-4006-472d-af40-6ecebcc8b9d8,1,MJ
"electricity production, lignite | electricity, high voltage | EN15804, U",6a78169f-afce-46b3-87ea-cadb0bd27016,1,MJ
"electricity, high voltage, production mix | electricity, high voltage | EN15804, U",47a91286-0a3f-4a38-b744-f9109d40e4b9,1,MJ
"electricity, high voltage, import from RS | electricity, high voltage | EN15804, U",135999f2-67e5-448d-80ae-9dc76b6418e3,1,MJ
"electricity production, wind, 1-3MW turbine, offshore | electricity, high voltage | EN15804, U",fc8e7af6-5769-4de3-abf7-c48168f5ec96,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",6bbfcbe0-7af2-41ff-a207-f0f46f9a179a,1,MJ
"electricity production, hydro, run-of-river | electricity, high voltage | EN15804, U",b8f74912-f1cb-49a0-a7c8-9927d0b571a9,1,MJ
"electricity, high voltage, residual mix | electricity, high voltage | EN15804, U",80c97ebe-1a51-49d7-86e0-4312ff074cf2,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",edd0e65d-6080-4b72-bb0d-af49b495ead9,1,MJ
"electricity production, natural gas, combined cycle power plant | electricity, high voltage | EN15804, U",dfea1aaa-80cc-4fcb-997f-d826a308c61d,1,MJ
"electricity production, natural gas, combined cycle power plant | electricity, high voltage | EN15804, U",4515ced8-289c-4c03-89ea-a778054cbade,1,MJ
"electricity, high voltage, production mix | electricity, high voltage | EN15804, U",18addf42-118d-45d2-a5af-e04441702328,1,MJ
"electricity production, deep geothermal | electricity, high voltage | EN15804, U",e6a7c524-8eee-4633-b2fb-05c8ef4626e1,1,MJ
"electricity production, wind, >3MW turbine, onshore | electricity, high voltage | EN15804, U",39a86ccd-3aa4-49b8-b53b-2348ea02b842,1,MJ
"electricity, high voltage, production mix | electricity, high voltage | EN15804, U",18cd49fb-5c5d-4342-889c-487dfe1a0f70,1,MJ
"electricity production, hard coal | electricity, high voltage | EN15804, U",34ed2fb8-0fd2-486c-9e18-97b21f460d08,1,MJ
"electricity production, natural gas, combined cycle power plant | electricity, high voltage | EN15804, U",1f9ed2a1-c4a8-4ca6-a3aa-aae811bc3f9a,1,MJ
"treatment of blast furnace gas, in power plant | electricity, high voltage | EN15804, U",13e2056a-c897-479d-ba43-87a64f6dc7d6,1,MJ
"electricity production, oil | electricity, high voltage | EN15804, U",cf4d1677-ddc3-4c23-95ba-bc5e45b6a80e,1,MJ
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical | electricity, high voltage | EN15804, U",ece86bbd-561c-4cd4-ad6b-89539ea28afb,1,MJ
"electricity, high voltage, production mix | electricity, high voltage | EN15804, U",a2c312cb-38dd-4ac8-9a69-a3da5c606e8e,1,MJ
"electricity, high voltage, import from BR-North-eastern grid | electricity, high voltage | EN15804, U",c1c1b35f-bbb1-4170-8d96-d4b02c060a6a,1,MJ
"heat and power co-generation, natural gas, conventional power plant, 100MW electrical | electricity, high voltage | EN15804, U",4c5099b8-a731-45b0-bc2a-f6f7c0b662ac,1,MJ
"electricity, high voltage, import from BT | electricity, high voltage | EN15804, U",aa175c37-c86c-4866-a396-499d5cd9dc33,1,MJ
"electricity production, hydro, run-of-river | electricity, high voltage | EN15804, U",7e2bc2fd-657a-42c0-92be-ab8f759b05a8,1,MJ
"electricity production, deep geothermal | electricity, high voltage | EN15804, U",fc7e38a8-970b-400a-879b-f2b8ecdb64be,1,MJ
"electricity production, hydro, run-of-river | electricity, high voltage | EN15804, U",9b1165ea-907b-45d6-a01a-c387b1e78d97,1,MJ
"electricity production, hydro, run-of-river | electricity, high voltage | EN15804, U",9a8e4503-eb5f-4fa2-8294-bf3f47503b2f,1,MJ
"electricity, high voltage, import from ME | electricity, high voltage | EN15804, U",1ce76b00-2913-41a1-83e1-b378b17560a9,1,MJ
"electricity production, hard coal | electricity, high voltage | EN15804, U",d05d2059-8f09-4f80-a1f5-57283271bf39,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",5b59f3ea-9cb0-4bf7-83bf-89af66ce2cec,1,MJ
"electricity production, hard coal | electricity, high voltage | EN15804, U",3b771b86-003e-4fda-93b3-306247c953e7,1,MJ
"electricity, high voltage, production mix | electricity, high voltage | EN15804, U",ca7e2a96-6118-49c5-afd5-1529ca144098,1,MJ
"electricity, high voltage, residual mix | electricity, high voltage | EN15804, U",837348e6-ae74-4223-a509-0315cb7a87c6,1,MJ
"electricity production, natural gas, conventional power plant | electricity, high voltage | EN15804, U",8948a600-9e0c-4cf0-99aa-7470a9b3fa63,1,MJ
"electricity production, hydro, pumped storage | electricity, high voltage | EN15804, U",0ff1c22a-1bb1-4a84-8214-2a6d9332e08a,1,MJ
"electricity, high voltage, import from RS | electricity, high voltage | EN15804, U",69168fd3-1505-4a29-bbf8-23f51c4a2d7c,1,MJ
"electricity, high voltage, import from NL | electricity, high voltage | EN15804, U",0ed8f3e6-125b-46f5-be7a-b57b7824a753,1,MJ
"heat and power co-generation, oil | electricity, high voltage | EN15804, U",cc002e47-dcc5-46ad-8afa-094a67c6e424,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",52fc4920-ebee-4359-bd1d-9ed2c8d004ac,1,MJ
"electricity production, hard coal | electricity, high voltage | EN15804, U",5c8cff30-a0f4-4521-89c7-752dc190cbf4,1,MJ
"electricity production, wind, >3MW turbine, onshore | electricity, high voltage | EN15804, U",a8d575bc-4985-4aba-8cad-ce75942a55e4,1,MJ
"electricity production, hydro, run-of-river | electricity, high voltage | EN15804, U",d82c7559-125b-46ea-bbee-4d454b77b2a6,1,MJ
"heat and power co-generation, biogas, gas engine | electricity, high voltage | EN15804, U",2d939986-3e25-47e2-9e78-3fa52ef43893,1,MJ
"electricity production, deep geothermal | electricity, high voltage | EN15804, U",8e2b569e-acff-489b-8766-247804e4bbd8,1,MJ
"electricity production, wind, >3MW turbine, onshore | electricity, high voltage | EN15804, U",d05a5c46-0b8f-440f-9f1f-c7fa349fe0d9,1,MJ
"electricity production, wind, 1-3MW turbine, offshore | electricity, high voltage | EN15804, U",38cbf1d9-1cae-4228-8ef9-fb572cba2d92,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",5114f7de-1964-4ccc-b225-10e37891b75d,1,MJ
"electricity, high voltage, production mix | electricity, high voltage | EN15804, U",823175f2-81e7-4893-9c38-a2a13d7bfd2c,1,MJ
"electricity production, wind, <1MW turbine, onshore | electricity, high voltage | EN15804, U",b4664a08-f284-4a37-a0cd-4c75f6d37f71,1,MJ
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical | electricity, high voltage | EN15804, U",a82ab3da-1108-4e16-9352-a0f6fb20294a,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",eca4c092-6c95-4ad7-9516-f25c920dbaa0,1,MJ
"electricity production, hard coal | electricity, high voltage | EN15804, U",a966e94b-f021-46e8-8d5d-29ecb90ce1ae,1,MJ
"treatment of bagasse, from sugarcane, in heat and power co-generation unit, 6400kW thermal | electricity, high voltage | EN15804, U",6d8755d8-d468-4798-8350-c284a201c4a3,1,MJ
"heat and power co-generation, hard coal | electricity, high voltage | EN15804, U",0e9b404c-40d5-45b7-ba32-a2542c95f02b,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",b177dced-c0b7-44c3-b396-f1d3e1f8bda2,1,MJ
"heat and power co-generation, natural gas, conventional power plant, 100MW electrical | electricity, high voltage | EN15804, U",82944408-dd48-4756-8d56-46b6021ea9b5,1,MJ
"electricity production, nuclear, pressure water reactor, heavy water moderated | electricity, high voltage | EN15804, U",dff9c007-8ab6-4c8d-88fa-7de39d45d29d,1,MJ
"treatment of blast furnace gas, in power plant | electricity, high voltage | EN15804, U",d3988c83-c8e9-4f5b-a261-b51b4faf172b,1,MJ
"treatment of coal gas, in power plant | electricity, high voltage | EN15804, U",6acbf453-5f24-46b1-98d2-48a1bf528709,1,MJ
"electricity production, hard coal | electricity, high voltage | EN15804, U",c32f570c-f49b-4d8e-a283-76aa6a0798e0,1,MJ
"electricity production, wind, <1MW turbine, onshore | electricity, high voltage | EN15804, U",84ba04f5-2ecf-4c8e-91db-fba96390f7b1,1,MJ
"electricity production, nuclear, pressure water reactor | electricity, high voltage | EN15804, U",bd82043e-178d-4574-b0a1-d63ea2472776,1,MJ
"electricity, high voltage, production mix | electricity, high voltage | EN15804, U",39dfbb6a-7240-450f-9e55-59877e357d0d,1,MJ
"electricity, high voltage, hydro, import from CA-NF | electricity, high voltage | EN15804, U",741fc5a4-1896-4e39-a5b5-f7ad5ad3345f,1,MJ
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical | electricity, high voltage | EN15804, U",cda51797-6cd9-46d0-9543-530e8f590de0,1,MJ
"electricity, high voltage, import from SE | electricity, high voltage | EN15804, U",a40172f2-ae6b-4168-b30a-0b0d89c2b50b,1,MJ
"electricity production, solar tower power plant, 20 MW | electricity, high voltage | EN15804, U",dfd9c08b-79e5-4097-9b80-95b3a4641716,1,MJ
"electricity production, wind, >3MW turbine, onshore | electricity, high voltage | EN15804, U",ca42e51c-bba6-408a-82b8-94b50194894b,1,MJ
"electricity production, natural gas, combined cycle power plant | electricity, high voltage | EN15804, U",c456d689-7625-4fd5-a916-4203cf1c9472,1,MJ
"electricity, high voltage, import from DE | electricity, high voltage | EN15804, U",a53d928c-5fee-4754-8639-e1ca48c6292f,1,MJ
"electricity, high voltage, import from CA-BC | electricity, high voltage | EN15804, U",03fa8945-a893-4217-a098-d566fe42b166,1,MJ
"electricity production, nuclear, pressure water reactor, heavy water moderated | electricity, high voltage | EN15804, U",ccd596a5-e41d-490c-a7f2-a74e306ce772,1,MJ
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical | electricity, high voltage | EN15804, U",3026413f-3ff0-4c0a-aa12-153a7b727ab6,1,MJ
"electricity, high voltage, residual mix | electricity, high voltage | EN15804, U",db3fc599-72b7-437b-8a83-9b9e47e61885,1,MJ
"electricity, high voltage, import from TR | electricity, high voltage | EN15804, U",8f6eba4e-a770-477d-893d-152e700eba00,1,MJ
"electricity production, wind, >3MW turbine, onshore | electricity, high voltage | EN15804, U",142dcc4c-b8a6-4f68-b5ab-4e8ec61ac612,1,MJ
"electricity production, wind, 1-3MW turbine, onshore | electricity, high voltage | EN15804, U",59a820b6-789a-4780-a367-48dccfe364bf,1,MJ
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical | electricity, high voltage | EN15804, U",97855039-6ef7-4d97-bd43-3f221817bfa3,1,MJ
"electricity, high voltage, production mix | electricity, high voltage | EN15804, U",fd107371-4e86-4d7a-abbf-91eb2a5cedeb,1,MJ
"electricity production, lignite | electricity, high voltage | EN15804, U",52de0094-71d1-4c14-97ab-5d14edf76bd5,1,MJ
"heat and power co-generation, biogas, gas engine | electricity, high voltage | EN15804, U",88dfbfa9-50cc-4141-9fe1-09f283661ab3,1,MJ
"electricity production, solar thermal parabolic trough, 50 MW | electricity, high voltage | EN15804, U",c42e42e6-0b1e-4889-9b7f-a78c09be085f,1,MJ
"electricity, high voltage, production mix | electricity, high voltage | EN15804, U",79bdf373-e5cb-474f-a3ed-c6abd37b1f94,1,MJ
"electricity, high voltage, import from IN-Southern grid | electricity, high voltage | EN15804, U",5b1033f4-a75d-4cd0-b4a3-cb5bb465a1d0,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",3eaaf1e8-5781-4948-a879-d07305a0c34b,1,MJ
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | EN15804, U",f87e8f0d-5e61-4cc5-9a14-8e446df67113,1,MJ
"electricity production, wind, 1-3MW turbine, offshore | electricity, high voltage | EN15804, U",43457a1b-f19e-4c44-a36c-31de71bb5cd1,1,MJ
"electricity production, hard coal | electricity, high voltage | EN15804, U",7d08103e-5adc-4553-b228-a7b9b01cb479,1,MJ
"electricity production, nuclear, pressure water reactor | electricity, high voltage | EN15804, U",e395d9e6-0e16-4859-aa2f-727236d9996c,1,MJ
"heat and power co-generation, hard coal | electricity, high voltage | EN15804, U",b21d8981-651f-4821-b623-01eca1342dd4,1,MJ
"electricity production, oil | electricity, high voltage | EN15804, U",37290b33-e9fc-477d-b4ac-d63d47864172,1,MJ
"heat and power co-generation, hard coal | electricity, high voltage | EN15804, U",e5886aa6-7568-4312-98f6-e56411be6585,1,MJ
"electricity production, natural gas, conventional power plant | electricity, high voltage | EN15804, U",b6b5783c-ec0b-4329-a8d3-0fad13b7540d,1,MJ
"electricity production, wind, >3MW turbine, onshore | electricity, high voltage | EN15804, U",66bf6c53-231b-4ec1-8afc-644785de0eb7,1,MJ
"electricity production, wind, >3MW turbine, onshore | electricity, high voltage | EN15804, U",f77231dc-5f28-4517-9a11-efd314e5d5eb,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",2ff742ff-22d6-4569-a887-236cf0a9b2fd,1,MJ
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | electricity, high voltage | EN15804, U",1570a51f-ac6d-4bdd-8b89-5d3a239c592d,1,MJ
"electricity production, wind, <1MW turbine, onshore | electricity, high voltage | EN15804, U",1607c4bd-dbf8-4c93-97a2-7467dc512838,1,MJ
"electricity production, wind, <1MW turbine, onshore | electricity, high voltage | EN15804, U",3abb194e-8fa2-495f-89b5-d1ce4861b165,1,MJ
"electricity production, hard coal | electricity, high voltage | EN15804, U",8e843593-f686-4780-ab40-abf5acdc3e95,1,MJ
"electricity production, wind, 1-3MW turbine, onshore | electricity, high voltage | EN15804, U",1e72218e-755e-431e-b6e7-1a7fb3927655,1,MJ
"heat and power co-generation, oil | electricity, high voltage | EN15804, U",2bdfe658-aadd-48cd-8afa-23993c60354e,1,MJ
"electricity production, solar thermal parabolic trough, 50 MW | electricity, high voltage | EN15804, U",f30a54df-7051-4164-a5c3-6cbc67d2dd76,1,MJ
"electricity, high voltage, import from NL | electricity, high voltage | EN15804, U",8f4c7857-cf62-46bc-a32a-95e4f144cdb5,1,MJ
"electricity production, hydro, pumped storage | electricity, high voltage | EN15804, U",8bcaab43-0d2b-4cf8-84e8-621ac9d85f3b,1,MJ
"treatment of blast furnace gas, in power plant | electricity, high voltage | EN15804, U",5cf8b486-7e62-4da6-b7d8-10be08413688,1,MJ
"electricity production, hydro, reservoir, alpine region | electricity, high voltage | EN15804, U",e4f076b7-4a73-4e53-95f1-0f677c623e29,1,MJ
"electricity production, wind, <1MW turbine, onshore | electricity, high voltage | EN15804, U",c61d27e0-7382-46aa-98cc-3c4a29630414,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",475f998e-24a7-4d28-8968-167bd39ce027,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",b1a24f26-1df4-49b2-9327-63e333833f6f,1,MJ
"electricity production, hydro, run-of-river | electricity, high voltage | EN15804, U",5822dcfd-9677-4da1-b498-11e7c8c0af1b,1,MJ
"electricity, high voltage, import from CN-NECG | electricity, high voltage | EN15804, U",064fada2-f457-4879-883f-71e4934f4564,1,MJ
"electricity production, wind, <1MW turbine, onshore | electricity, high voltage | EN15804, U",172c7193-e0e0-4a80-847a-7b09e56bbdbd,1,MJ
"electricity production, wind, <1MW turbine, onshore | electricity, high voltage | EN15804, U",d61f1566-2cbb-4354-a142-636b36a6e87a,1,MJ
"heat and power co-generation, biogas, gas engine | electricity, high voltage | EN15804, U",45348483-1ee2-4213-b5b7-77327fc9d252,1,MJ
"ethanol production from wood | electricity, high voltage | EN15804, U",010faf7a-db13-4b31-982b-eaddddcdfb4f,1,MJ
"electricity production, natural gas, combined cycle power plant | electricity, high voltage | EN15804, U",7a70f324-b167-4664-bf2e-2073d32f6381,1,MJ
"treatment of coal gas, in power plant | electricity, high voltage | EN15804, U",561b8fc2-f6e1-4c7f-869e-eb6d98eb2bf3,1,MJ
"electricity, high voltage, import from RAF | electricity, high voltage | EN15804, U",1fbbaebe-cb77-44a4-a149-b3cb7e32f8e4,1,MJ
"electricity production, nuclear, boiling water reactor | electricity, high voltage | EN15804, U",a00e2ae1-600a-482d-adab-f048055cef6a,1,MJ
"electricity, high voltage, import from BE | electricity, high voltage | EN15804, U",483a7a98-5279-49e1-bba5-227df9b61df4,1,MJ
"electricity production, wind, >3MW turbine, onshore | electricity, high voltage | EN15804, U",387d544c-9064-4506-9b2c-064e1c49a257,1,MJ
"electricity production, natural gas, combined cycle power plant | electricity, high voltage | EN15804, U",4de46e9c-7b0b-41f3-a4c3-790aa8065040,1,MJ
"electricity production, natural gas, combined cycle power plant | electricity, high voltage | EN15804, U",a5415be7-3b37-4f63-a52b-1681a2923ff8,1,MJ
"electricity, high voltage, import from RS | electricity, high voltage | EN15804, U",5eb66347-3777-448b-8362-c3ef109f0308,1,MJ
"electricity production, hydro, run-of-river | electricity, high voltage | EN15804, U",d3ffef90-6d13-4e7b-91b7-a3f165923993,1,MJ
"heat and power co-generation, oil | electricity, high voltage | EN15804, U",09fc2963-7eed-4db0-94b5-dbae7c8940d8,1,MJ
"market for electricity, high voltage | electricity, high voltage | EN15804, U",4ceb5ba4-3ef6-476f-94e5-9279cee94dbd,1,MJ
"electricity, high voltage, import from RO | electricity, high voltage | EN15804, U",366e3b30-cf47-48ca-9729-2f6b5cbddb93,1,MJ
"electricity, high voltage, import from HR | electricity, high voltage | EN15804, U",2af64172-b36d-49e0-8356-b0d79382d911,1,MJ
"electricity production, hydro, run-of-river | electricity, high voltage | EN15804, U",6546867a-ac82-4fea-b1b3-4a1347c3f7b5,1,MJ
"electricity, high voltage, production mix | electricity, high voltage | EN15804, U",8876f364-187d-45c6-9165-7bcc7987a4ea,1,MJ
