Status ,CLF Baselines Report Category 1,CLF Baselines Report Category 2,product,Method,Data Source,Scale Factor,Value,CLF report GWP value (kg CO2e / declared unit),Declared qty,Declared unit,Baseline method A (data source),Baseline method B (calculation),CLF data source representativeness assessment approach,Data source (short) and notes,Data Source - full,Data source(s) include additional life cycle stage info beyond A1-A3,Geography,Density,Density unit,,sctg code,FYI Transport Descriptin,waste_rate_category,eol material,DRF Category,,compressive strength (psi),weight classification,Intented Application for insulation ,Service Life [yr] for insulation material,Thickness  (m) when RSI=1 for insulation material,RSI /inch (or 25.4mm) for insulation material (m2C/W),GWP-total (AR5) [kg CO2 eq],GWP-fossil (AR5) [kg CO2 eq],GWP-biogenic (AR5) [kg CO2 eq],GWP-luluc (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP/SFP [kg O3 eq],ADP fossil (MJ),CO2 [kg],CH4 [kg],N2O [kg],Stored Biogenic Carbon?,Biomaterial Type/Species/Category,carbon fration of biomass (may use 0.5 as a default value),mositure content (%),ratio between the molecular mass of CO2 and C molecules,biamass weight percentage of product (%) (base on dry mass).,C (dry mass basis) (based on calculation),%C (dry mass basis) (based on reference),Density Needed?,Density based on mositure content [kg/unit],Density based on oven dry  [kg/unit],Biogenic Carbon Content [kg C/unit],Biogenic CO2 Content [kg CO2/unit],GWP-total - Biogenic CO2 stored [kgCO2eq],GWP-biogenic - Biogenic CO2 stored [kgCO2eq],Growth Model Type,Rotation period [yrs],Mineral Carbonation Potential,Mineral C
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Saskatchewan, 40 MPa, w/ AEAs",,,#DIV/0!,,442,1,m3,Industry,single,industry data,"Saskatchewan ready-mixed concrete industry-average EPD (Concrete Saskatchewan, 2022) ",Concrete Saskatchewan. (2022). Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Saskatchewan, 40 MPa, w/o AEAs",,,#DIV/0!,,414,1,m3,Industry,single,industry data,"Saskatchewan ready-mixed concrete industry-average EPD (Concrete Saskatchewan, 2022) ",Concrete Saskatchewan. (2022). Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Saskatchewan, 45 MPa, w/ AEAs",,,#DIV/0!,,474,1,m3,Industry,single,industry data,"Saskatchewan ready-mixed concrete industry-average EPD (Concrete Saskatchewan, 2022) ",Concrete Saskatchewan. (2022). Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Saskatchewan, 45 MPa, w/o AEAs",,,#DIV/0!,,458,1,m3,Industry,single,industry data,"Saskatchewan ready-mixed concrete industry-average EPD (Concrete Saskatchewan, 2022) ",Concrete Saskatchewan. (2022). Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Manitoba, 20 MPa, w/ AEAs",,,#DIV/0!,,204,1,m3,Industry,single,industry data,Manitoba ready-mixed concrete industry-average EPD  ,Concrete Manitoba. (2022). Concrete Manitoba Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Manitoba, 20 MPa, w/o AEAs",,,#DIV/0!,,202,1,m3,Industry,single,industry data,Manitoba ready-mixed concrete industry-average EPD  ,Concrete Manitoba. (2022). Concrete Manitoba Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Manitoba, 25 MPa, w/ AEAs",,,#DIV/0!,,230,1,m3,Industry,single,industry data,Manitoba ready-mixed concrete industry-average EPD  ,Concrete Manitoba. (2022). Concrete Manitoba Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Manitoba, 25 MPa, w/o AEAs",,,#DIV/0!,,223,1,m3,Industry,single,industry data,Manitoba ready-mixed concrete industry-average EPD  ,Concrete Manitoba. (2022). Concrete Manitoba Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Manitoba, 30 MPa, w/ AEAs",,,#DIV/0!,,253,1,m3,Industry,single,industry data,Manitoba ready-mixed concrete industry-average EPD  ,Concrete Manitoba. (2022). Concrete Manitoba Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Manitoba, 30 MPa, w/o AEAs",,,#DIV/0!,,246,1,m3,Industry,single,industry data,Manitoba ready-mixed concrete industry-average EPD  ,Concrete Manitoba. (2022). Concrete Manitoba Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Manitoba, 32 MPa, w/ AEAs",,,#DIV/0!,,277,1,m3,Industry,single,industry data,Manitoba ready-mixed concrete industry-average EPD  ,Concrete Manitoba. (2022). Concrete Manitoba Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Manitoba, 35 MPa, w/ AEAs",,,#DIV/0!,,298,1,m3,Industry,single,industry data,Manitoba ready-mixed concrete industry-average EPD  ,Concrete Manitoba. (2022). Concrete Manitoba Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Manitoba, 35 MPa, w/o AEAs",,,#DIV/0!,,268,1,m3,Industry,single,industry data,Manitoba ready-mixed concrete industry-average EPD  ,Concrete Manitoba. (2022). Concrete Manitoba Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Manitoba, 40 MPa, w/ AEAs",,,#DIV/0!,,309,1,m3,Industry,single,industry data,Manitoba ready-mixed concrete industry-average EPD  ,Concrete Manitoba. (2022). Concrete Manitoba Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Manitoba, 40 MPa, w/o AEAs",,,#DIV/0!,,290,1,m3,Industry,single,industry data,Manitoba ready-mixed concrete industry-average EPD  ,Concrete Manitoba. (2022). Concrete Manitoba Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Manitoba, 45 MPa, w/ AEAs",,,#DIV/0!,,362,1,m3,Industry,single,industry data,Manitoba ready-mixed concrete industry-average EPD  ,Concrete Manitoba. (2022). Concrete Manitoba Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Manitoba, 45 MPa, w/o AEAs",,,#DIV/0!,,333,1,m3,Industry,single,industry data,Manitoba ready-mixed concrete industry-average EPD  ,Concrete Manitoba. (2022). Concrete Manitoba Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Manitoba, 50 MPa, w/ AEAs",,,#DIV/0!,,396,1,m3,Industry,single,industry data,Manitoba ready-mixed concrete industry-average EPD  ,Concrete Manitoba. (2022). Concrete Manitoba Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Manitoba, 50 MPa, w/o AEAs",,,#DIV/0!,,367,1,m3,Industry,single,industry data,Manitoba ready-mixed concrete industry-average EPD  ,Concrete Manitoba. (2022). Concrete Manitoba Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 20 MPa, w/ AEAs",,,#DIV/0!,,227,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 20 MPa, w/o AEAs",,,#DIV/0!,,220,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 25 MPa, w/ AEAs",,,#DIV/0!,,261,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 25 MPa, w/o AEAs",,,#DIV/0!,,254,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 30 MPa, w/ AEAs",,,#DIV/0!,,293,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 30 MPa, w/o AEAs",,,#DIV/0!,,264,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 32 MPa, w/ AEAs",,,#DIV/0!,,326,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 32 MPa, w/o AEAs",,,#DIV/0!,,264,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 35 MPa, w/ AEAs",,,#DIV/0!,,334,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 35 MPa, w/o AEAs",,,#DIV/0!,,295,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 40 MPa, w/ AEAs",,,#DIV/0!,,362,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 40 MPa, w/o AEAs",,,#DIV/0!,,326,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 45 MPa, w/ AEAs",,,#DIV/0!,,379,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 45 MPa, w/o AEAs",,,#DIV/0!,,350,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 50 MPa, w/ AEAs",,,#DIV/0!,,457,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 50 MPa, w/o AEAs",,,#DIV/0!,,336,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 55 MPa, w/o AEAs",,,#DIV/0!,,355,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 60 MPa, w/o AEAs",,,#DIV/0!,,361,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Ontario, 70 MPa, w/o AEAs",,,#DIV/0!,,354,1,m3,Industry,single,industry data,Ontario ready-mixed concrete industry-average EPD  ,Concrete Ontario. (2022). Concrete Ontario Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 20 MPa, w/ AEAs",,,#DIV/0!,,278,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 20 MPa, w/o AEAs",,,#DIV/0!,,264,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 25 MPa, w/ AEAs",,,#DIV/0!,,299,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 25 MPa, w/o AEAs",,,#DIV/0!,,287,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 30 MPa, w/ AEAs",,,#DIV/0!,,343,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 30 MPa, w/o AEAs",,,#DIV/0!,,307,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 32 MPa, w/ AEAs",,,#DIV/0!,,363,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 35 MPa, w/ AEAs",,,#DIV/0!,,393,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 35 MPa, w/o AEAs",,,#DIV/0!,,345,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 40 MPa, w/ AEAs",,,#DIV/0!,,397,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 40 MPa, w/o AEAs",,,#DIV/0!,,364,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 45 MPa, w/ AEAs",,,#DIV/0!,,414,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 45 MPa, w/o AEAs",,,#DIV/0!,,381,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 50 MPa, w/ AEAs",,,#DIV/0!,,411,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 50 MPa, w/o AEAs",,,#DIV/0!,,404,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 60 MPa, w/ AEAs",,,#DIV/0!,,445,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 60 MPa, w/o AEAs",,,#DIV/0!,,425,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Quebec, 80 MPa, w/o AEAs",,,#DIV/0!,,486,1,m3,Industry,single,industry data,Quebec ready-mixed concrete industry-average EPD  ,Association Béton Québec. (2022). Association Béton Quebec (ABQ) Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, Canada, Atlantic, 20 MPa, w/ AEAs",,,#DIV/0!,,344,1,m3,Industry,single,industry data,Atlantic region (Canada) ready-mixed concrete industry-average EPD  ,Atlantic Concrete Association. (2022). Atlantic Concrete Member industry-wide EPD for ready-mixed concrete. ASTM International.,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
