Status ,CLF Baselines Report Category 1,CLF Baselines Report Category 2,product,Method,Data Source,Scale Factor,Value,CLF report GWP value (kg CO2e / declared unit),Declared qty,Declared unit,Baseline method A (data source),Baseline method B (calculation),CLF data source representativeness assessment approach,Data source (short) and notes,Data Source - full,Data source(s) include additional life cycle stage info beyond A1-A3,Geography,Density,Density unit,,sctg code,FYI Transport Descriptin,waste_rate_category,eol material,DRF Category,,compressive strength (psi),weight classification,Intented Application for insulation ,Service Life [yr] for insulation material,Thickness  (m) when RSI=1 for insulation material,RSI /inch (or 25.4mm) for insulation material (m2C/W),GWP-total (AR5) [kg CO2 eq],GWP-fossil (AR5) [kg CO2 eq],GWP-biogenic (AR5) [kg CO2 eq],GWP-luluc (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP/SFP [kg O3 eq],ADP fossil (MJ),CO2 [kg],CH4 [kg],N2O [kg],Stored Biogenic Carbon?,Biomaterial Type/Species/Category,carbon fration of biomass (may use 0.5 as a default value),mositure content (%),ratio between the molecular mass of CO2 and C molecules,biamass weight percentage of product (%) (base on dry mass).,C (dry mass basis) (based on calculation),%C (dry mass basis) (based on reference),Density Needed?,Density based on mositure content [kg/unit],Density based on oven dry  [kg/unit],Biogenic Carbon Content [kg C/unit],Biogenic CO2 Content [kg CO2/unit],GWP-total - Biogenic CO2 stored [kgCO2eq],GWP-biogenic - Biogenic CO2 stored [kgCO2eq],Growth Model Type,Rotation period [yrs],Mineral Carbonation Potential,Mineral C
,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, National, 4000 psi",,,#DIV/0!,,308,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, National, 5000 psi",,,#DIV/0!,,365,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, National, 6000 psi",,,#DIV/0!,,385,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, National, 8000 psi",,,#DIV/0!,,446,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, National, LW 3000 psi",,,#DIV/0!,,492,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, National, LW 4000 psi",,,#DIV/0!,,540,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, National, LW 5000 psi",,,#DIV/0!,,588,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Southwest, 2500 psi",CLF 2025 Material Baselines,https://www.nrmca.org/wp-content/uploads/2022/02/NRMCA_LCAReportV3-2_20220224.pdf,0.999922185,Baseline,257,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,US Pacific Sothwest,2247.924359,kg/m3,,999,Placeholder,d_truck,Concrete,3,,2500,regular,,,,,257.02,N/A,N/A,N/A,0.74,0.24,4.91E-06,17.35,458.4,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Southwest, 2500 psi",N/A,"all the environmental impacts were scaled by  80th percentile value of Ready-mixed concrete, USA, National, 2500 psi; the scaling factor is the ratio of these two GWP ",0.919770774,High-80th%,321,1,m3,N/A,N/A,N/A,,,,,,,,999,Placeholder,d_truck,Concrete,3,,2500,regular,,,,,349,N/A,N/A,N/A,0.89,0.14,1.99E-06,22.1,2065,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Southwest, 2500 psi",N/A,"all the environmental impacts were scaled by  20th percentile value of Ready-mixed concrete, USA, National, 2500 psi; the scaling factor is the ratio of these two GWP ",1.008333333,Low-20th%,242,1,m3,N/A,N/A,N/A,,,,,,,,999,Placeholder,d_truck,Concrete,3,,2500,regular,,,,,240,N/A,N/A,N/A,1.97,0.3,6.72E-06,49,1142,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Southwest, 3000 psi",,,#DIV/0!,,279,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Southwest, 4000 psi",,,#DIV/0!,,323,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Southwest, 5000 psi",,,#DIV/0!,,378,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Southwest, 6000 psi",,,#DIV/0!,,401,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Southwest, 8000 psi",,,#DIV/0!,,456,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Southwest, 9000 psi",,,#DIV/0!,,437,1,m3,Product,unweighted,qualitative,"Collection of product EPDs , unweighted average. ",--,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Southwest, 10,000 psi",,,#DIV/0!,,471,1,m3,Product,unweighted,qualitative,"Collection of product EPDs , unweighted average. ",--,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Southwest, LW 3000 psi",,,#DIV/0!,,500,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Southwest, LW 4000 psi",,,#DIV/0!,,546,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Southwest, LW 5000 psi",,,#DIV/0!,,594,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Northwest, 2500 psi",,,#DIV/0!,,235,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Northwest, 3000 psi",,,#DIV/0!,,261,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Northwest, 4000 psi",,,#DIV/0!,,316,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Northwest, 5000 psi",,,#DIV/0!,,386,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Northwest, 6000 psi",,,#DIV/0!,,408,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Northwest, 8000 psi",,,#DIV/0!,,487,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Northwest, 9000 psi",,,#DIV/0!,,378,1,m3,Product,unweighted,qualitative,"Collection of product EPDs , unweighted average. ",--,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Northwest, 10,000 psi",,,#DIV/0!,,470,1,m3,Product,unweighted,qualitative,"Collection of product EPDs , unweighted average. ",--,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Northwest, LW 3000 psi",,,#DIV/0!,,518,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Northwest, LW 4000 psi",,,#DIV/0!,,575,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Pacific Northwest, LW 5000 psi",,,#DIV/0!,,632,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Rocky Mountains, 2500 psi",,,#DIV/0!,,232,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Rocky Mountains, 3000 psi",,,#DIV/0!,,255,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Rocky Mountains, 4000 psi",,,#DIV/0!,,301,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Rocky Mountains, 5000 psi",,,#DIV/0!,,358,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Rocky Mountains, 6000 psi",,,#DIV/0!,,379,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Rocky Mountains, 8000 psi",,,#DIV/0!,,440,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Rocky Mountains, 10,000 psi",,,#DIV/0!,,387,1,m3,Product,unweighted,qualitative,"Collection of product EPDs , unweighted average. ",--,FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Rocky Mountains, LW 3000 psi",,,#DIV/0!,,484,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Rocky Mountains, LW 4000 psi",,,#DIV/0!,,532,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, Rocky Mountains, LW 5000 psi",,,#DIV/0!,,580,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cement and concrete,Ready-mix,"Ready-mixed concrete, USA, South Central, 2500 psi",,,#DIV/0!,,226,1,m3,Industry,single,industry data,"NRMCA ready-mixed concrete benchmark report (ASMI, 2021) ","Athena Sustainable Materials Institute. (2021). A Cradle-to-Gate Life Cycle Assessment of Ready-Mixed Concrete Manufactured by NRMCA Members - Version 3.2, Appendix C: NRMCA Member National and Regional LCA Benchmark (Industry Average) Report - V3.2 (pp. 51–101). National Ready Mixed Concrete Association (NRMCA).",FALSE,,2400,kg/m3,,999,Placeholder,d_truck,Concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
