scenario,r,state,gea,interconnect,t,busbar_load_for_enduse,battery_charging,phs_charging,trans_losses,busbar_load,enduse_load,net_load_busbar,imports,exports,distloss_rate_avg,distloss_rate_marg,prm,capacity_shadow_price,planning_capacity_MW,cef_gen,cef_load,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,total_gen_co2_c,total_gen_ch4_c,total_gen_n2o_c,total_gen_co2_p,total_gen_ch4_p,total_gen_n2o_p,total_gen_co2e_c,total_gen_co2e_p,total_gen_co2e,co2_captured_ccs,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,curt_wind_MWh,curt_solar_MWh,curtailment_MWh,generation,variable_generation,battery_MWh,biomass_MWh,beccs_MWh,canada_MWh,coal_MWh,coal-ccs_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,h2-ct_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh,battery_MW,biomass_MW,beccs_MW,coal_MW,coal-ccs_MW,csp_MW,distpv_MW,gas-cc_MW,gas-cc-ccs_MW,gas-ct_MW,geothermal_MW,hydro_MW,nuclear_MW,o-g-s_MW,phs_MW,h2-ct_MW,upv_MW,wind-ofs_MW,wind-ons_MW,battery_energy_cap_MWh,phs_energy_cap_MWh,csp_energy_cap_MWh,rps_shadow_price,rps_f,ces_shadow_price,ces_f,co2_shadow_price
HighNGPrice,p110,KY,PJM_East,eastern,2025,5877472.5,0,0,46028.4,5923501,5666156.7,5912166,4901324.5,1629.9,0.0359,0.054,0.146,124713.89,1263,0.44,0.26,407.8,14,2.61,52.3,1609.7,0.72,408.9,100.5,509.4,650.8,64.2,9.4,31.9,1907.2,0.42,655.3,88.9,744.2,452.3,23.7,3.26,40.3,2977.3,0.24,453.9,129.1,583,863.1,83.1,12.1,45.4,2787.2,0.52,868.9,128.6,997.5,417468.6,14.4,2.7,53591,1648,0.7,418625.6,102901,521526.5,0,40.55,24.64,0,65.19,42.94,26.61,0,69.55,0,0,0,1023806.4,11335.1,0,0,0,0,0,0,0,11335.1,0,0,161443.9,0,442945,0,408082.4,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,933.8,0,87.9,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0
HighNGPrice,p110,KY,PJM_East,eastern,2030,6107646.5,0,0,39979.3,6147625.5,5888054.1,5350609,4263548.5,10697.2,0.0359,0.054,0.146,124713.89,1299.2,0.65,0.61,224,6.7,1.14,28.1,1047.2,0.31,224.5,59.4,283.9,329.5,30.2,4.43,18.7,988,0.23,331.6,48.2,379.8,331.9,24.9,3.52,22.4,1449.1,0.16,333.6,65.6,399.2,691.6,69.5,10.11,34.4,1949.1,0.4,696.5,92.6,789.1,424465.4,12.7,2.2,53210.5,1984.2,0.6,425430,112497.3,537927.3,0,24.94,23.63,0,48.58,26.43,25.48,0,51.9,0,0,0,1894774.2,797016.4,0,0,0,0,0,0,0,30226.8,0,0,361944.9,0,442945,0,292867.8,0,0,57361.8,709427.8,0,0,0,0,0,0,0,20.7,0,0,1428.3,0,87.9,0,260,0,0,26.9,0,228,0,0,0,0,0,0,0,0
HighNGPrice,p110,KY,PJM_East,eastern,2035,6560958,92300.8,0,65204.7,6718463,6325070.5,-1966564.4,1959896.2,4579191.5,0.0359,0.054,0.146,116611.93,1352.3,0.99,0.87,8.1,0.2,0.02,1,57.4,0,8.1,2.7,10.8,111,11.2,1.62,5,325.5,0.06,111.7,14.7,126.5,304.7,24.6,3.48,19.4,1243,0.16,306.4,56.5,362.9,568.3,56,8.08,28.4,1733,0.3,572.2,80.1,652.3,75426.8,1.6,0.2,8994.7,535.6,0,75522,24967.5,100489.5,0,22.27,21.18,0,43.45,23.79,23.16,0,46.95,91859,503878.8,595737.8,9337758,8685028,78593.1,0,0,0,0,0,0,60831.8,0,0,123123.1,0,442945,0,8069.4,0,0,5856453.5,2767742.8,0,54.2,0,0,0,0,0,47.6,0,0,1428.3,0,87.9,0,260,0,0,2920.7,0,984,216.8,0,0,0,0,0,0,0
HighNGPrice,p110,KY,PJM_East,eastern,2040,6953550.5,776493.8,0,71925.9,7801970.5,6703545.6,-2965169.8,1552738.8,5644037.5,0.0359,0.054,0.146,121971.8,1433.1,1,0.94,1,0,0,0.1,7.7,0,1,0.3,1.4,58.9,6.4,0.93,2.2,149.9,0.03,59.4,6.7,66.1,264,19.2,2.69,18.4,1198.6,0.13,265.3,54.2,319.5,483,45.3,6.52,25.6,1591.4,0.25,486.1,73,559.1,12123.5,0.2,0,1432.2,91.5,0,12136.5,4159.9,16296.4,0,20.35,20.49,0,40.84,22.85,24.58,0,47.43,388780.9,677689.4,1066470.2,11893269,10767140,661396.1,0,0,0,0,0,0,112071.2,0,0,21787.7,0,442945,0,0,0,0,6128223.5,4526845,0,511.6,0,0,0,0,0,86.7,0,0,1428.3,0,87.9,0,0,0,0,3121.8,0,1704,2046.3,0,0,0,0,0,0,0
HighNGPrice,p110,KY,PJM_East,eastern,2045,7338365.5,786437.4,0,78949.1,8203752,7074528.4,-3667599.5,1537040.4,6331440.5,0.0359,0.054,0.146,118625.4,1516.3,1,0.94,0.6,0,0,0.1,4.5,0,0.6,0.2,0.8,52.9,5.7,0.82,2.1,138.2,0.03,53.3,6.2,59.5,197,11.4,1.56,16.5,1055.1,0.1,197.8,48,245.8,387.2,31.7,4.52,25.2,1522.5,0.21,389.3,70.6,460,7686.8,0.1,0,908,58,0,7695,2637.5,10332.6,0,19.63,20.28,0,39.92,22.16,24.24,0,46.4,404321.3,1189654.2,1593975.5,12998152,11871352,669933,0,0,0,0,0,0,136825.7,0,0,13921.8,0,442945,0,0,0,0,7223221,4511304.5,0,511.6,0,0,0,0,0,133.5,0,0,1428.3,0,87.9,0,0,0,0,3831.8,0,1704,2046.3,0,0,0,0,0,0,0
HighNGPrice,p110,KY,PJM_East,eastern,2050,7667757,2522599.8,0,102531.4,10292888,7392082.7,-5168102,1144614.8,8914271,0.0359,0.054,0.146,115068.28,1616.5,1,0.97,0.3,0,0,0,2.4,0,0.3,0.1,0.4,21.8,2.1,0.31,1,67.8,0.01,21.9,3.1,25,173.3,5.9,0.74,18.4,1157.5,0.09,173.7,52.9,226.6,297.6,19.2,2.69,24,1435.2,0.16,298.9,66.9,365.7,5638.2,0.1,0,666,42.5,0,5644.2,1934.6,7578.8,0,17.04,16.63,0,33.66,21.91,23.76,0,45.67,518832.6,3150455,3669287.5,18062544,15460990,2148310.8,0,0,0,0,0,0,154174.2,0,0,10298.6,0,442945,0,0,0,0,9521189,5785627,0,1721.9,0,0,0,0,0,179.6,0,0,1428.3,0,87.9,0,0,0,0,5730.8,0,2237.5,6887.6,0,0,0,0,0,0,0
HighNGPrice,p111,OH,PJM_East,eastern,2025,53795304,23182.3,0,244694.6,54063180,51861016.5,53540264,23420280,5137350,0.0359,0.054,0.146,129394.94,11061.9,0.5,0.47,191.6,4.3,0.46,26.5,1749.6,0.18,191.9,78.7,270.6,298.3,20,2.78,25.7,1721.9,0.21,299.7,77.1,376.7,451.1,23.8,3.27,40.1,2964.9,0.24,452.7,128.5,581.2,862.6,85.1,12.31,42.9,2823.5,0.46,868.5,127.2,995.7,6855908.3,153,16.6,949098.6,62600.8,6.4,6865004.7,2816359.3,9681363.9,0,38.47,24.32,0,62.79,40.73,26.13,0,66.86,0,0,0,35780250,522912.9,19733.2,291042.2,0,0,145435.4,0,0,186156.9,17340312,0,403028.6,0,0,17045044,12741.6,0,0,319480,17276,0,12,59.2,0,47,0,0,132.9,3624,0,1368,0,0,2134,68.2,0,0,155.7,0,8.2,48,0,0,0,0.06,0,0,0
HighNGPrice,p111,OH,PJM_East,eastern,2030,57678464,22240.1,0,528038.2,58228744,55604374.3,51792388,41238308,15153614,0.0359,0.054,0.146,129394.94,11673.5,0.74,0.76,97.8,1.9,0.19,16.5,745.3,0.15,97.9,38.7,136.6,142.6,10.2,1.44,13,660.4,0.13,143.2,32.7,175.9,331.5,25,3.53,22.3,1444,0.16,333.3,65.4,398.6,687.5,70.4,10.18,32.6,1957.5,0.36,692.4,91.1,783.4,3142457.3,61.4,6.3,529876.6,23956.1,4.8,3145997.5,1245078.8,4391076.4,0,23.84,22.93,0,46.77,25.27,24.66,0,49.94,2103.3,385.3,2488.7,32144048,6436352.5,18935,295110.4,0,0,13904,0,0,560423,8056459,0,276655.4,0,0,17045044,1587.3,0,0,319340.1,5556589.5,0,12,59.8,0,17.5,0,0,400.3,3624,0,1340.6,0,0,2134,53.7,0,0,155.7,0,1484.8,48,0,0,0,0,0,0,0
HighNGPrice,p111,OH,PJM_East,eastern,2035,62820330,20365.5,0,645102.9,63485790,60561175.9,56183980,50936052,17975078,0.036,0.054,0.146,121001.73,12567.4,0.81,0.81,73.5,1.5,0.16,13.8,559,0.14,73.6,30.5,104.1,124.4,10.2,1.45,10.3,506.7,0.12,125.1,25.4,150.6,305.5,24.6,3.49,19.4,1245.7,0.16,307.2,56.6,363.7,583.5,56.6,8.16,30.3,1827.7,0.31,587.4,84.8,672.2,2243220.9,46.4,4.9,421894.5,17062.7,4.4,2245932.5,931568.4,3177500.9,0,23.54,21.46,0,45,24.94,23.07,0,48.01,974.6,0,974.6,30524820,7301810.5,17355.1,295110.4,0,0,26312.2,0,0,1412336.5,5581663,0,256016.6,0,0,17045044,1506.4,0,0,319480,5569994,0,12,59.8,0,17.5,0,0,1008.3,3624,0,1340.6,0,0,2134,53.7,0,0,155.7,0,1484.8,48,0,0,0,0,0,0,0
HighNGPrice,p111,OH,PJM_East,eastern,2040,68462690,0,0,770371.4,69233060,66000530.7,61241100,60434892,21910640,0.036,0.054,0.146,126563.37,13922.1,0.82,0.84,67.4,1.4,0.15,12.9,511.2,0.14,67.5,28.2,95.6,109.4,9.2,1.31,8.8,433.5,0.1,110,21.8,131.7,263.5,19.1,2.68,18.4,1196.7,0.13,264.8,54.1,318.9,556.5,52.1,7.5,29.7,1838.3,0.29,560.1,84.5,644.6,2069059.7,43.9,4.7,395644.8,15699.8,4.3,2071641.7,864675.8,2936317.5,0,23.95,22.73,0,46.68,25.37,24.46,0,49.83,0,0,0,30708804,7991953.5,0,242077.4,0,0,31575.9,0,0,2101504.8,5223058.5,0,174363.7,0,0,17045044,729.7,0,0,319480,5570969,0,0,52.6,0,17.5,0,0,1500.3,3624,0,1593.9,0,0,2134,53.7,0,0,155.7,0,1484.8,0,0,0,0,0,0,0,0
HighNGPrice,p111,OH,PJM_East,eastern,2045,73834620,0,0,825455,74660080,71179271.6,65680280,64570104,23697724,0.036,0.054,0.146,122487.56,15217.7,0.78,0.84,84.4,1.8,0.19,14.4,637.5,0.14,84.5,33.5,117.9,94.8,6.6,0.92,9,452.5,0.09,95.2,22.5,117.7,196.9,11.4,1.56,16.5,1053.9,0.1,197.6,47.9,245.5,497.9,41.8,5.99,31.6,1880.8,0.27,500.7,87.7,588.4,2851318.9,59.7,6.3,487165.7,21539.1,4.7,2854818.1,1130300.7,3985118.8,0,24.69,22.26,0,46.95,26.16,24,0,50.16,0,0,0,33787696,8979798,0,242077.4,0,0,37996.7,0,0,2428572.5,7239388,0,240587.4,0,0,17045044,2804.2,0,0,319840.7,6231384.5,0,0,52.6,0,17.5,0,0,1733.8,3624,0,7104.9,0,0,2134,53.7,0,0,155.7,0,1658.4,0,0,0,0,0,0,0,0
HighNGPrice,p111,OH,PJM_East,eastern,2050,78321320,0,0,824258.8,79145576,75504665.4,69657520,65749240,22210574,0.036,0.054,0.146,118696.07,16404.7,0.75,0.84,94.4,2,0.21,15.3,710.6,0.14,94.5,36.6,131,71.4,2.8,0.37,9.2,459.6,0.08,71.6,22.9,94.4,172.7,5.9,0.74,18.4,1154,0.09,173.1,52.8,225.9,430.8,30.3,4.29,33,1932.3,0.24,432.9,90.6,523.5,3360126.7,70.6,7.5,546178,25300.6,4.9,3364266,1301467.9,4665733.9,0,26.43,21.8,0,48.23,28.01,23.51,0,51.53,0,0,0,35606908,9488057,0,242077.4,0,0,45897,0,0,2729009,8445513,0,335083.8,0,0,17045044,5234.6,0,0,311655.9,6447392,0,0,52.6,0,17.5,0,0,1948.3,3624,0,10255.3,0,0,2134,41.9,0,0,149.4,0,1715.1,0,0,0,0,0,0,0,0
HighNGPrice,p112,OH,PJM_East,eastern,2025,69053710,0,0,1028617.7,70082330,66570786.1,55873844,46846644,61802188,0.0359,0.054,0.146,127519.31,14199.5,0.17,0.31,556.9,49.7,7.09,30.3,2289,0.27,560.3,98.6,658.9,508,47.2,6.76,26.5,1949.8,0.26,511.2,84.7,595.9,451.1,23.8,3.27,40.1,2964.9,0.24,452.7,128.5,581.2,861.7,84.9,12.28,42.7,2830.6,0.46,867.5,127.2,994.8,47356831.6,4222.7,603.3,2576815.4,194650.6,22.6,47647366.2,8383565.2,56030931.3,0,38.04,23.76,0,61.8,40.33,25.75,0,66.07,0,0,0,85037870,14208485,0,56125.3,0,0,35794660,0,0,208787.3,34503172,0,141365.4,0,324262.6,0,9800.2,0,0,7440185,6559513.5,0,0,10.8,0,5522.5,0,0,148.4,8303.6,0,870.4,0,99.9,0,222.7,0,0,3458.9,0,1946.6,0,0,0,0,0.06,0,0,0
HighNGPrice,p112,OH,PJM_East,eastern,2030,73238900,0,0,1412647.8,74651544,70605263.2,43546304,84268984,75740280,0.0359,0.054,0.146,127519.31,14822,0.48,0.66,358.5,32.8,4.69,18.8,1255.6,0.17,360.8,56.3,417,251.6,23.8,3.41,13,839.1,0.13,253.2,38.1,291.3,331.5,25,3.53,22.3,1444,0.16,333.3,65.4,398.6,690.5,71,10.27,32.3,1952.8,0.36,695.4,90.6,786,23707317.2,2166.8,310.2,1242670.6,83022.2,11.3,23856564.8,3719825.3,27576390.1,0,23.55,22.46,0,46,24.98,24.3,0,49.29,648.6,1302.2,1950.9,66122840,31105242,0,56125.3,0,0,18772556,0,0,571030.5,15759640,0,104563.3,0,324262.6,0,451.3,0,0,7439289.5,23094920,0,0,10.8,0,3934.2,0,0,406.2,8303.6,0,998.6,0,99.9,0,147.3,0,0,3458.9,0,6420,0,0,0,0,0,0,0,0
HighNGPrice,p112,OH,PJM_East,eastern,2035,78783600,0,0,1622671.9,80406270,75950385.6,48457196,102623270,82368170,0.036,0.054,0.146,119235.1,15760.5,0.54,0.74,338.9,32.8,4.72,16.1,1083.8,0.16,341.1,48.4,389.5,210,21.1,3.04,9.7,631.3,0.11,211.4,28.6,240,305.5,24.6,3.49,19.4,1245.6,0.16,307.1,56.6,363.7,580.2,57.1,8.25,29.1,1767.6,0.31,584.2,81.9,666.1,20382243.4,1973.9,283.8,967963.1,65190.6,9.8,20518543.3,2913320.7,23431864,0,22.63,21.08,0,43.71,24,22.73,0,46.73,67.3,1247,1314.3,60151170,31949076,0,56125.3,0,0,17339802,0,0,1413918.4,10355938,0,125496.1,0,324262.6,0,469.9,0,0,7439657,23095502,0,0,10.8,0,3919,0,0,1005.5,8303.6,0,998.6,0,99.9,0,144.9,0,0,3458.9,0,6420,0,0,0,0,0,0,0,0
HighNGPrice,p112,OH,PJM_East,eastern,2040,84874600,0,0,1958004.6,86832600,81822220.9,54115636,129127180,98241100,0.036,0.054,0.146,124715.54,17253.9,0.59,0.8,302.9,29.7,4.27,14.1,949.4,0.15,305,42.4,347.4,161.7,16.3,2.35,7.5,482.4,0.09,162.8,21.9,184.7,263.5,19.1,2.68,18.4,1196.7,0.13,264.8,54.1,318.9,497.2,46.5,6.69,26.8,1647.4,0.26,500.4,75.9,576.4,16947954.1,1660.9,239,787363.5,53115.4,8.2,17062697.3,2372432.5,19435129.8,0,21.59,22.29,0,43.88,22.91,24.1,0,47.01,218.7,1212,1430.8,55946520,32716964,0,56125.3,0,0,14655632,0,0,2204606.2,8123496,0,69841.5,0,324262.6,0,203,0,0,7417009,23095350,0,0,10.8,0,3896,0,0,1567.3,8303.6,0,1117.9,0,99.9,0,144.9,0,0,3448.9,0,6420,0,0,0,0,0,0,0,0
HighNGPrice,p112,OH,PJM_East,eastern,2045,90684390,0,0,2147621,92832020,87423075.8,59260300,141930690,107018250,0.036,0.054,0.146,121293.87,18681,0.59,0.82,276.1,24.6,3.52,15,1000.1,0.13,277.8,44.9,322.6,135.7,12.7,1.83,7.1,458.3,0.07,136.6,20.8,157.4,196.9,11.4,1.56,16.5,1053.9,0.1,197.6,47.9,245.5,434.2,36.1,5.16,27.9,1673,0.23,436.6,77.8,514.5,15990108.4,1426.9,203.9,870029.2,57925.6,7.6,16088284.2,2598291.8,18686576,0,22.02,21.92,0,43.94,23.36,23.75,0,47.12,1162.8,3871.6,5034.4,57919584,33571716,0,56125.3,0,0,12279302,0,0,2618568.5,11639324,0,48411.2,0,324262.6,0,440.8,0,0,7442770.5,23510378,0,0,10.8,0,3311,0,0,1862.9,8303.6,0,3934.1,0,99.9,0,132.9,0,0,3458.9,0,6420,0,0,0,0,0,0,0,0
HighNGPrice,p112,OH,PJM_East,eastern,2050,95534670,0,0,2265786,97800460,92098990.3,63975970,153755380,107890650,0.036,0.054,0.146,117656.73,19997.1,0.66,0.86,154.9,7.4,0.98,14.3,920.1,0.07,155.4,41.7,197.1,78.6,5.2,0.72,6.3,388.7,0.04,78.9,17.9,96.8,172.7,5.9,0.74,18.4,1154,0.09,173.1,52.8,225.9,379,25.8,3.63,29.7,1761.8,0.21,380.8,82.3,463.1,8044464.5,383.4,50.9,741741.5,47785.2,3.6,8069794.4,2166732.9,10236527.3,0,24.06,21.49,0,45.55,25.52,23.3,0,48.82,6129,6106.8,12235.8,51935732,33824492,0,56125.3,0,0,2496599.2,0,0,2994435.2,15055059,0,178265.6,0,324262.6,0,928.4,0,0,7434927,23395132,0,0,10.8,0,620,0,0,2131.3,8303.6,0,10048.4,0,99.9,0,70.7,0,0,3454.4,0,6294.9,0,0,0,0,0,0,0,0
HighNGPrice,p113,OH,PJM_East,eastern,2025,15446883,0,0,68119.9,15515003,14891469.1,11312954,11408992,98794.5,0.0359,0.054,0.146,128432.39,3176.2,1,0.4,0.5,0,0,0.1,1.1,0,0.5,0.1,0.6,543.1,57.9,8.37,21.2,1531.2,0.27,547.2,66.9,614,451.1,23.8,3.27,40.1,2964.9,0.24,452.7,128.5,581.2,860.8,84.8,12.27,42.6,2826.8,0.46,866.7,127,993.7,2225.3,0.1,0,293.7,4.5,0,2232.8,430.2,2663,0,38.14,24.16,0,62.31,40.38,25.93,0,66.31,0,0,0,4204805,4202048.5,0,0,0,0,0,0,0,35235.5,0,0,0,0,0,0,2756.4,0,0,1606958.9,2559854.2,0,0,0,0,0,0,0,24.3,0,0,0,0,0,0,24,0,0,710.6,0,708,0,0,0,0,0.06,0,0,0
HighNGPrice,p113,OH,PJM_East,eastern,2030,16351645,0,0,77902.2,16429547,15763647,-4585338.5,6317631,10902969,0.0359,0.054,0.146,128432.39,3310.1,1,0.83,0,0,0,0,0,0,0,0,0,147,15.5,2.24,5.9,399.1,0.07,148.1,17.9,165.9,331.5,25,3.53,22.3,1444,0.16,333.3,65.4,398.6,679.4,69.9,10.12,31.6,1917.8,0.35,684.3,88.8,773.1,0,0,0,0,0,0,0,0,0,0,23.06,22.83,0,45.89,24.42,24.48,0,48.9,247336.5,40955.2,288291.6,21014884,21014884,0,0,0,0,0,0,0,101671.9,0,0,0,0,0,0,0,0,0,1569636.1,19343576,0,0,0,0,0,0,0,72.5,0,0,0,0,0,0,0,0,0,710.6,0,5418,0,0,0,0,0,0,0,0
HighNGPrice,p113,OH,PJM_East,eastern,2035,17549436,0,0,97470.8,17646908,16918323.3,-3591612.8,8408125,11999738,0.036,0.054,0.146,119101.31,3511.6,1,0.89,0,0,0,0,0,0,0,0,0,106.6,11.6,1.68,4,270.5,0.05,107.4,12.1,119.5,305.5,24.6,3.49,19.4,1245.7,0.16,307.2,56.6,363.7,560.1,55.2,7.97,28,1705.1,0.29,563.9,78.9,642.8,0,0,0,0,0,0,0,0,0,0,21.82,21.22,0,43.04,23.12,22.71,0,45.83,238994.2,29036.6,268030.8,21238520,21238520,0,0,0,0,0,0,0,299976,0,0,0,0,0,0,0,0,0,1586625.1,19351920,0,0,0,0,0,0,0,212.6,0,0,0,0,0,0,0,0,0,710.6,0,5418,0,0,0,0,0,0,0,0
HighNGPrice,p113,OH,PJM_East,eastern,2040,18864008,0,0,98490.2,18962498,18185593.9,-2549766.2,8690487,11727577,0.036,0.054,0.146,123830.06,3836.1,0.98,0.89,12.1,0.2,0.02,1.4,91.5,0.01,12.1,4.2,16.3,95.7,9.7,1.4,4.3,283.8,0.05,96.4,12.7,109.1,263.5,19.1,2.68,18.4,1196.7,0.13,264.8,54.1,318.9,484.7,45.1,6.49,26.2,1618.1,0.25,487.8,74.5,562.4,266870,5,0.5,31525.5,2013.8,0.1,267157.2,91569.7,358726.9,0,21.22,22.36,0,43.58,22.47,23.93,0,46.41,191675.2,17999.3,209674.5,21999588,21512264,0,0,0,0,0,0,0,518881.4,0,0,487323.2,0,0,0,0,0,0,1594145.4,19399238,0,0,0,0,0,0,0,362.7,0,0,4030.3,0,0,0,0,0,0,709.5,0,5418,0,0,0,0,0,0,0,0
HighNGPrice,p113,OH,PJM_East,eastern,2045,20115540,0,0,100704.5,20216244,19392115.2,-1410420.2,9491456,10979502,0.036,0.054,0.146,119645.9,4146.1,1,0.91,2,0,0,0.2,14.8,0,2,0.7,2.6,79.8,8.3,1.2,3.3,222.9,0.04,80.4,10,90.3,196.9,11.4,1.56,16.5,1053.9,0.1,197.6,47.9,245.5,428.4,35.5,5.07,27.6,1661.9,0.23,430.9,77.2,508,42503.1,0.8,0.1,5020.9,320.7,0,42548.8,14583.9,57132.7,0,21.82,21.87,0,43.68,23.1,23.44,0,46.54,175096.8,28069.1,203165.9,21704292,21626664,0,0,0,0,0,0,0,622140.1,0,0,77626.4,0,0,0,0,0,0,1588708,19415816,0,0,0,0,0,0,0,434.9,0,0,5569.4,0,0,0,0,0,0,710.6,0,5418,0,0,0,0,0,0,0,0
HighNGPrice,p113,OH,PJM_East,eastern,2050,21160928,0,0,101851.4,21262780,20399922.9,-422661.5,9926967,10482556,0.036,0.054,0.146,116112.64,4432,0.99,0.93,3.3,0.1,0.01,0.4,25.2,0,3.3,1.1,4.5,57.1,5.4,0.77,2.9,189.9,0.03,57.4,8.6,66,172.7,5.9,0.74,18.4,1154,0.09,173.1,52.8,225.9,374.7,25.4,3.58,29.4,1746,0.2,376.4,81.5,457.9,72776.2,1.4,0.1,8597.1,549.2,0,72854.5,24971.3,97825.8,0,23.65,21.44,0,45.09,25.05,23,0,48.05,168569.9,27715.6,196285.6,21818368,21685442,0,0,0,0,0,0,0,700774.3,0,0,132927.1,0,0,0,0,0,0,1562323.6,19422344,0,0,0,0,0,0,0,489.8,0,0,6966.3,0,0,0,0,0,0,698,0,5418,0,0,0,0,0,0,0,0
HighNGPrice,p114,OH,PJM_East,eastern,2025,25034488,0,0,163583,25198070,24134337.7,18939978,15229915,4985446,0.0359,0.054,0.146,127752.97,5147.4,0.42,0.29,489,51.4,7.43,19.6,1426.8,0.24,492.6,62.2,554.7,665.8,72.3,10.48,24.7,1770.5,0.33,670.8,77.5,748.3,451.1,23.8,3.27,40.1,2964.9,0.24,452.7,128.5,581.2,860.8,84.8,12.27,42.6,2827.7,0.46,866.6,127,993.6,7312373.9,768.5,111.2,292866.2,21335.4,3.6,7365618.6,929637.1,8295255.7,0,37.97,23.99,0,61.97,40.2,25.8,0,66,0,592.1,592.1,14953602,6258092.5,0,20597.4,0,0,6617342.5,0,0,47269.2,2029478.4,0,7680.4,0,3887.4,0,16521.9,0,0,6210823.5,0,0,0,4.5,0,1020,0,0,33,463.1,0,254.2,0,2,0,103,0,0,2803,0,0,0,0,0,0,0.06,0,0,0
HighNGPrice,p114,OH,PJM_East,eastern,2030,26689530,917569.2,0,227398.6,27834500,25729787.7,21480974,26730330,7400361.5,0.0359,0.054,0.146,127752.97,5400.7,0.84,0.68,67.2,1.3,0.13,8,506,0.03,67.3,23.1,90.3,291,30.4,4.4,12.1,807.5,0.15,293.1,36.2,329.3,331.5,25,3.53,22.3,1444,0.16,333.3,65.4,398.6,679.7,69.9,10.12,31.6,1919.4,0.35,684.5,88.9,773.4,571360.9,10.8,1.1,67947.5,4303.5,0.3,571979.4,196260,768239.4,0,22.69,21.94,0,44.63,24.39,24.35,0,48.74,0,2074.5,2074.5,8504530,6353525.5,780897.8,20597.4,0,0,0,0,0,143743.6,934372.5,0,409007,0,3887.4,0,2242.7,0,0,6209781.5,0,0,500,4.5,0,0,0,0,100.8,463.1,0,1591.1,0,2,0,47,0,0,2803,0,0,2000,0,0,0,0,0,0,0
HighNGPrice,p114,OH,PJM_East,eastern,2035,28880678,826689.1,0,249498.1,29956868,27842071.9,23339088,30469244,8781589,0.036,0.054,0.146,118470.07,5777,0.89,0.79,48.6,0.9,0.09,5.8,365.8,0.02,48.6,16.7,65.3,197.3,21.1,3.05,7.8,521.1,0.1,198.8,23.3,222.1,305.5,24.6,3.49,19.4,1245.7,0.16,307.2,56.6,363.7,558.9,55,7.95,28,1701.6,0.29,562.7,78.8,641.5,401579.1,7.6,0.8,47885.3,3024.6,0.2,402013.9,138066.1,540079.9,0,21.51,20.51,0,42.03,23.08,22.59,0,45.67,0,2949.7,2949.7,8269211,6617780,703934.6,20597.4,0,0,0,0,0,409292.5,588855.5,0,332509.3,0,3887.4,0,1646.8,0,0,6208487.5,0,0,500,4.5,0,0,0,0,286.1,463.1,0,1591.1,0,2,0,47,0,0,2803,0,0,2000,0,0,0,0,0,0,0
HighNGPrice,p114,OH,PJM_East,eastern,2040,31285604,786541.2,0,247109.8,32319252,30160463.5,25404346,31349572,7256729.5,0.036,0.054,0.146,123406.03,6362.1,0.92,0.83,31.3,0.6,0.06,3.7,235.8,0.01,31.3,10.8,42.1,156.6,17,2.46,6,401.4,0.08,157.8,18,175.7,263.5,19.1,2.68,18.4,1196.7,0.13,264.8,54.1,318.9,483.8,45,6.47,26.2,1616.3,0.25,486.9,74.4,561.3,257310.9,4.9,0.5,30833.8,1939.5,0.1,257588.9,88662,346250.9,0,20.92,21.72,0,42.64,22.44,23.85,0,46.29,0,2115.2,2115.2,8226409,6914905.5,669705,20597.4,0,0,0,0,0,705605,455039.9,0,161561,0,3887.4,0,712.5,0,0,6209300.5,0,0,500,4.5,0,0,0,0,493.2,463.1,0,1591.1,0,2,0,47,0,0,2803,0,0,2000,0,0,0,0,0,0,0
