scenario,r,state,gea,interconnect,t,busbar_load_for_enduse,battery_charging,phs_charging,trans_losses,busbar_load,enduse_load,net_load_busbar,imports,exports,distloss_rate_avg,distloss_rate_marg,prm,capacity_shadow_price,planning_capacity_MW,cef_gen,cef_load,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,total_gen_co2_c,total_gen_ch4_c,total_gen_n2o_c,total_gen_co2_p,total_gen_ch4_p,total_gen_n2o_p,total_gen_co2e_c,total_gen_co2e_p,total_gen_co2e,co2_captured_ccs,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,curt_wind_MWh,curt_solar_MWh,curtailment_MWh,generation,variable_generation,battery_MWh,biomass_MWh,beccs_MWh,canada_MWh,coal_MWh,coal-ccs_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,h2-ct_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh,battery_MW,biomass_MW,beccs_MW,coal_MW,coal-ccs_MW,csp_MW,distpv_MW,gas-cc_MW,gas-cc-ccs_MW,gas-ct_MW,geothermal_MW,hydro_MW,nuclear_MW,o-g-s_MW,phs_MW,h2-ct_MW,upv_MW,wind-ofs_MW,wind-ons_MW,battery_energy_cap_MWh,phs_energy_cap_MWh,csp_energy_cap_MWh,rps_shadow_price,rps_f,ces_shadow_price,ces_f,co2_shadow_price
MidCase,p110,KY,PJM_East,eastern,2040,6953523,0,0,70487.5,7024010.5,6703519.2,-2535637.2,1695020.8,5352939,0.0359,0.054,0.146,115596.59,1433.1,0.94,0.85,23.7,0.4,0.04,2.8,179.1,0.01,23.8,8.1,31.9,83.3,5.4,0.75,6.4,412.8,0.04,83.6,18.7,102.4,223.2,10.9,1.46,20.3,1307.5,0.1,223.9,59.3,283.3,416.7,28.5,3.99,32.6,1964.5,0.22,418.6,91.2,509.9,253591.8,4.8,0.5,29956.9,1913.6,0.1,253864.7,87013.6,340878.3,0,18.84,21.6,0,40.44,20,23.33,0,43.34,67096.2,398180.4,465276.6,10681929,9559648,0,0,0,0,0,0,0,102330.4,628023.4,0,51312.4,0,442945,0,0,0,0,6216331,3240986.8,0,0,0,0,0,0,0,86.7,404.6,0,1258.9,0,87.9,0,0,0,0,3028.4,0,1140.1,0,0,0,0,0,0,0,0
MidCase,p110,KY,PJM_East,eastern,2045,7338365.5,0,0,89045.4,7427410.5,7074528.4,-4646673.5,1449014.6,7330931,0.0359,0.054,0.146,111954.15,1516.3,0.94,0.86,21.5,0.4,0.04,2.5,162.1,0.01,21.5,7.4,28.9,68.2,3.9,0.53,5.7,368.3,0.03,68.5,16.7,85.2,179.9,7.4,0.95,17.7,1134.7,0.08,180.4,51.6,232,400.2,24.5,3.4,33.3,2036.5,0.21,401.8,94.1,495.9,285917.5,5.4,0.5,33775.6,2157.6,0.1,286225.2,98105.4,384330.6,0,19.17,21.16,0,40.33,20.36,22.9,0,43.26,171278.7,563886.6,735165.2,13309327,12074084,0,0,0,0,0,0,0,142146.1,775464.8,0,16833.5,0,442945,0,0,0,0,6284843.5,5647094.5,0,0,0,0,0,0,0,133.5,404.6,0,1258.9,0,87.9,0,0,0,0,3121.8,0,2048.6,0,0,0,0,0,0,0,0
MidCase,p110,KY,PJM_East,eastern,2050,7667757,0,0,88929.4,7756686.5,7392082.7,-4527890,1396206.8,7392326.5,0.0359,0.054,0.146,106946.5,1616.5,0.93,0.84,26.9,0.5,0.05,3.2,202.9,0.01,26.9,9.2,36.1,71.2,3,0.39,7,446.2,0.03,71.4,20.3,91.7,251.7,6.4,0.73,28.4,1806.7,0.11,252.1,82.3,334.4,383.5,18.2,2.47,36.9,2198.9,0.21,384.7,102.5,487.2,369759.3,7,0.7,43679.8,2790.3,0.2,370157.2,126873.6,497030.7,0,19.72,20.46,0,40.18,20.95,22.15,0,43.09,154220.8,621031,775251.8,13752806,12284576,0,0,0,0,0,0,0,178512.4,1004373.4,0,20911.2,0,442945,0,0,0,0,6441911.5,5664152,0,0,0,0,0,0,0,179.6,404.6,0,1258.9,0,87.9,0,0,0,0,3204.4,0,2048.6,0,0,0,0,0,0,0,0
MidCase,p111,OH,PJM_East,eastern,2025,53795304,16945,0,202690.2,54014936,51861016.5,53495470,16791584,4820368.5,0.0359,0.054,0.146,120637.44,11061.9,0.42,0.42,215.7,4.2,0.43,29.1,2012.6,0.18,215.9,89.1,305.1,273.6,12.9,1.71,28.7,1981.2,0.2,274.5,87.8,362.2,587.2,44.3,6.34,40.3,2809.8,0.34,590.2,124.2,714.4,735.8,64.1,9.2,43.7,3006.1,0.4,740.2,133.4,873.6,9069124.9,175.9,17.9,1222930.3,84615.8,7.4,9079257.2,3746494.7,12825751.9,0,30.56,22.98,0,53.54,32.35,24.68,0,57.02,0,0,0,42043724,519462.6,14453.3,234347.5,0,0,28062.5,0,0,186156.9,23609742,0,565906.7,0,0,17045044,26705,0,0,319480,13825.7,0,12,51.2,0,47,0,0,132.9,3624,0,1368,0,0,2134,68.2,0,0,155.7,0,6.4,48,0,0,0,0.06,0,0,0
MidCase,p111,OH,PJM_East,eastern,2030,57678464,22486.1,0,422978.4,58123930,55604374.3,55592600,30646682,11726250,0.0359,0.054,0.146,120637.44,11673.5,0.51,0.6,184.6,3.5,0.35,25.9,1400.9,0.17,184.8,67.7,252.5,171.3,5.4,0.67,21.4,1171.4,0.14,171.7,56.3,228,217.9,8,1.03,22.4,1402.4,0.11,218.4,64.2,282.6,464.4,29.6,4.13,40.3,2300,0.25,466.4,108.9,575.3,7238168.8,136.7,13.7,1015808.5,54919.5,6.6,7245988.6,2654210.9,9900199.5,0,20.28,21.61,0,41.89,21.49,23.22,0,44.71,0,0,0,39203500,2531326.5,19108.5,295110.4,0,0,147,0,0,560668.5,18673058,0,621784.3,0,0,17045044,17921,0,0,319480,1651178,0,12,59.8,0,17.5,0,0,400.3,3624,0,1340.6,0,0,2134,53.7,0,0,155.7,0,443.6,48,0,0,0,0,0,0,0
MidCase,p111,OH,PJM_East,eastern,2035,62820330,21849.6,0,511471.4,63353644,60561175.9,59965056,40421124,13248798,0.036,0.054,0.146,122189.15,12567.4,0.57,0.68,160.2,3,0.3,23.2,1218.3,0.16,160.4,59.6,219.9,135.2,4.1,0.49,17.4,939.5,0.12,135.5,45.4,180.9,213.6,5.4,0.62,24,1529,0.1,213.9,69.6,283.5,425.4,27.2,3.79,36.3,2093.3,0.23,427.3,98.7,526,5796311.8,109.4,11,840158.5,44079.4,5.9,5802563.8,2155342.3,7957906.1,0,18.68,21.7,0,40.37,19.79,23.3,0,43.1,0,300.9,300.9,36181320,3388588.5,18603.4,234347.5,0,0,575.2,0,0,1412035.6,15038594,0,450703.3,0,0,17045044,4865.8,0,0,319480,1657072.9,0,12,51.2,0,17.5,0,0,1008.3,3675.3,0,1340.6,0,0,2134,53.7,0,0,155.7,0,441.8,48,0,0,0,0,0,0,0
MidCase,p111,OH,PJM_East,eastern,2040,68462690,0,0,546580.9,69009260,66000530.7,64931210,44046256,13136664,0.036,0.054,0.146,119948.17,13922.1,0.56,0.68,161.8,3.1,0.31,23.2,1230.3,0.16,162,59.9,221.9,134.2,4.5,0.56,16.6,905.8,0.11,134.5,43.6,178.1,223.3,11,1.47,20.3,1305.9,0.1,224,59.3,283.3,435.2,28.4,3.96,35.4,2121.1,0.23,437.2,98.7,535.9,6165316.3,116.3,11.6,883717.4,46873.4,6.1,6171961.8,2282206.5,8454168.3,0,20.11,21.61,0,41.72,21.31,23.18,0,44.49,0,0,0,38099676,4078057.5,0,234347.5,0,0,623.6,0,0,2101504.8,16413843,0,325427.5,0,0,17045044,2331.2,0,0,319480,1657072.9,0,0,51.2,0,17.5,0,0,1500.3,4492.8,0,1340.6,0,0,2134,53.7,0,0,155.7,0,441.8,0,0,0,0,0,0,0,0
MidCase,p111,OH,PJM_East,eastern,2045,73834620,0,0,571497.2,74406120,71179271.6,69999656,43750024,16093062,0.036,0.054,0.146,115837.06,15217.7,0.46,0.63,194.9,3.7,0.37,26.3,1477.2,0.16,195.1,70.4,265.5,146.2,3.9,0.45,18.5,1043.6,0.11,146.4,49.6,196,180.2,7.4,0.96,17.7,1134.2,0.08,180.6,51.6,232.2,434.7,25.7,3.55,37.2,2262,0.22,436.4,104.7,541.1,9109840.9,172.2,17.3,1231305.5,69055.6,7.4,9119686.9,3291176,12410862.9,0,21.23,21.14,0,42.37,22.48,22.7,0,45.18,0,0,0,46749156,4406460.5,0,234347.5,0,0,2734.1,0,0,2428572.5,24675208,0,378005.8,0,0,17045044,7355.7,0,0,319840.7,1658047.2,0,0,51.2,0,17.5,0,0,1733.8,5966.3,0,2804.2,0,0,2134,53.7,0,0,155.7,0,441.8,0,0,0,0,0,0,0,0
MidCase,p111,OH,PJM_East,eastern,2050,78321320,0,0,597029.6,78918344,75504665.4,74219630,41442216,19550660,0.036,0.054,0.146,110369.92,16404.7,0.39,0.55,225.9,4.3,0.43,29.4,1708,0.16,226.2,80.3,306.5,175.5,3.6,0.38,22.4,1306.3,0.12,175.8,61.3,237.1,251.9,6.4,0.73,28.4,1807.6,0.11,252.3,82.3,334.6,424.1,19.9,2.7,41.3,2442.2,0.24,425.5,114.1,539.6,12883703.1,244.4,24.6,1676677.3,97402.8,9,12897700.5,4581746.2,17479446.7,0,21.76,20.4,0,42.17,23.05,21.92,0,44.98,0,0,0,57026790,4698712,0,234347.5,0,0,7427.5,0,0,2729009,33631468,0,1378982.9,0,0,17045044,30806.8,0,0,311655.9,1658047.2,0,0,51.2,0,17.5,0,0,1948.3,7006.6,0,4147.5,0,0,2134,41.9,0,0,149.4,0,441.8,0,0,0,0,0,0,0,0
MidCase,p112,OH,PJM_East,eastern,2025,69053710,0,0,717019,69770730,66570786.1,58861620,29677004,50752676,0.0359,0.054,0.146,118890.1,14199.5,0.12,0.25,503.3,37.6,5.29,34,2610.6,0.24,505.9,111.8,617.7,456.1,34.9,4.91,30.6,2307.6,0.22,458.5,99.4,557.9,587.2,44.3,6.34,40.3,2809.8,0.34,590.2,124.2,714.4,744.7,65.6,9.43,43.5,2995.7,0.4,749.2,132.9,882.1,45726318.5,3415.7,480.4,3087029.2,237162.7,21.4,45959255.5,10160316.4,56119571.9,0,30.34,22.52,0,52.86,32.12,24.32,0,56.44,0,714.4,714.4,90846400,10909107,0,25631.8,0,0,27702700,0,0,208625.2,51535148,0,338832.6,0,324262.6,0,10718.8,0,0,7439632,3260849.8,0,0,5.6,0,5522.5,0,0,148.4,8303.6,0,1884.5,0,99.9,0,216.7,0,0,3458.9,0,1050.6,0,0,0,0,0.06,0,0,0
MidCase,p112,OH,PJM_East,eastern,2030,73238900,0,0,1100835.6,74339736,70605263.2,51979896,62206964,58947520,0.0359,0.054,0.146,118890.1,14822,0.32,0.53,310.8,15.1,2.01,28.3,1829.4,0.14,311.8,82.9,394.7,225.9,11.3,1.51,20.8,1313.2,0.11,226.7,60,286.6,217.9,8,1.03,22.4,1402.4,0.11,218.4,64.2,282.6,470.9,30.8,4.3,40,2294.5,0.25,473,108.4,581.4,22093543.6,1074.4,143.2,2014944.9,130031.3,10,22164659.8,5892604.5,28057264.4,0,20.2,21.2,0,41.4,21.42,22.89,0,44.31,0,0,0,71080290,22359838,0,56125.3,0,0,7188038.5,0,0,571438.3,40746670,0,401634.6,0,324262.6,0,3713.2,0,0,7440185,14348214,0,0,10.8,0,3934.2,0,0,406.2,8303.6,0,1859.6,0,99.9,0,147.3,0,0,3458.9,0,3954,0,0,0,0,0,0,0,0
MidCase,p112,OH,PJM_East,eastern,2035,78783600,0,0,1493292.4,80276900,75950385.6,57074584,91613750,74794810,0.036,0.054,0.146,120440.09,15760.5,0.37,0.64,307.4,17.4,2.37,25.8,1671,0.14,308.5,75.6,384.1,184.2,10.5,1.43,15.8,999.6,0.09,184.9,45.7,230.6,213.6,5.4,0.62,24,1528.9,0.1,213.9,69.6,283.5,421.6,27.5,3.84,35.3,2046.7,0.23,423.4,96.4,519.8,19504641.2,1105.7,150.7,1635445.4,106040.2,8.9,19578729.3,4797875.5,24376604.7,0,18.27,21.32,0,39.59,19.37,22.97,0,42.34,0,732.8,732.8,63457950,23202304,0,25631.8,0,0,8063829.5,0,0,1414188.9,31314694,0,526646,0,324262.6,0,583.4,0,0,7439901,14348214,0,0,5.6,0,3919,0,0,1005.5,8303.6,0,2039.8,0,99.9,0,139.5,0,0,3458.9,0,3954,0,0,0,0,0,0,0,0
MidCase,p112,OH,PJM_East,eastern,2040,84874600,0,0,1539283,86413880,81822220.9,62442840,98237270,71467160,0.036,0.054,0.146,118196.92,17253.9,0.41,0.68,312.3,20.5,2.84,23.7,1542.4,0.14,313.7,69.7,383.3,173.7,11.4,1.58,13.5,857.8,0.09,174.5,39.1,213.6,223.3,11,1.47,20.3,1305.8,0.1,224,59.3,283.3,434.3,29.1,4.07,34.7,2078.8,0.23,436.2,96.8,533,18624843.7,1222,169.5,1411015.9,91994.3,8.6,18707545.1,4154796.7,22862341.7,0,19.72,21.21,0,40.93,20.91,22.84,0,43.75,0,0,0,59643770,23971042,0,25631.8,0,0,9516539,0,0,2204991,25357346,0,448673,0,324262.6,0,278,0,0,7417835,14348214,0,0,5.6,0,3896,0,0,1567.3,8303.6,0,2523.9,0,99.9,0,139.5,0,0,3448.9,0,3954,0,0,0,0,0,0,0,0
MidCase,p112,OH,PJM_East,eastern,2045,90684390,0,0,1677020.9,92361416,87423075.8,67169464,104929800,78664616,0.036,0.054,0.146,114472.54,18681,0.39,0.68,302.4,17.7,2.42,24.9,1613.9,0.14,303.6,73,376.5,163.7,9.7,1.33,13.6,867.2,0.08,164.4,39.5,203.9,180.1,7.4,0.96,17.7,1134.2,0.08,180.6,51.6,232.2,432.3,26,3.6,36.6,2226.9,0.22,434.1,103,537.1,19985109,1168.5,159.9,1643428.7,106669.6,9.1,20063582.9,4824680.4,24888263.3,0,20.81,20.81,0,41.62,22.06,22.42,0,44.48,0,0,0,66096230,25191956,0,25631.8,0,0,8639613,0,0,2620877.5,31403124,0,511508.1,0,324262.6,0,139.2,0,0,7444333,15126746,0,0,5.6,0,3311,0,0,1862.9,9217,0,6137.3,0,99.9,0,125.7,0,0,3458.9,0,4055.1,0,0,0,0,0,0,0,0
MidCase,p112,OH,PJM_East,eastern,2050,95534670,0,0,1662538.9,97197220,92098990.3,71745280,102806080,77822710,0.036,0.054,0.146,109143.32,19997.1,0.36,0.64,262.2,7.4,0.88,28.7,1839.1,0.12,262.7,83.5,346.2,157.8,5.3,0.66,16.7,1059,0.07,158.1,48.3,206.4,251.9,6.4,0.73,28.4,1807.5,0.11,252.3,82.3,334.6,424.2,20.2,2.75,40.9,2428.7,0.24,425.6,113.4,538.9,18937047.9,538,63.6,2073402.5,132808.8,8.3,18970453.5,6033377.8,25003831.3,0,21.61,20.11,0,41.72,22.92,21.67,0,44.58,0,0,0,72213840,25451934,0,25631.8,0,0,1950780.8,0,0,2998460.5,40069536,0,4391648.5,0,324262.6,0,50.1,0,0,7437009,15016466,0,0,5.6,0,620,0,0,2131.3,9531.2,0,13224.1,0,99.9,0,63.5,0,0,3454.4,0,3930,0,0,0,0,0,0,0,0
MidCase,p113,OH,PJM_East,eastern,2025,15446883,0,0,50628.2,15497510,14891469.1,10309588,10309389,3122.3,0.0359,0.054,0.146,119303.28,3176.2,1,0.46,0.5,0,0,0.1,1.1,0,0.5,0.1,0.6,396.2,36.3,5.19,20.9,1558.2,0.19,398.7,67.4,466.1,587.2,44.3,6.34,40.3,2809.8,0.34,590.2,124.2,714.4,747.6,66.1,9.5,43.4,2990.8,0.4,752.2,132.7,884.9,2681.8,0.1,0,354,5.5,0,2690.8,518.4,3209.3,0,30.51,22.75,0,53.25,32.28,24.41,0,56.68,0,0,0,5191245,5187923,0,0,0,0,0,0,0,35235.5,0,0,0,0,0,0,3321.8,0,0,1240593.8,3912093.5,0,0,0,0,0,0,0,24.3,0,0,0,0,0,0,24,0,0,549,0,1082,0,0,0,0,0.06,0,0,0
MidCase,p113,OH,PJM_East,eastern,2030,16351645,0,0,43420.3,16395066,15763647,2867390.2,1623725.9,8939547,0.0359,0.054,0.146,119303.28,3310.1,0.57,0.51,153.1,2.9,0.29,18.1,1155.1,0.07,153.2,52.5,205.8,188.7,4.8,0.54,21.2,1356.1,0.08,189,61.7,250.7,217.9,8,1.03,22.4,1402.4,0.11,218.4,64.2,282.6,471.3,31.3,4.38,39.5,2271.5,0.25,473.5,107.3,580.8,3629400.3,68.4,6.8,428742.6,27388.1,1.6,3633306.1,1245337.1,4878643.2,0,20.07,21.43,0,41.49,21.25,22.97,0,44.22,20576.9,8426.6,29003.5,23710886,13527674,0,0,0,0,0,0,0,104536.1,10183212,0,0,0,0,0,0,0,0,1232935.5,12190203,0,0,0,0,0,0,0,72.5,1783,0,0,0,0,0,0,0,0,549,0,3372,0,0,0,0,0,0,0,0
MidCase,p113,OH,PJM_East,eastern,2035,17549436,0,0,90337.7,17639774,16918323.3,3888832.8,5359130,14115208,0.036,0.054,0.146,119584.97,3511.6,0.52,0.55,170,3.2,0.32,20.1,1282.5,0.07,170.1,58.3,228.5,174.1,4.8,0.56,19.3,1231.9,0.08,174.4,56,230.4,213.6,5.4,0.62,24,1529,0.1,213.9,69.6,283.5,416.5,27.6,3.86,34.5,2002.9,0.22,418.4,94.2,512.6,4486144.9,84.5,8.5,529950.2,33853.2,1.9,4490972.6,1539307.3,6030279.9,0,17.81,21.29,0,39.1,18.86,22.81,0,41.66,5946.8,3164,9110.8,26395854,13750942,0,0,0,0,0,0,0,308031.3,12644912,0,0,0,0,0,0,0,0,1238077.5,12204833,0,0,0,0,0,0,0,212.6,2754.9,0,0,0,0,0,0,0,0,549,0,3372,0,0,0,0,0,0,0,0
MidCase,p113,OH,PJM_East,eastern,2040,18864008,0,0,90821.6,18954830,18185593.9,4981302,5988300,12832935,0.036,0.054,0.146,116922.11,3836.1,0.54,0.59,166.8,3.1,0.31,19.7,1258.8,0.07,167,57.2,224.2,164.6,4.8,0.58,17.9,1146.3,0.07,164.9,52.1,217,223.3,11,1.47,20.3,1305.9,0.1,224,59.3,283.3,429.3,28.7,4.01,34.4,2060.7,0.22,431.3,95.8,527.1,4303722.7,81.1,8.1,508400.6,32476.6,1.9,4308354.1,1476713.8,5785067.9,0,19.43,21.14,0,40.57,20.57,22.6,0,43.17,1328.6,583.9,1912.5,25799466,13973528,0,0,0,0,0,0,0,526071.5,11262510,0,563427.8,0,0,0,0,0,0,1238005.5,12209451,0,0,0,0,0,0,0,362.7,2754.9,0,2298.1,0,0,0,0,0,0,547.9,0,3372,0,0,0,0,0,0,0,0
MidCase,p113,OH,PJM_East,eastern,2045,20115540,0,0,95781.1,20211322,19392115.2,6130536.5,6791665,12559215,0.036,0.054,0.146,112660.15,4146.1,0.54,0.6,164.1,3.1,0.31,19.4,1238,0.07,164.2,56.3,220.5,159.6,4.7,0.56,17.4,1110.6,0.07,159.8,50.5,210.3,180.2,7.4,0.96,17.7,1134.2,0.08,180.6,51.6,232.2,422.9,24.9,3.44,36.3,2210.2,0.22,424.6,102.2,526.8,4262111,80.3,8,503485,32162.6,1.8,4266697.6,1462435.7,5729133.3,0,20.49,20.61,0,41.1,21.69,22.07,0,43.77,1738.3,809.1,2547.4,25978872,14080784,0,0,0,0,0,0,0,630934.8,11682839,0,215248.8,0,0,0,0,0,0,1240808.4,12209041,0,0,0,0,0,0,0,434.9,2754.9,0,2771.8,0,0,0,0,0,0,549,0,3372,0,0,0,0,0,0,0,0
MidCase,p113,OH,PJM_East,eastern,2050,21160928,0,0,93520.4,21254448,20399922.9,7121192,6169844.5,13217284,0.036,0.054,0.146,107432.61,4432,0.5,0.55,183.3,3.5,0.35,21.7,1383,0.08,183.5,62.9,246.4,176.8,4.5,0.52,19.8,1268.5,0.08,177.1,57.7,234.8,251.9,6.4,0.73,28.4,1807.6,0.11,252.3,82.3,334.6,418.9,20,2.71,40.4,2400.1,0.23,420.3,112,532.3,5186959.2,97.8,9.8,612737.7,39141.7,2.2,5192541.1,1779774.1,6972315.1,0,21.27,19.88,0,41.14,22.52,21.34,0,43.86,1205,766.4,1971.5,28301888,14133258,0,0,0,0,0,0,0,710513,13338854,0,829778.1,0,0,0,0,0,0,1213169.1,12209575,0,0,0,0,0,0,0,489.8,2754.9,0,3737.5,0,0,0,0,0,0,536.4,0,3372,0,0,0,0,0,0,0,0
MidCase,p114,OH,PJM_East,eastern,2025,25034488,0,0,149487.6,25183974,24134337.7,24523782,16519510,491564.2,0.0359,0.054,0.146,118678.93,5147.4,0.07,0.2,713.4,70,10.09,33.1,2438.2,0.35,718.2,105.8,824.1,682.3,69.8,10.08,29.3,2133.6,0.34,687.2,93,780.2,587.2,44.3,6.34,40.3,2809.8,0.34,590.2,124.2,714.4,754.7,67.3,9.67,43.3,2980.2,0.41,759.3,132.2,891.6,6531926.3,641.2,92.4,302864,22323.8,3.2,6576245,968986.2,7545231.2,0,30.43,22.6,0,53.03,32.21,24.28,0,56.48,0,0,0,9156028,660192.9,0,0,0,0,5431796,0,0,47269.2,2986440.5,0,37279.2,0,0,0,40319,0,0,612923.7,0,0,0,0,0,1020,0,0,33,463.1,0,1329.9,0,0,0,103,0,0,280,0,0,0,0,0,0,0.06,0,0,0
MidCase,p114,OH,PJM_East,eastern,2030,26689530,0,0,146325.8,26835856,25729787.7,26078748,14428965,7305937,0.0359,0.054,0.146,118678.93,5400.7,0.04,0.33,347.2,6.6,0.66,41,2613.5,0.15,347.5,119,466.5,276.6,8.9,1.09,29.6,1881.1,0.13,277.2,85.7,362.9,217.9,8,1.03,22.4,1402.4,0.11,218.4,64.2,282.6,475.7,32.1,4.49,39.3,2269.1,0.25,477.9,107,584.9,6843726.8,129.5,13,809197.5,51519.5,3,6851143.7,2345301.3,9196445,0,20.05,21.29,0,41.34,21.24,22.85,0,44.09,0,0,0,19712828,757108,0,20597.4,0,0,0,0,0,144184.3,18639410,0,259389.8,0,3887.4,0,32437,0,0,612923.7,0,0,0,4.5,0,0,0,0,100.8,3324.2,0,1675.9,0,2,0,47,0,0,280,0,0,0,0,0,0,0,0,0,0
MidCase,p114,OH,PJM_East,eastern,2035,28880678,0,0,225122.1,29105802,27842071.9,28083564,24442136,10976730,0.036,0.054,0.146,119112.9,5777,0.07,0.54,338.1,6.4,0.64,39.9,2549.5,0.15,338.4,116,454.4,204.8,8.6,1.13,20,1278.1,0.1,205.3,58.2,263.5,213.6,5.4,0.62,24,1529,0.1,213.9,69.6,283.5,420.2,28.3,3.96,34.3,1996.7,0.23,422.1,93.9,516,5287631.9,99.8,10,624696.5,39875,2.3,5293333.1,1813600.5,7106933.5,0,17.79,21.21,0,39,18.84,22.72,0,41.56,0,0,0,15640397,1022238,0,0,0,0,0,0,0,409314.4,14384542,0,226770.9,0,0,0,6844.2,0,0,612923.7,0,0,0,0,0,0,0,0,286.1,3324.2,0,1675.9,0,0,0,47,0,0,280,0,0,0,0,0,0,0,0,0,0
MidCase,p114,OH,PJM_East,eastern,2040,31285604,0,0,234168.5,31519770,30160463.5,30201242,26818334,9499879,0.036,0.054,0.146,116859.16,6362.1,0.09,0.6,327.6,6.2,0.62,38.7,2470.8,0.14,327.9,112.4,440.3,184.4,8.8,1.16,17.1,1096.2,0.09,185,49.8,234.8,223.3,11,1.47,20.3,1305.9,0.1,224,59.3,283.3,431.4,29,4.06,34.3,2058.6,0.22,433.3,95.7,529,4651962.1,87.7,8.8,549579.3,35088.2,2,4656975,1595759.9,6252734.9,0,19.41,21.09,0,40.5,20.55,22.59,0,43.14,0,0,0,14201315,1318528.8,0,0,0,0,0,0,0,705605,12682291,0,196262.2,0,0,0,4233.4,0,0,612923.7,0,0,0,0,0,0,0,0,493.2,3324.2,0,1938.3,0,0,0,47,0,0,280,0,0,0,0,0,0,0,0,0,0
MidCase,p114,OH,PJM_East,eastern,2045,33574980,0,0,245768.4,33820748,32367508.2,32325292,28457830,9337108,0.036,0.054,0.146,112769.72,6919.4,0.1,0.62,322.8,6.1,0.61,38.1,2433.4,0.14,323.1,110.7,433.8,172.8,7.9,1.05,16.3,1042.2,0.08,173.3,47.3,220.6,180.2,7.4,0.96,17.7,1134.2,0.08,180.6,51.6,232.2,423.7,25,3.46,36.3,2208.5,0.22,425.4,102.2,527.6,4745001.7,89.6,9,560618.9,35770.9,2.1,4750122.9,1627156.5,6377279.4,0,20.47,20.62,0,41.09,21.68,22.1,0,43.77,0,0,0,14700026,1495458.1,0,0,0,0,0,0,0,882534.5,13098272,0,97025.3,0,0,0,9270.4,0,0,612923.7,0,0,0,0,0,0,0,0,616.9,3324.2,0,2532.9,0,0,0,47,0,0,280,0,0,0,0,0,0,0,0,0,0
MidCase,p114,OH,PJM_East,eastern,2050,35487124,0,0,242690.8,35729812,34210906.9,34083700,27857468,9853587,0.036,0.054,0.146,107584.26,7432.1,0.09,0.56,331.7,6.3,0.64,39.2,2491.5,0.15,332.1,113.5,445.6,192.4,7.2,0.91,19.6,1251.1,0.09,192.8,56.9,249.7,251.9,6.4,0.73,28.4,1807.6,0.11,252.3,82.3,334.6,420.4,20.2,2.75,40.4,2398.8,0.23,421.8,112,533.8,5880142.7,111.6,11.3,695150.2,44163.4,2.6,5886557.7,2011934.8,7898492.5,0,21.27,19.87,0,41.14,22.52,21.37,0,43.89,0,0,0,17725928,1646112.2,0,0,0,0,0,0,0,1033188.6,15458677,0,566839.2,0,0,0,54300.3,0,0,612923.7,0,0,0,0,0,0,0,0,722.2,3324.2,0,2424.8,0,0,0,47,0,0,280,0,0,0,0,0,0,0,0,0,0
MidCase,p115,PA,PJM_East,eastern,2025,32648902,0,0,109598.7,32758500,31474912,31798988,2619772.5,9463412,0.0359,0.054,0.146,119032.97,7231.9,0.4,0.4,390.9,33.8,4.82,25.4,1692.9,0.26,393.2,75.9,469.2,402.3,34.5,4.92,26.4,1762.4,0.26,404.7,79,483.7,586.9,44.2,6.33,40.5,2809.1,0.34,589.9,124.3,714.2,733.5,63.7,9.14,43.8,3014.4,0.4,737.9,133.8,871.7,15480546.1,1338.5,190.8,1006836.9,67040.5,10.2,15572509.3,3007434.4,18579943.7,0,30.4,24.23,2.04,56.67,32.17,26.13,2.16,60.46,0.4,294.7,295.1,39602140,959511.9,0,0,0,0,11469160,0,0,646168,12189097,0,90388.4,0,449041.8,14441162,3779.3,0,0,111750.4,201593.6,0,0,0,0,1700,0,0,460.5,2987.8,0,983.2,0,118.7,1808,8.4,0,0,55.6,0,75.8,0,0,0,27.6,0.08,0,0,0
