name,UUID,product_amount,unit,GWP (AR5),AP,EP ,ODP,POCP,CO2,CH4,N20
"Electricity - OTHF - Electric Reliability Council of Texas, Inc.",1aa05ad9-41db-32ff-b5df-463e9b035484,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - Western Area Power Administration - Desert Southwest Region,405d6de9-ec58-37f1-9869-9cea2ac9d131,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - WIND - Bonneville Power Administration,ad083e17-3c94-3f6a-b519-74aa11c9c070,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OIL - Western Area Power Administration - Rocky Mountain Region,7988a028-371b-38e2-9238-795ca780827d,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - Western Area Power Administration - Rocky Mountain Region,6f21f09e-1be2-30d2-8b7f-609883f1087d,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - California Independent System Operator,27219da0-7a4d-3b48-9532-9cfe3cf64cd1,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OTHF - Western Area Power Administration - Rocky Mountain Region,a30d627d-eabf-3bb1-b0d1-9cafa50ea534,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OTHF - Tampa Electric Company,7175507b-becc-37d6-ba53-31538e24f9fd,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - South Carolina Public Service Authority,38896fe1-497b-306b-8bad-fbc5fa8698a4,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - WIND - Public Service Company of New Mexico,5faa94f1-a42f-302a-a2ac-84fa0c664f34,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OIL - New York Independent System Operator,f9e6723a-fe29-3ebf-bb64-94c4038410b8,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - Public Service Company of New Mexico,59f3da70-f36a-3d93-93c6-84605c4e75f2,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - Balancing Authority of Northern California,303583a7-f5e4-3c69-a671-ecec9faa03ef,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - WIND - Tennessee Valley Authority,7f87c929-212a-3cbe-bf37-bfa2a93bdc16,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OIL - NorthWestern Corporation,815f425f-8aed-33c5-9a8f-c36bd0c290b3,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLARTHERMAL - Nevada Power Company,b406023d-5c38-3b2b-a486-4931d65dbce0,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - WIND - Midcontinent Independent System Operator, Inc.",87580111-c165-31b4-9145-ad0a1e039b7f,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - Florida Municipal Power Pool,27f46371-75ab-30d9-b19e-42f6d9eb3942,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - South Carolina Electric & Gas Company,65449d6f-60aa-377f-afac-02d72c16d0ad,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OTHF - Idaho Power Company,af017cb4-e5f8-361a-a7b6-6e9167374588,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - WIND - El Paso Electric Company,22e991b2-93da-360a-9d59-9be3aff6845f,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OIL - Nevada Power Company,93a80141-c0f1-3ca2-84b1-19593dee2106,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - Bonneville Power Administration,33ca1950-1c42-3448-a6a2-e63c9ca17df5,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OTHF - Southwest Power Pool,0a985b6b-6116-3a80-ac04-7c3c33eef81a,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OTHF - Los Angeles Department of Water and Power,345f8bc7-16e1-3c92-a721-6be7f06d32b2,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - OTHF - PJM Interconnection, LLC",5672fd90-c9d0-340b-ac2a-409ca8e243ca,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - PacifiCorp West,cc4b7254-7088-3339-95ef-41f5405fcd1f,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - Tennessee Valley Authority,83a5a49d-64f9-3fa7-b206-f3a46579f4fa,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - WIND - Public Service Company of Colorado,95019cce-e8a7-3e81-93f4-b7742b666aad,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OTHF - Duke Energy Progress East,1135257b-dfea-32af-9de0-9b2e06dc5eb8,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - Portland General Electric Company,82f2b275-2e5c-3b72-b506-115cd28c41d1,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - OIL - Associated Electric Cooperative, Inc.",d1933f7d-8c6b-352d-81db-7e9526f88ca7,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLARTHERMAL - Arizona Public Service Company,8e59d5d3-c9fc-33b2-bbbf-a673de0c4ce4,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - Nevada Power Company,6ce5fe5e-489b-39b5-9250-79f7a6115798,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - SOLAR - Southern Company Services, Inc. - Trans",1e375948-468c-3aa9-b187-294121e8f0d5,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - Salt River Project Agricultural Improvement and Power District,059b9269-3957-3b50-9e87-b90d1cee97c1,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - WIND - Avista Corporation,03be8b5a-8943-3734-b827-f69fb42ab9d6,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - Southwestern Power Administration,58133a0f-d6c1-3d1a-963e-c5255bede732,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - OIL - Midcontinent Independent System Operator, Inc.",6f330494-c196-3af7-b200-1748a4fb891b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - PacifiCorp East,72cf115f-679a-3927-bd35-48d620da4547,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - El Paso Electric Company,20ab6e5b-c9ce-35e1-96d0-8d30e1406ab2,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - WIND - New York Independent System Operator,3e0a2765-24be-300a-b616-cbbef83c2ff7,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - OIL - Electric Reliability Council of Texas, Inc.",bf0553ef-291e-36ec-a4da-26b52eb3ac28,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - Florida Power & Light Co.,c083b0a7-386c-3a2e-bd82-06bfa2017ea9,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - WIND - PacifiCorp East,69e613fc-5f28-30cc-9b0c-30429852198c,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - SOLAR - New York Independent System Operator,db15fc47-2074-34a4-9956-ea927722ee3b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - WIND - Idaho Power Company,93519fed-0562-3171-ac3b-7ddd09c809a3,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - WIND - PJM Interconnection, LLC",e507a064-1d4b-3b65-a20b-f9ecdae10def,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OTHF - Nevada Power Company,4ee470ea-3d57-3b9e-86f1-cd25ddd511e7,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - WIND - Arizona Public Service Company,2f55370f-28cc-372f-82da-dae49d948909,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - WIND - Associated Electric Cooperative, Inc.",0500cdc9-aa26-3046-845c-b423dd6b8aa6,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - New York Independent System Operator,133ccb36-3b8d-36d6-a364-da12d3c7903d,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Florida Municipal Power Pool,bd0a27a1-55ed-3ade-bd36-24b7483dce72,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - NUCLEAR - Duke Energy Progress East,c3af047e-9939-3aab-bf30-ad491b0acc91,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Southeastern Power Administration,eb841027-b6f6-301f-924b-3bdd38ee58d2,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - HYDRO - PJM Interconnection, LLC",b13e6231-7bcd-364b-b8ab-321eb3a08edc,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Nevada Power Company,23b5c015-c680-3966-9ba6-13bda0179e2c,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Balancing Authority of Northern California,846fdf41-6654-3f25-ae73-14d82e4d5621,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Los Angeles Department of Water and Power,7ae0e59c-29ce-3db7-949d-5799e2d644b8,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Western Area Power Administration - Desert Southwest Region,f02e2cd5-b143-3b5c-a551-fbccc8658416,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Western Area Power Administration - Desert Southwest Region,af3ba512-1e68-31a2-ac7f-f02237db1eb8,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - California Independent System Operator,4cec1d7d-8511-3137-866b-a31c1bbfc84f,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OIL - Tennessee Valley Authority,22b9625c-c3aa-3f06-bf64-33cb0fa3eb9b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - MIXED - Electric Energy, Inc.",33ec62d3-4fb3-32c0-9f6a-babf7db97428,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - HYDRO - Southern Company Services, Inc. - Trans",371a19cd-bac7-31a0-af8d-1a0674101aa2,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Duke Energy Carolinas,3719608c-e428-3b9f-b374-5b53d1193199,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Duke Energy Progress West,6ab3458c-d5b1-302f-8385-56e0b8deb538,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Imperial Irrigation District,42b312e2-2c94-3909-8fb4-af3d64b3ed95,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - NUCLEAR - South Carolina Electric & Gas Company,649d1b1a-2495-31a8-8055-203fda9add05,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Balancing Authority of Northern California,0770a99a-5bf1-3120-8b41-11c0acc78c07,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - NUCLEAR - Bonneville Power Administration,25be8265-e7a7-389c-8cf5-afe55db05881,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Western Area Power Administration - Rocky Mountain Region,94a0dd9f-3176-3463-b42a-7c7cf53214cb,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - ISO-NE,984db75f-d3d6-3fcc-bada-1c38cd6288e6,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - MIXED - Southern Company Services, Inc. - Trans",db93ec99-d9e0-339d-9790-f0089fe2324b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Los Angeles Department of Water and Power,ab98f6a9-7ace-32b2-9c98-1d6588fb4f95,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - NUCLEAR - Electric Reliability Council of Texas, Inc.",bf7488fc-1aec-397b-a9f1-676acbc47858,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - NUCLEAR - Midcontinent Independent System Operator, Inc.",cfb6b24b-7540-3c18-bdfb-e6432b8f7e0b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - OFSL - Midcontinent Independent System Operator, Inc.",86d8dcb3-1ab4-37ff-aa72-bf0b819298de,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Avista Corporation,93f7e004-1630-373a-a4c6-3658d22cecb3,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Duke Energy Progress East,948d2056-c975-3618-8880-fb174d5adf5c,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - PacifiCorp East,f4e32f1d-8bac-3025-bcf7-169ab8393f4d,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - NUCLEAR - Southwest Power Pool,b7dfe666-389b-3c1c-8b69-555847e4e362,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - MIXED - City of Tacoma, Department of Public Utilities, Light Division",e922a7dc-e770-39bb-9f7e-e365b50b82ad,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,73d2b3a0-7ce3-3492-8224-8910e5e3ad81,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - HYDRO - Puget Sound Energy, Inc.",5fcdb834-bf3d-3b8f-bd6c-0a32ad47de4f,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OIL - ISO-NE,0770a118-2648-392f-a7e1-7cd208dd6753,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - NUCLEAR - Florida Power & Light Co.,8676a444-c125-3ca1-8c58-a37658cbe257,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OFSL - California Independent System Operator,f369950b-0c5a-35c8-940f-e86863df2259,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - NUCLEAR - New York Independent System Operator,bab8d3ee-8bdb-334f-aacc-9401aa44e082,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - NUCLEAR - ISO-NE,ecb9aa2b-9526-32d9-9bd5-85dbd9e89654,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Idaho Power Company,c66a4643-2788-3eec-9bc0-d4880f424e64,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Southwest Power Pool,efce09ac-52f2-33d0-a883-c972e4a8ebf5,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Public Utility District No. 1 of Chelan County,5be1c720-f3bb-388a-b045-2250066df589,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - PacifiCorp East,2e2dbe95-cd00-3b8b-b751-e3444da1863d,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Avista Corporation,9acef2b9-8236-3834-bb5b-04f608c64c46,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Tennessee Valley Authority,4aed2a31-59de-35d3-86c6-1f6f1392561e,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - MIXED - Associated Electric Cooperative, Inc.",e7ad76f4-20c4-3eb1-b4f3-c351e7673bad,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Nevada Power Company,a3ec4830-9b1d-34ab-8781-c79fa8090aef,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - ISO-NE,e961bdc9-c74d-3aed-9e18-8e0c0f8cef91,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - NorthWestern Corporation,f926edec-1ad0-3e22-8f72-bf5654c2dafd,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - MIXED - Midcontinent Independent System Operator, Inc.",99196031-a80c-3465-bf93-50ca3fe8db90,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - NUCLEAR - Southern Company Services, Inc. - Trans",81922e38-f9d3-3e54-9479-da96c36f1773,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - JEA,5b50d15d-c613-3021-a2e0-9ec83ded7a76,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Southwest Power Pool,ef7ec349-3858-37de-80d1-d0a3078fbf82,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Tampa Electric Company,0b059aed-1f09-38bf-8997-f2f200c7bb53,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - NUCLEAR - Salt River Project Agricultural Improvement and Power District,de1e898d-1646-3ed7-95eb-c9f6a5322117,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - NUCLEAR - California Independent System Operator,f73db8c5-151a-302c-b9e6-4179dceb3920,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - PowerSouth Energy Cooperative,940e313a-1519-3f01-ab50-7f234ab42414,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Public Service Company of New Mexico,98550bf9-375d-3069-8b7f-cf9521105b6b,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - HYDRO - Alcoa Power Generating, Inc. - Yadkin Division",11222fcc-f296-3837-950c-a381067cf263,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - NUCLEAR - Tennessee Valley Authority,cc9b2e58-f06d-3387-a31f-15dbba88faf8,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Portland General Electric Company,6cdaf1e0-1897-39cc-b888-51696348947c,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - MIXED - PJM Interconnection, LLC",c43b0c92-07ae-3309-990f-5381b47151d6,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - MIXED - Electric Reliability Council of Texas, Inc.",e3b20b0c-af22-3626-bd9a-044475646f5f,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - PUD No. 1 of Douglas County,73778a72-9e70-391a-b058-0c5ca7a94a98,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Imperial Irrigation District,faac252c-e23b-39e9-8c65-11bba39dd8f1,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - HYDRO - Public Utility District No. 2 of Grant County, Washington",a7dd11cb-188c-3237-ae65-d38d46576803,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Turlock Irrigation District,391b3089-f946-34d7-a391-2c429149222e,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - HYDRO - Midcontinent Independent System Operator, Inc.",bf18a68a-9b8f-36d3-b2e1-64e281678876,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Public Service Company of Colorado,5e9cf894-a000-3e81-b3f3-1fdbcfa12003,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Western Area Power Administration - Upper Great Plains West,0fbd33b0-3e67-33e1-b3a8-9b6ea982b7c6,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Salt River Project Agricultural Improvement and Power District,c5673294-8fa0-3675-bb26-39fbc329e1ca,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - HYDRO - Associated Electric Cooperative, Inc.",eb70ae86-06c3-3517-9d5f-ca1b2e26b707,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - HYDRO - Electric Reliability Council of Texas, Inc.",678375be-9cfa-39ab-87e4-08dcaab62226,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Tennessee Valley Authority,9e3cc872-35bf-37ef-980a-cc957ab5e630,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - New York Independent System Operator,12b19cd0-b280-3988-beae-b2570a09482a,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Portland General Electric Company,57f95fc7-32f2-34da-944d-e4af44ec51f1,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Public Service Company of Colorado,87ec794f-b11a-36a9-aa00-9f971ae93952,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - NUCLEAR - Duke Energy Carolinas,18ccfead-5718-352b-80ea-8698ab25a914,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - NUCLEAR - PJM Interconnection, LLC",723f2524-22d2-3197-b1f2-fd314665326c,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Duke Energy Progress East,32c70c11-01b5-3d09-a568-3a2283a584e3,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Florida Power & Light Co.,44aa72bf-6f17-315c-ab4d-1fa78227be98,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - HYDRO - City of Tacoma, Department of Public Utilities, Light Division",8062e8c3-1152-3dc9-834e-6639eaba9ca2,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - OFSL - PJM Interconnection, LLC",1cdc1d2e-a7af-300f-8911-0c7a27c187be,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - MIXED - Duke Energy Florida, Inc.",3d430bf9-aa43-3b49-bbba-a0036a7803a5,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Florida Power & Light Co.,9e2772e6-4fd7-310a-add2-2ef575b5a309,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - HYDRO - Duke Energy Florida, Inc.",dcff2595-fd29-3f32-9b8a-491be66dc3e2,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Duke Energy Carolinas,1e25efe6-388c-3445-9352-9a755972b091,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OFSL - Southwest Power Pool,373006e2-3ff0-35d8-8aca-65e400c67b73,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - OIL - Southern Company Services, Inc. - Trans",0c120019-87b8-3e2c-aaef-07f0dcee465f,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - South Carolina Electric & Gas Company,7c8d1f2f-96e8-332e-ab1c-8b3e411e9912,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Gainesville Regional Utilities,988d63d2-217c-3afc-9aca-fc3adcc94709,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Southwestern Power Administration,89548db5-b99d-348a-a263-e9fc0bc7ea9d,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - PacifiCorp West,53d53f18-41f4-3169-b4d3-308dc70b7663,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - Seattle City Light,eb6f1542-610b-3def-b97a-15ab653a17ea,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - South Carolina Electric & Gas Company,aac6fb49-34b7-3217-a6d5-3c7376101eca,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - Tucson Electric Power,4e7ad81d-3553-3cd6-95ce-50779191bd8f,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - MIXED - California Independent System Operator,d07436d1-4ad0-39a1-8e99-db2e6faca24e,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity - MIXED - Puget Sound Energy, Inc.",d3757370-3d22-366f-8adf-394868fef4db,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - HYDRO - South Carolina Public Service Authority,70d4471c-ae85-3809-ad6e-21b01412a219,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - OIL - Duke Energy Carolinas,1c4166fe-0fa7-35a5-aee8-bcc90e72c523,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - New York Independent System Operator,162fa061-a259-3ce7-970a-0498ca7188ab,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - GAS - Southwestern Power Administration,52d223b5-d152-3b7e-9304-4b66cbead2f9,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
