Process Name,UUID,Qty,Unit
"market for diesel, burned in agricultural machinery | diesel, burned in agricultural machinery | EN15804, U",721f5959-5a92-4835-bdbb-1a72cf9c9a32,1,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",4889e462-34e9-457d-855e-823b4bbf2ee0,1,m3
"natural gas, high pressure, domestic supply with seasonal storage | natural gas, high pressure | EN15804, U",579aedbf-eaf4-4e3a-809e-5a8f24011cc8,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",8fa2307e-dc82-4211-8f35-f0df84f39bcd,1,m3
"natural gas, high pressure, import from DE | natural gas, high pressure | EN15804, U",5a757bed-3820-4805-bc9b-b8468b61e49a,1,m3
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",1a81a160-c5e3-49fd-9dda-8df81318f243,1,m3
"evaporation of natural gas | natural gas, high pressure | EN15804, U",0dda9d84-5ff6-4483-93bd-66de05924ffd,1,m3
"evaporation of natural gas, import from ID | natural gas, high pressure | EN15804, U",28606bfd-d2d2-4e65-b819-39305e97e239,1,m3
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",2a6ebd16-689f-4abf-a7c6-bc9f5b5aca94,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",b649e1bd-57d7-45fb-88a0-86b9064b13f4,1,m3
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",22ac492a-5065-4f51-bbed-445b0d96aa03,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",7726b816-9d16-4013-bb3e-46a77f840a9f,1,m3
"natural gas, high pressure, import from NG | natural gas, high pressure | EN15804, U",81cb0770-5569-4b9f-a1d0-807076936924,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",e52597a3-84d6-4720-8141-8270387b4fc4,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",1dcfc602-ac73-4b2c-99b7-f0207a1e6e77,1,m3
"natural gas, high pressure, domestic supply with seasonal storage | natural gas, high pressure | EN15804, U",1fbe01fe-2c09-4d7f-b4d4-87ea99daaf80,1,m3
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",413f5f6f-2455-4b94-a0c6-75450ccda4d4,1,m3
"natural gas, high pressure, import from MX | natural gas, high pressure | EN15804, U",8121b27c-a5ea-4da8-a042-24d8b6a2c2b9,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",850e5768-7fea-4029-b0ab-f319929e2b55,1,m3
"natural gas, high pressure, import from RO | natural gas, high pressure | EN15804, U",8f829b17-ab3b-435b-b903-9fa61bda912b,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",1bbda3b4-9759-4b1f-a619-5c8416d1ced2,1,m3
"evaporation of natural gas, import from RU | natural gas, high pressure | EN15804, U",463f0286-4557-4bcf-b548-6393751bdb35,1,m3
"natural gas, high pressure, domestic supply with seasonal storage | natural gas, high pressure | EN15804, U",21430ff6-4d40-406a-8c3c-9508b19c7f62,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",71361e4e-d31e-4de5-89b4-1de2e38ae3f8,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",b2b2e5fb-762b-4ccf-9e98-d3c0af9b12e2,1,m3
"evaporation of natural gas, import from QA | natural gas, high pressure | EN15804, U",6c13844a-d437-4b9f-bde8-678707697d80,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",988634c4-aa43-44d5-8c5b-902b8beb41e4,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",2d99fbbb-d8ee-4b39-8bef-d87be69d43f9,1,m3
"natural gas, high pressure, import from NG | natural gas, high pressure | EN15804, U",4c865c36-2ef5-40ba-82ec-b0e8e68aeafa,1,m3
"natural gas, high pressure, import from MX | natural gas, high pressure | EN15804, U",6a044def-1566-44d9-a158-2258042d62c9,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",3e085d39-3e05-4530-a83d-fd87040aa64b,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",f07c1d81-18fb-43b9-a1dc-52ab8f68a440,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",22004976-b511-490e-a5cb-76c0c7c21345,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",fafb39b3-12ba-47ce-9157-87e34ee29581,1,m3
"natural gas, high pressure, import from BR | natural gas, high pressure | EN15804, U",893e60e2-b6d5-4103-8938-2cff38c5772b,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",ed173559-7414-4058-8671-2d83eeadd94e,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",4d005e51-5fa3-4bfd-b0c5-369ebe20be36,1,m3
"evaporation of natural gas, import from NG | natural gas, high pressure | EN15804, U",21cb3777-6ea2-43c6-8109-0ee2281500b3,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",89214dbf-56bb-483c-b4b6-e60edae5a7df,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",3a347fbf-ddc8-45af-a998-375021bc91fa,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",704902a8-7050-4159-a208-e9f310d834fb,1,m3
"natural gas, high pressure, import from LY | natural gas, high pressure | EN15804, U",8d5a27ae-dd01-4f0c-9e2a-a6eac505e53e,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",fa414f81-b505-4715-ac5c-4c6736bda46e,1,m3
"natural gas, high pressure, import from FR | natural gas, high pressure | EN15804, U",a2fa63c5-e86a-4757-b39f-1db2faf70c5e,1,m3
"natural gas, high pressure, import from GB | natural gas, high pressure | EN15804, U",42569c68-96f0-4fbb-be61-6c9efcb85034,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",3346e39a-dcf5-49f7-9262-788f8eef2916,1,m3
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",a235815c-78e9-451d-91ea-06cd382f9c65,1,m3
"natural gas, high pressure, import from IT | natural gas, high pressure | EN15804, U",efac51ea-c749-453b-ac08-ce06e92404c7,1,m3
"evaporation of natural gas, import from NG | natural gas, high pressure | EN15804, U",034f9d4c-b5a3-46d9-a58e-3a03da0126e9,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",c4f030d6-39f9-4d6d-b733-2591114a1a0d,1,m3
"natural gas, high pressure, import from DE | natural gas, high pressure | EN15804, U",437307a3-99d6-47ff-893c-9a709501adce,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",a8d63c4a-ee96-492f-831a-24705be3c23c,1,m3
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",a9db3ff0-14d1-4cab-b90f-6baff0f179cb,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",a5d422ba-89cc-44c9-8c9d-947a09f4d428,1,m3
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",23ba74e7-0b78-4595-9f2a-90616071d848,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",d90bbb7c-fd7f-4e28-b3d7-95cdfd4305d5,1,m3
"natural gas, high pressure, import from SA | natural gas, high pressure | EN15804, U",78ba10fd-aaf8-4f2e-8867-fb38fabca85e,1,m3
"natural gas, high pressure, import from NG | natural gas, high pressure | EN15804, U",ce011b04-a35b-4494-8e1f-1c0b4866b5ea,1,m3
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",35489e32-bffd-4a9e-a58c-ee1357b2b272,1,m3
"natural gas, high pressure, import from NL | natural gas, high pressure | EN15804, U",61954bcb-249d-4fac-a6f4-c7e15eb4fdad,1,m3
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",c59f4c0b-9238-4fe2-8955-1044f7601f84,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",9e91f46a-762a-4b77-9b0a-29fa57817751,1,m3
"natural gas, high pressure, import from QA | natural gas, high pressure | EN15804, U",08ce19c8-4a92-4372-b311-6159a5049d0b,1,m3
"evaporation of natural gas | natural gas, high pressure | EN15804, U",6a2c22da-587b-44fd-9c87-d2ddf90d2f08,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",9aeda148-279b-42e1-858c-e7de0b51ba47,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",727d61aa-4cba-4457-b83c-7dd520a7cf0d,1,m3
"natural gas, high pressure, import from IR | natural gas, high pressure | EN15804, U",7313b38f-3c5d-4564-a028-5c7512ae54e9,1,m3
"natural gas, high pressure, import from CO | natural gas, high pressure | EN15804, U",c5cd7d9d-eb31-48d7-bfff-6e91335fc1f2,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",a2a6d94b-a152-4d3f-8eaa-33618f4de3a4,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",195fab5b-a832-4c79-96a2-e229973ef380,1,m3
"natural gas, high pressure, import from NL | natural gas, high pressure | EN15804, U",cc7f52c1-364c-4060-8c52-0e222547d01f,1,m3
"natural gas, high pressure, import from NG | natural gas, high pressure | EN15804, U",19aaae64-e41a-46b6-81f2-4d7ff7c29ef4,1,m3
"natural gas, high pressure, import from NG | natural gas, high pressure | EN15804, U",c4d4d1ba-8856-4543-bb2d-9740a54406ae,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",1a9c40b9-55ef-43ae-951b-503db423795c,1,m3
"natural gas, high pressure, import from TR | natural gas, high pressure | EN15804, U",694a384c-1e20-4b11-8510-f581b7b13446,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",d3d8c888-542b-4e0b-a55f-1149970ed157,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",fc3a7acd-6aef-4ea8-a64e-29e6211139af,1,m3
"natural gas, high pressure, import from DE | natural gas, high pressure | EN15804, U",6adf8690-5354-4768-a37d-e75d427e3d02,1,m3
"evaporation of natural gas, import from QA | natural gas, high pressure | EN15804, U",bdb180a2-fff8-44f7-ae16-5b4edb427a09,1,m3
"evaporation of natural gas, import from DZ | natural gas, high pressure | EN15804, U",3c152fa8-3b7c-4362-a79f-6dde6286f506,1,m3
"natural gas, high pressure, import from KW | natural gas, high pressure | EN15804, U",3fd7ff74-92c1-4036-a557-578f7c032bce,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",ae326058-d1cb-49d1-89df-73a01adaab00,1,m3
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",81003155-bf17-4999-a9b8-3a973c7c6a9e,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",d0e1796f-3e67-4f83-9544-41728d0416de,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",8f2d39b9-c2fd-4672-956d-cf21fea44595,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",1a3f1367-c730-4d7b-86d6-e965cff84785,1,m3
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",61254139-9ed2-4c74-af07-de3a22b0ed44,1,m3
"evaporation of natural gas, import from AE | natural gas, high pressure | EN15804, U",f4657234-5904-4af0-bc64-88093123d2ab,1,m3
"evaporation of natural gas, import from US | natural gas, high pressure | EN15804, U",8daf91e0-f02b-4dbb-803d-250033f1fba6,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",eaf2f9f8-5f06-4134-91cb-b643464795c0,1,m3
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",2b139302-cbf8-450d-9864-6294b72b5f90,1,m3
"evaporation of natural gas, import from NG | natural gas, high pressure | EN15804, U",a76025ad-294e-4a71-a1da-ccdf19a5b3fa,1,m3
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",e3497148-2e53-49e3-8439-aed9ea0d34ab,1,m3
"natural gas, high pressure, import from AZ | natural gas, high pressure | EN15804, U",afb3a14b-c73b-4705-a4a8-17cba7fd075b,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",db9f153e-a5fd-49cc-8a94-7de667514bfe,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",34de43c1-d356-4f24-893b-b0f0dc5eca81,1,m3
"natural gas, high pressure, import from QA | natural gas, high pressure | EN15804, U",9589c297-8365-456b-9c09-eccc75384d62,1,m3
"natural gas, high pressure, import from LY | natural gas, high pressure | EN15804, U",02c5f093-ec17-44c0-8bad-3824812a1656,1,m3
"natural gas, high pressure, import from VE | natural gas, high pressure | EN15804, U",acfb3ba9-1878-4023-acbe-c4cd0dafb363,1,m3
"natural gas, high pressure, import from QA | natural gas, high pressure | EN15804, U",d27c4af7-d028-4fca-89f7-8d09909c2ec1,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",8559e3bd-aa14-42b4-aa37-927f793d3cc4,1,m3
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",9953e83d-7089-4d3d-8733-4ef566118ca7,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",3b34d04b-cf3f-4c70-9b3c-2346ecd2566b,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",e8f01b70-cc66-44c5-a167-411d3967c57a,1,m3
"natural gas, high pressure, import from DE | natural gas, high pressure | EN15804, U",99f1cda2-198e-48ad-a8e2-af419a652b1a,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",db236b9a-4692-42df-a4f2-bff88ab4d0e2,1,m3
"evaporation of natural gas, import from DZ | natural gas, high pressure | EN15804, U",191a73d4-247c-4a8c-bf83-c8f428604eab,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",db23f7dd-6a94-434f-bba8-68e3714b9994,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",c15a8a31-ee5e-482c-ad23-16fffe0f3555,1,m3
"evaporation of natural gas, import from US | natural gas, high pressure | EN15804, U",99a5299f-8693-408a-b83d-821aec4364c9,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",7e530834-e583-4804-8654-c254731b8b98,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",9a913f8d-6a9f-4ac2-84d5-a4b07a2d738b,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",c7fede4a-7867-494e-a73c-0cbd5b3eb8f8,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",8238021f-e922-491f-9400-ac0821aec360,1,m3
"natural gas, high pressure, import from IR | natural gas, high pressure | EN15804, U",650b7cd0-9287-4ed4-9514-6dff2435af3c,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",a472675b-2369-4ba8-b76d-eea96641fab8,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",f87a207b-24cb-44f7-8012-6affc67fb008,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",0f3585b9-4d21-4cd9-9847-218d73f2e688,1,m3
"natural gas, high pressure, import from QA | natural gas, high pressure | EN15804, U",4dbbc538-c3da-42e2-bd50-1232ad897208,1,m3
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",cba738fe-517b-4cb1-b8eb-d347dbc042c3,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",b10ddc40-b7d6-45c6-9ea2-5f74148f684d,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",7db6080a-1d25-4306-951c-e83b71489249,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",928e9e7d-d47b-4388-af8f-6b7ebcdca097,1,m3
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",4d25f17f-aabb-478e-9b92-bfd6d9e17029,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",e8962867-963b-489c-ae24-49fb7272e8be,1,m3
"natural gas, high pressure, import from NL | natural gas, high pressure | EN15804, U",c2ff6905-81a0-483a-915f-864d2c1f1d82,1,m3
"evaporation of natural gas, import from MY | natural gas, high pressure | EN15804, U",7a39ce69-479c-4892-90cb-fac16bc8a234,1,m3
"natural gas, high pressure, domestic supply with seasonal storage | natural gas, high pressure | EN15804, U",0ea50787-51ff-48e2-9254-d521c4095d3d,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",d09aa2ea-0d4b-4ecd-8f80-a952ee840e11,1,m3
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",c361b7cf-7f0c-4ea0-9999-747bd82869ec,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",1a629d7a-0ec5-44cd-aaaa-aabf554b44bd,1,m3
"natural gas, high pressure, import from NL | natural gas, high pressure | EN15804, U",9fe9ca2d-9541-4460-bfe3-719dfc02b9d7,1,m3
"market group for natural gas, high pressure | natural gas, high pressure | EN15804, U",0bca43f9-2ead-41ef-9c35-4b48e6652b0d,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",49597292-e1b8-4718-9a9c-ff591878eb65,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",4e5b1f18-23e9-40ae-b777-ef294a33b1a4,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",73ae4133-379f-4a93-b98e-73a08e3f20e1,1,m3
"evaporation of natural gas, import from ID | natural gas, high pressure | EN15804, U",1f5d3bba-639c-4220-bd18-03249dd85147,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",40a143a0-9b75-4a29-9a2d-c975366e6e27,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",3229406d-0d7d-4d73-8039-723f2bbd2f44,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",03ef9c4a-dc0c-4da2-bef8-f8423fb189d0,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",043fd5f6-42f3-4c11-b136-6b85a4c00fe9,1,m3
"natural gas, high pressure, import from RO | natural gas, high pressure | EN15804, U",5e11b3ef-2f76-493d-b021-e1ee85db4cdb,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",93f5621f-9b70-4257-bd7e-fb2245d8e315,1,m3
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",18a34bbc-de8b-42d0-838a-cc8a41d1475d,1,m3
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",9c03875d-930d-4063-90d1-cf890fcb0fd9,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",d79604af-7474-41d5-bf07-72f79c3a78f8,1,m3
"natural gas, high pressure, import from DE | natural gas, high pressure | EN15804, U",7ce2e2df-0031-468c-b687-cc9cb732e272,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",4f069760-463e-4a61-9f0e-72284aa2f898,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",169b2cb2-1d2b-4887-ac1b-7c682aaf7ed2,1,m3
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",87444f42-d817-4ed4-afdb-9e918c454d69,1,m3
"natural gas, high pressure, import from NG | natural gas, high pressure | EN15804, U",97f549a7-83ee-4c12-a6fd-0f82d8bde0e6,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",4f2a7511-9ee7-40f6-a4c4-323b30992458,1,m3
"natural gas, high pressure, import from DZ | natural gas, high pressure | EN15804, U",8c53dc55-26f2-4648-bc97-e5729228dc93,1,m3
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",c5c619d4-036c-431f-93a0-9806a94fd562,1,m3
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",b90eaafa-98c7-4a45-99ff-ed61e240b68e,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",4db60171-776e-486d-9f10-42f3abd3296b,1,m3
"natural gas, high pressure, import from ID | natural gas, high pressure | EN15804, U",1556be51-8865-4899-88f1-a0f06f8297e3,1,m3
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",923cdd42-cde4-44f1-ae91-fae485375f9f,1,m3
"evaporation of natural gas, import from NO | natural gas, high pressure | EN15804, U",ba75226a-d955-4c34-b49a-34251095e829,1,m3
"natural gas, high pressure, import from FI | natural gas, high pressure | EN15804, U",49c2aef9-3112-4c8c-8f52-3358132c8be6,1,m3
"natural gas, high pressure, import from BE | natural gas, high pressure | EN15804, U",42c2a2d6-3757-4bbf-8735-6b70100dbedf,1,m3
"natural gas, high pressure, import from DZ | natural gas, high pressure | EN15804, U",79006de6-d8f3-462b-ada7-3690172602f5,1,m3
"natural gas, high pressure, import from DZ | natural gas, high pressure | EN15804, U",93d298f5-45cb-497a-baf9-f663a9e0f516,1,m3
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",bfe167b5-06e6-444f-ac1c-861be5d58bbb,1,m3
"natural gas, high pressure, import from MY | natural gas, high pressure | EN15804, U",dc124b8d-ea57-4ec5-8a01-6ebf8eb2d0dd,1,m3
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",5ccae7b7-3b61-482a-a4cb-04473da6d460,1,m3
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",58749b1d-588e-4e01-8377-e832f330794f,1,m3
"natural gas, high pressure, import from CN | natural gas, high pressure | EN15804, U",c4e54bfc-933a-491a-814a-72ded22250fe,1,m3
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",eeffa7c5-89df-4663-b467-84ef1016af17,1,m3
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",6d456a3e-3ba1-44f2-85ab-c3f205994cad,1,m3
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",7331aafb-2cd7-40cb-a614-adb18f7c0004,1,m3
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",8c7644e5-a8ca-4444-bcd0-f4b9d38e5f97,1,m3
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",828d22af-8e95-401b-a0da-53f4f2ccabf4,1,m3
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",b43d6ab1-2585-4de2-88fe-4f080df9eeef,1,m3
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",3f64beeb-a851-4c73-b51e-15c2ff50ed81,1,m3
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",1f840d76-8c70-443b-a07d-14d81108406f,1,m3
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",7a97cf6a-77fb-4a41-bae4-5874a6e7061b,1,m3
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",24a846ba-46b4-4a52-8fa6-b63ccc1b9b54,1,m3
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",708e203f-a5a1-4588-bced-14ad2e3b7928,1,m3
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",524b2c70-dc59-4b62-aa3b-3c271ddbab7e,1,m3
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",29de54c4-669f-429d-a1a3-983b88e9e4ac,1,m3
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",a4e66fb7-17b1-43e3-a57c-5f9195aaff55,1,m3
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",318d3ba9-41f1-4bef-8e9c-d861ce929413,1,m3
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",23bbb405-7e6f-4aad-8432-c9f1772469a3,1,m3
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",3758c868-c67d-4a2f-bd33-4a18962f1894,1,m3
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",904a6389-d4cc-4b5c-b882-304a7cc53f22,1,m3
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",dc676889-e674-4aae-916f-8a30bcd379bb,1,m3
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",6d0e8488-3a19-4650-af5d-4bbc697db137,1,m3
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",f33262de-0352-459a-84c3-03c6c7c88729,1,m3
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",976548b4-6b77-4a48-aaaa-745040c2ff46,1,m3
"market for natural gas, low pressure | natural gas, low pressure | EN15804, U",809a94a9-d622-4702-89b0-61797d7c5e50,1,m3
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",1c6be94c-9975-4331-8d7c-f05180e5f802,1,m3
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",c5e0ec36-fb00-412f-ba3c-66b3716a1cb7,1,m3
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",f7abc96d-e135-4c6d-bcc2-aad567eaa13d,1,m3
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",78c0fa9a-e557-4cf5-94a3-166e431104f5,1,m3
"natural gas pressure reduction, from high to low pressure | natural gas, low pressure | EN15804, U",4c089ae4-acf3-43ec-a4cb-2af3859eee30,1,m3
"market for natural gas, high pressure, vehicle grade | natural gas, high pressure, vehicle grade | EN15804, U",82e55cd9-956e-4232-b47f-e3c9b1a8cb7c,1,kg
"natural gas production, high pressure, vehicle grade | natural gas, high pressure, vehicle grade | EN15804, U",816d7d1e-e15f-4130-a920-937008bafff3,1,kg
"natural gas production, high pressure, vehicle grade | natural gas, high pressure, vehicle grade | EN15804, U",cc09eb7d-c537-437a-8417-a4043f5ee5bf,1,kg
"natural gas production, low pressure, vehicle grade | natural gas, low pressure, vehicle grade | EN15804, U",c514f5dc-d348-45a2-8a71-d29b25a7fb7e,1,kg
"natural gas production, low pressure, vehicle grade | natural gas, low pressure, vehicle grade | EN15804, U",ec6a7d61-3381-40ef-aaaa-fe3c0a0e5778,1,kg
"market for natural gas, low pressure, vehicle grade | natural gas, low pressure, vehicle grade | EN15804, U",c2bc4d11-9bdf-4724-a1b6-d7e4f0e1fa59,1,kg
"market for natural gas, medium pressure, vehicle grade | natural gas, medium pressure, vehicle grade | EN15804, U",a4aef16e-d3c4-44f0-afe5-7ef4872768f4,1,kg
"natural gas production, medium pressure, vehicle grade | natural gas, medium pressure, vehicle grade | EN15804, U",020586dd-1fe0-45cd-b79e-6ca1b0248f0a,1,kg
"natural gas production, medium pressure, vehicle grade | natural gas, medium pressure, vehicle grade | EN15804, U",581c0191-27c3-4e0b-8481-d189e5d3ec26,1,kg
"cooling energy, from natural gas, at cogen unit with absorption chiller 100kW | cooling energy | EN15804, U",5346d335-70fc-49e8-94f2-c32c219ec681,1,MJ
"cooling energy, from natural gas, at cogen unit with absorption chiller 100kW | cooling energy | EN15804, U",d7eb3b37-8a85-4b55-a9b5-26f2390fb814,1,MJ
"market for cooling energy | cooling energy | EN15804, U",6d83494c-f25c-4780-987f-2e2df0c32c7c,1,MJ
"heat production, natural gas, at boiler fan burner non-modulating <100kW | heat, central or small-scale, natural gas | EN15804, U",5ed96f4d-2634-4efc-b4a7-59e94f384198,1,MJ
"natural gas, burned in micro gas turbine, 100kWe | heat, central or small-scale, natural gas | EN15804, U",658ef75c-6da9-4254-9e41-2d89933762a9,1,MJ
"heat production, natural gas, at boiler condensing modulating <100kW | heat, central or small-scale, natural gas | EN15804, U",d42f774d-8d52-4713-95e0-73aac4dfcf65,1,MJ
"heat production, natural gas, at boiler fan burner low-NOx non-modulating <100kW | heat, central or small-scale, natural gas | EN15804, U",854a05b2-e82e-4fb4-9d80-fbfedb931384,1,MJ
"market for heat, central or small-scale, natural gas | heat, central or small-scale, natural gas | EN15804, U",a09fc291-4d3b-4722-b256-eb0ed0003da2,1,MJ
"market for heat, central or small-scale, natural gas | heat, central or small-scale, natural gas | EN15804, U",d6a64dfe-c953-4fd9-8d0a-4b9860bae7e6,1,MJ
