origin_state,distance (km),eol_pathway
AK,11,Compost
AK,65,Compost
AK,3050,Incinerate
AK,3109,Incinerate
AK,4057,Incinerate
AK,18,Landfill
AK,243,Landfill
AK,303,Landfill
AK,11,Recycle
AK,11,Recycle
AK,13,Recycle
AK,21,Recycle
AK,23,Recycle
AK,26,Recycle
AK,44,Recycle
AK,46,Recycle
AK,49,Recycle
AK,50,Recycle
AK,55,Recycle
AK,57,Recycle
AK,58,Recycle
AK,70,Recycle
AK,116,Recycle
AK,120,Recycle
AK,141,Recycle
AK,141,Recycle
AL,224,Compost
AL,224,Compost
AL,346,Compost
AL,346,Compost
AL,385,Compost
AL,385,Compost
AL,16,Incinerate
AL,16,Incinerate
AL,573,Incinerate
AL,573,Incinerate
AL,609,Incinerate
AL,609,Incinerate
AL,13,Landfill
AL,13,Landfill
AL,14,Landfill
AL,14,Landfill
AL,16,Landfill
AL,16,Landfill
AL,2,Recycle
AL,2,Recycle
AL,2,Recycle
AL,2,Recycle
AL,13,Recycle
AL,13,Recycle
AL,13,Recycle
AL,19,Recycle
AL,19,Recycle
AL,20,Recycle
AL,24,Recycle
AL,25,Recycle
AL,26,Recycle
AL,36,Recycle
AL,36,Recycle
AL,39,Recycle
AL,39,Recycle
AL,44,Recycle
AL,49,Recycle
AL,49,Recycle
AL,55,Recycle
AL,55,Recycle
AL,60,Recycle
AL,60,Recycle
AL,84,Recycle
AL,84,Recycle
AL,105,Recycle
AL,105,Recycle
AL,107,Recycle
AL,107,Recycle
AL,114,Recycle
AL,114,Recycle
AL,119,Recycle
AL,119,Recycle
AL,120,Recycle
AL,127,Recycle
AL,133,Recycle
AL,133,Recycle
AL,133,Recycle
AL,133,Recycle
AL,138,Recycle
AL,142,Recycle
AL,142,Recycle
AL,142,Recycle
AL,144,Recycle
AL,144,Recycle
AL,146,Recycle
AL,146,Recycle
AL,148,Recycle
AL,148,Recycle
AL,149,Recycle
AL,149,Recycle
AL,150,Recycle
AL,150,Recycle
AL,151,Recycle
AL,151,Recycle
AL,154,Recycle
AL,158,Recycle
AL,158,Recycle
AL,158,Recycle
AL,158,Recycle
AL,158,Recycle
AL,158,Recycle
AL,159,Recycle
AL,159,Recycle
AL,160,Recycle
AL,160,Recycle
AL,161,Recycle
AL,161,Recycle
AL,162,Recycle
AL,162,Recycle
AL,162,Recycle
AL,163,Recycle
AL,163,Recycle
AL,165,Recycle
AL,165,Recycle
AL,165,Recycle
AL,166,Recycle
AL,166,Recycle
AL,166,Recycle
AL,167,Recycle
AL,168,Recycle
AL,168,Recycle
AL,172,Recycle
AL,172,Recycle
AL,174,Recycle
AL,174,Recycle
AL,175,Recycle
AL,175,Recycle
AL,177,Recycle
AL,177,Recycle
AL,177,Recycle
AL,178,Recycle
AL,178,Recycle
AL,179,Recycle
AL,179,Recycle
AL,179,Recycle
AL,179,Recycle
AL,181,Recycle
AL,183,Recycle
AL,185,Recycle
AL,196,Recycle
AL,198,Recycle
AL,198,Recycle
AL,199,Recycle
AL,199,Recycle
AL,201,Recycle
AL,201,Recycle
AL,203,Recycle
AL,204,Recycle
AL,217,Recycle
AL,218,Recycle
AL,222,Recycle
AL,226,Recycle
AL,227,Recycle
AL,228,Recycle
AL,228,Recycle
AL,229,Recycle
AL,229,Recycle
AL,230,Recycle
AL,234,Recycle
AL,234,Recycle
AL,235,Recycle
AL,235,Recycle
AL,236,Recycle
AL,241,Recycle
AL,241,Recycle
AL,242,Recycle
AL,244,Recycle
AL,244,Recycle
AL,244,Recycle
AL,248,Recycle
AL,248,Recycle
AL,250,Recycle
AL,252,Recycle
AL,260,Recycle
AL,260,Recycle
AL,265,Recycle
AL,272,Recycle
AL,272,Recycle
AL,280,Recycle
AL,280,Recycle
AL,280,Recycle
AL,280,Recycle
AL,283,Recycle
AL,285,Recycle
AL,285,Recycle
AL,294,Recycle
AL,294,Recycle
AL,311,Recycle
AL,315,Recycle
AL,316,Recycle
AL,326,Recycle
AL,326,Recycle
AL,328,Recycle
AL,328,Recycle
AL,332,Recycle
AL,346,Recycle
AL,346,Recycle
AL,347,Recycle
AL,349,Recycle
AL,369,Recycle
AL,453,Recycle
AL,453,Recycle
AL,476,Recycle
AL,511,Recycle
AL,511,Recycle
AL,512,Recycle
AL,513,Recycle
AL,521,Recycle
AL,521,Recycle
AL,523,Recycle
AL,523,Recycle
AL,523,Recycle
AL,526,Recycle
AL,526,Recycle
AL,528,Recycle
AL,534,Recycle
AL,534,Recycle
AL,539,Recycle
AL,539,Recycle
AL,543,Recycle
AL,544,Recycle
AL,544,Recycle
AL,554,Recycle
AL,561,Recycle
AL,561,Recycle
AL,566,Recycle
AL,583,Recycle
AR,3,Recycle
AR,6,Recycle
AR,7,Recycle
AR,8,Recycle
AR,8,Recycle
AR,13,Recycle
AR,15,Recycle
AR,17,Recycle
AR,20,Recycle
AR,20,Recycle
AR,22,Recycle
AR,22,Recycle
AR,23,Recycle
AR,23,Recycle
AR,24,Recycle
AR,25,Recycle
AR,25,Recycle
AR,26,Recycle
AR,28,Recycle
AR,33,Recycle
AR,33,Recycle
AR,35,Recycle
AR,36,Recycle
AR,39,Recycle
AR,40,Recycle
AR,42,Recycle
AR,42,Recycle
AR,42,Recycle
AR,47,Recycle
AR,49,Recycle
AR,52,Recycle
AR,55,Recycle
AR,55,Recycle
AR,56,Recycle
AR,57,Recycle
AR,59,Recycle
AR,59,Recycle
AR,63,Recycle
AR,70,Recycle
AR,71,Recycle
AR,72,Recycle
AR,72,Recycle
AR,80,Recycle
AR,84,Recycle
AR,86,Recycle
AR,87,Recycle
AR,87,Recycle
AR,106,Recycle
AR,107,Recycle
AR,108,Recycle
AR,111,Recycle
AR,121,Recycle
AR,124,Recycle
AR,126,Recycle
AR,127,Recycle
AR,127,Recycle
AR,131,Recycle
AR,132,Recycle
AR,132,Recycle
AR,135,Recycle
AR,135,Recycle
AR,137,Recycle
AR,146,Recycle
AR,152,Recycle
AR,157,Recycle
AR,160,Recycle
AR,160,Recycle
AR,169,Recycle
AR,176,Recycle
AR,180,Recycle
AR,187,Recycle
AR,189,Recycle
AR,196,Recycle
AR,215,Recycle
AR,220,Recycle
AR,221,Recycle
AR,230,Recycle
AR,230,Recycle
AR,230,Recycle
AR,233,Recycle
AR,243,Recycle
AR,253,Recycle
AR,261,Recycle
AR,262,Recycle
AR,263,Recycle
AR,266,Recycle
AR,267,Recycle
AR,272,Recycle
AR,275,Recycle
AR,277,Recycle
AR,282,Recycle
AR,282,Recycle
AR,287,Recycle
AR,289,Recycle
AR,290,Recycle
AR,291,Recycle
AR,301,Recycle
AR,311,Recycle
AR,325,Recycle
AR,325,Recycle
AR,326,Recycle
AR,327,Recycle
AR,332,Recycle
AR,334,Recycle
AR,336,Recycle
AR,343,Recycle
AR,345,Recycle
AR,349,Recycle
AR,350,Recycle
AR,352,Recycle
AR,352,Recycle
AR,353,Recycle
AR,354,Recycle
AR,354,Recycle
AR,355,Recycle
AR,374,Recycle
AR,380,Recycle
AR,381,Recycle
AR,383,Recycle
AR,387,Recycle
AZ,2,Compost
AZ,4,Compost
AZ,9,Compost
AZ,12,Compost
AZ,26,Compost
AZ,27,Compost
AZ,29,Compost
AZ,34,Compost
AZ,36,Compost
AZ,47,Compost
AZ,51,Compost
AZ,56,Compost
AZ,56,Compost
AZ,57,Compost
AZ,72,Compost
AZ,95,Compost
AZ,101,Compost
AZ,113,Compost
AZ,121,Compost
AZ,137,Compost
AZ,138,Compost
AZ,144,Compost
AZ,146,Compost
AZ,147,Compost
AZ,150,Compost
AZ,153,Compost
AZ,153,Compost
AZ,156,Compost
AZ,156,Compost
AZ,161,Compost
AZ,163,Compost
AZ,166,Compost
AZ,172,Compost
AZ,180,Compost
AZ,184,Compost
AZ,190,Compost
AZ,193,Compost
AZ,193,Compost
AZ,202,Compost
AZ,206,Compost
AZ,210,Compost
AZ,213,Compost
AZ,230,Compost
AZ,232,Compost
AZ,237,Compost
AZ,237,Compost
AZ,237,Compost
AZ,238,Compost
AZ,257,Compost
AZ,259,Compost
AZ,259,Compost
AZ,259,Compost
AZ,266,Compost
AZ,274,Compost
AZ,278,Compost
AZ,284,Compost
AZ,294,Compost
AZ,295,Compost
AZ,310,Compost
AZ,310,Compost
AZ,311,Compost
AZ,314,Compost
AZ,315,Compost
AZ,322,Compost
AZ,322,Compost
AZ,326,Compost
AZ,329,Compost
AZ,330,Compost
AZ,338,Compost
AZ,345,Compost
AZ,346,Compost
AZ,351,Compost
AZ,353,Compost
AZ,357,Compost
AZ,359,Compost
AZ,364,Compost
AZ,366,Compost
AZ,369,Compost
AZ,375,Compost
AZ,376,Compost
AZ,380,Compost
AZ,385,Compost
AZ,395,Compost
AZ,401,Compost
AZ,406,Compost
AZ,411,Compost
AZ,417,Compost
AZ,420,Compost
AZ,422,Compost
AZ,425,Compost
AZ,427,Compost
AZ,434,Compost
AZ,435,Compost
AZ,441,Compost
AZ,449,Compost
AZ,449,Compost
AZ,455,Compost
AZ,466,Compost
AZ,467,Compost
AZ,471,Compost
AZ,471,Compost
AZ,472,Compost
AZ,472,Compost
AZ,475,Compost
AZ,480,Compost
AZ,483,Compost
AZ,487,Compost
AZ,490,Compost
AZ,498,Compost
AZ,501,Compost
AZ,512,Compost
AZ,539,Compost
AZ,552,Compost
AZ,555,Compost
AZ,608,Compost
AZ,628,Compost
AZ,762,Compost
AZ,371,Incinerate
AZ,397,Incinerate
AZ,411,Incinerate
AZ,411,Incinerate
AZ,425,Incinerate
AZ,520,Incinerate
AZ,538,Incinerate
AZ,545,Incinerate
AZ,568,Incinerate
AZ,599,Incinerate
AZ,604,Incinerate
AZ,607,Incinerate
AZ,614,Incinerate
AZ,620,Incinerate
AZ,621,Incinerate
AZ,622,Incinerate
AZ,629,Incinerate
AZ,636,Incinerate
AZ,642,Incinerate
AZ,654,Incinerate
AZ,659,Incinerate
AZ,659,Incinerate
AZ,660,Incinerate
AZ,671,Incinerate
AZ,688,Incinerate
AZ,703,Incinerate
AZ,739,Incinerate
AZ,743,Incinerate
AZ,755,Incinerate
AZ,795,Incinerate
AZ,815,Incinerate
AZ,829,Incinerate
AZ,837,Incinerate
AZ,844,Incinerate
AZ,844,Incinerate
AZ,855,Incinerate
AZ,883,Incinerate
AZ,895,Incinerate
AZ,915,Incinerate
AZ,931,Incinerate
AZ,937,Incinerate
AZ,949,Incinerate
AZ,955,Incinerate
AZ,961,Incinerate
AZ,987,Incinerate
AZ,995,Incinerate
AZ,996,Incinerate
AZ,1002,Incinerate
AZ,1020,Incinerate
AZ,1025,Incinerate
AZ,1056,Incinerate
AZ,1062,Incinerate
AZ,1065,Incinerate
AZ,1067,Incinerate
AZ,1072,Incinerate
AZ,1072,Incinerate
AZ,1079,Incinerate
AZ,1086,Incinerate
AZ,1094,Incinerate
AZ,1100,Incinerate
AZ,1112,Incinerate
AZ,1116,Incinerate
AZ,1116,Incinerate
AZ,1117,Incinerate
AZ,1119,Incinerate
AZ,1131,Incinerate
AZ,1197,Incinerate
AZ,1200,Incinerate
AZ,1253,Incinerate
AZ,1273,Incinerate
AZ,1280,Incinerate
AZ,1296,Incinerate
AZ,1307,Incinerate
AZ,1322,Incinerate
AZ,1323,Incinerate
AZ,1351,Incinerate
AZ,1357,Incinerate
AZ,1360,Incinerate
AZ,1364,Incinerate
AZ,1374,Incinerate
AZ,1383,Incinerate
AZ,1388,Incinerate
AZ,1391,Incinerate
AZ,1407,Incinerate
AZ,1433,Incinerate
AZ,1550,Incinerate
AZ,1561,Incinerate
AZ,1578,Incinerate
AZ,1602,Incinerate
AZ,1622,Incinerate
AZ,1634,Incinerate
AZ,1640,Incinerate
AZ,1649,Incinerate
AZ,1649,Incinerate
AZ,1649,Incinerate
AZ,1655,Incinerate
AZ,1660,Incinerate
AZ,1667,Incinerate
AZ,1676,Incinerate
AZ,1681,Incinerate
AZ,1683,Incinerate
AZ,1693,Incinerate
AZ,1693,Incinerate
AZ,1703,Incinerate
AZ,1704,Incinerate
AZ,1705,Incinerate
AZ,1712,Incinerate
AZ,1712,Incinerate
AZ,1724,Incinerate
AZ,1735,Incinerate
AZ,1749,Incinerate
AZ,1779,Incinerate
AZ,1779,Incinerate
AZ,1781,Incinerate
AZ,1790,Incinerate
AZ,1816,Incinerate
AZ,1844,Incinerate
AZ,1,Landfill
AZ,1,Landfill
AZ,5,Landfill
AZ,6,Landfill
AZ,15,Landfill
AZ,18,Landfill
AZ,18,Landfill
AZ,19,Landfill
AZ,21,Landfill
AZ,22,Landfill
AZ,24,Landfill
AZ,26,Landfill
AZ,28,Landfill
AZ,28,Landfill
AZ,28,Landfill
AZ,30,Landfill
AZ,30,Landfill
AZ,31,Landfill
AZ,31,Landfill
AZ,31,Landfill
AZ,31,Landfill
AZ,32,Landfill
AZ,37,Landfill
AZ,40,Landfill
AZ,41,Landfill
AZ,41,Landfill
AZ,44,Landfill
AZ,45,Landfill
AZ,47,Landfill
AZ,47,Landfill
AZ,48,Landfill
AZ,50,Landfill
AZ,50,Landfill
AZ,51,Landfill
AZ,52,Landfill
AZ,53,Landfill
AZ,53,Landfill
AZ,55,Landfill
AZ,57,Landfill
AZ,57,Landfill
AZ,57,Landfill
AZ,59,Landfill
AZ,59,Landfill
AZ,61,Landfill
AZ,62,Landfill
AZ,64,Landfill
AZ,65,Landfill
AZ,66,Landfill
AZ,67,Landfill
AZ,70,Landfill
AZ,70,Landfill
AZ,70,Landfill
AZ,70,Landfill
AZ,71,Landfill
AZ,72,Landfill
AZ,73,Landfill
AZ,74,Landfill
AZ,74,Landfill
AZ,75,Landfill
AZ,76,Landfill
AZ,79,Landfill
AZ,79,Landfill
AZ,79,Landfill
AZ,81,Landfill
AZ,81,Landfill
AZ,81,Landfill
AZ,82,Landfill
AZ,85,Landfill
AZ,87,Landfill
AZ,88,Landfill
AZ,92,Landfill
AZ,97,Landfill
AZ,97,Landfill
AZ,103,Landfill
AZ,105,Landfill
AZ,106,Landfill
AZ,107,Landfill
AZ,108,Landfill
AZ,116,Landfill
AZ,120,Landfill
AZ,121,Landfill
AZ,121,Landfill
AZ,128,Landfill
AZ,129,Landfill
AZ,130,Landfill
AZ,131,Landfill
AZ,134,Landfill
AZ,137,Landfill
AZ,138,Landfill
AZ,143,Landfill
AZ,151,Landfill
AZ,152,Landfill
AZ,154,Landfill
AZ,154,Landfill
AZ,158,Landfill
AZ,160,Landfill
AZ,168,Landfill
AZ,170,Landfill
AZ,173,Landfill
AZ,176,Landfill
AZ,177,Landfill
AZ,177,Landfill
AZ,179,Landfill
AZ,180,Landfill
AZ,182,Landfill
AZ,188,Landfill
AZ,189,Landfill
AZ,191,Landfill
AZ,203,Landfill
AZ,207,Landfill
AZ,213,Landfill
AZ,213,Landfill
AZ,215,Landfill
AZ,219,Landfill
AZ,238,Landfill
AZ,254,Landfill
AZ,2,Recycle
AZ,3,Recycle
AZ,4,Recycle
AZ,5,Recycle
AZ,5,Recycle
AZ,6,Recycle
AZ,6,Recycle
AZ,7,Recycle
AZ,8,Recycle
AZ,8,Recycle
AZ,10,Recycle
AZ,10,Recycle
AZ,10,Recycle
AZ,10,Recycle
AZ,12,Recycle
AZ,13,Recycle
AZ,13,Recycle
AZ,13,Recycle
AZ,14,Recycle
AZ,14,Recycle
AZ,15,Recycle
AZ,15,Recycle
AZ,16,Recycle
AZ,16,Recycle
AZ,17,Recycle
AZ,17,Recycle
AZ,17,Recycle
AZ,17,Recycle
AZ,18,Recycle
AZ,18,Recycle
AZ,19,Recycle
AZ,19,Recycle
AZ,21,Recycle
AZ,21,Recycle
AZ,21,Recycle
AZ,22,Recycle
AZ,22,Recycle
AZ,22,Recycle
AZ,22,Recycle
AZ,23,Recycle
AZ,23,Recycle
AZ,23,Recycle
AZ,24,Recycle
AZ,24,Recycle
AZ,25,Recycle
AZ,25,Recycle
AZ,26,Recycle
AZ,26,Recycle
AZ,26,Recycle
AZ,26,Recycle
AZ,27,Recycle
AZ,27,Recycle
AZ,28,Recycle
AZ,29,Recycle
AZ,30,Recycle
AZ,30,Recycle
AZ,30,Recycle
AZ,31,Recycle
AZ,31,Recycle
AZ,31,Recycle
AZ,32,Recycle
AZ,34,Recycle
AZ,35,Recycle
AZ,35,Recycle
AZ,36,Recycle
AZ,36,Recycle
AZ,36,Recycle
AZ,37,Recycle
AZ,39,Recycle
AZ,39,Recycle
AZ,41,Recycle
AZ,41,Recycle
AZ,41,Recycle
AZ,41,Recycle
AZ,43,Recycle
AZ,44,Recycle
AZ,46,Recycle
AZ,47,Recycle
AZ,47,Recycle
AZ,48,Recycle
AZ,48,Recycle
AZ,50,Recycle
AZ,50,Recycle
AZ,52,Recycle
AZ,54,Recycle
AZ,57,Recycle
AZ,58,Recycle
AZ,60,Recycle
AZ,60,Recycle
AZ,60,Recycle
AZ,62,Recycle
AZ,62,Recycle
AZ,62,Recycle
AZ,62,Recycle
AZ,64,Recycle
AZ,64,Recycle
AZ,64,Recycle
AZ,65,Recycle
AZ,65,Recycle
AZ,66,Recycle
AZ,68,Recycle
AZ,68,Recycle
AZ,69,Recycle
AZ,70,Recycle
AZ,71,Recycle
AZ,71,Recycle
AZ,71,Recycle
AZ,72,Recycle
AZ,72,Recycle
AZ,74,Recycle
AZ,79,Recycle
AZ,81,Recycle
AZ,83,Recycle
AZ,83,Recycle
AZ,84,Recycle
AZ,84,Recycle
AZ,84,Recycle
AZ,85,Recycle
AZ,87,Recycle
AZ,87,Recycle
AZ,90,Recycle
AZ,95,Recycle
AZ,95,Recycle
AZ,99,Recycle
AZ,99,Recycle
AZ,100,Recycle
AZ,102,Recycle
AZ,103,Recycle
AZ,105,Recycle
AZ,109,Recycle
AZ,109,Recycle
AZ,116,Recycle
AZ,119,Recycle
AZ,119,Recycle
AZ,120,Recycle
AZ,123,Recycle
AZ,124,Recycle
AZ,126,Recycle
AZ,127,Recycle
AZ,127,Recycle
AZ,128,Recycle
AZ,130,Recycle
AZ,131,Recycle
AZ,134,Recycle
AZ,136,Recycle
AZ,138,Recycle
AZ,139,Recycle
AZ,139,Recycle
AZ,140,Recycle
AZ,146,Recycle
AZ,147,Recycle
AZ,150,Recycle
AZ,150,Recycle
AZ,156,Recycle
AZ,157,Recycle
AZ,157,Recycle
AZ,157,Recycle
AZ,158,Recycle
AZ,160,Recycle
AZ,165,Recycle
AZ,168,Recycle
AZ,174,Recycle
AZ,177,Recycle
AZ,177,Recycle
AZ,177,Recycle
AZ,191,Recycle
AZ,192,Recycle
AZ,192,Recycle
AZ,192,Recycle
AZ,195,Recycle
AZ,205,Recycle
AZ,211,Recycle
AZ,231,Recycle
AZ,235,Recycle
AZ,246,Recycle
AZ,253,Recycle
AZ,262,Recycle
AZ,266,Recycle
AZ,283,Recycle
AZ,290,Recycle
AZ,292,Recycle
AZ,300,Recycle
AZ,310,Recycle
AZ,320,Recycle
AZ,326,Recycle
AZ,347,Recycle
AZ,356,Recycle
AZ,370,Recycle
AZ,388,Recycle
AZ,390,Recycle
AZ,396,Recycle
AZ,406,Recycle
AZ,416,Recycle
AZ,423,Recycle
AZ,425,Recycle
AZ,428,Recycle
CA,5,Compost
CA,5,Compost
CA,5,Compost
CA,7,Compost
CA,10,Compost
CA,10,Compost
CA,10,Compost
CA,11,Compost
CA,11,Compost
CA,12,Compost
CA,12,Compost
CA,13,Compost
CA,13,Compost
CA,13,Compost
CA,14,Compost
CA,14,Compost
CA,15,Compost
CA,15,Compost
CA,15,Compost
CA,15,Compost
CA,15,Compost
CA,16,Compost
CA,16,Compost
CA,16,Compost
CA,16,Compost
CA,17,Compost
CA,18,Compost
CA,19,Compost
CA,19,Compost
CA,19,Compost
CA,20,Compost
CA,20,Compost
CA,20,Compost
CA,20,Compost
CA,21,Compost
CA,22,Compost
CA,22,Compost
CA,23,Compost
CA,23,Compost
CA,23,Compost
CA,23,Compost
CA,23,Compost
CA,25,Compost
CA,26,Compost
CA,26,Compost
CA,26,Compost
CA,26,Compost
CA,27,Compost
CA,29,Compost
CA,31,Compost
CA,31,Compost
CA,31,Compost
CA,31,Compost
CA,33,Compost
CA,34,Compost
CA,34,Compost
CA,34,Compost
CA,34,Compost
CA,35,Compost
CA,38,Compost
CA,38,Compost
CA,39,Compost
CA,40,Compost
CA,40,Compost
CA,42,Compost
CA,43,Compost
CA,43,Compost
CA,44,Compost
CA,44,Compost
CA,44,Compost
CA,44,Compost
CA,44,Compost
CA,45,Compost
CA,45,Compost
CA,47,Compost
CA,47,Compost
CA,47,Compost
CA,47,Compost
CA,47,Compost
CA,48,Compost
CA,48,Compost
CA,48,Compost
CA,49,Compost
CA,49,Compost
CA,50,Compost
CA,51,Compost
CA,51,Compost
CA,51,Compost
CA,52,Compost
CA,52,Compost
CA,53,Compost
CA,53,Compost
CA,54,Compost
CA,55,Compost
CA,56,Compost
CA,61,Compost
CA,63,Compost
CA,72,Compost
CA,73,Compost
CA,79,Compost
CA,80,Compost
CA,82,Compost
CA,85,Compost
CA,86,Compost
CA,91,Compost
CA,92,Compost
CA,94,Compost
CA,97,Compost
CA,100,Compost
CA,101,Compost
CA,102,Compost
CA,104,Compost
CA,105,Compost
CA,107,Compost
CA,111,Compost
CA,116,Compost
CA,120,Compost
CA,121,Compost
CA,149,Compost
CA,162,Compost
CA,302,Compost
CA,338,Compost
CA,379,Compost
CA,10,Incinerate
CA,22,Incinerate
CA,30,Incinerate
CA,31,Incinerate
CA,39,Incinerate
CA,59,Incinerate
CA,65,Incinerate
CA,66,Incinerate
CA,69,Incinerate
CA,78,Incinerate
CA,87,Incinerate
CA,88,Incinerate
CA,89,Incinerate
CA,91,Incinerate
CA,97,Incinerate
CA,115,Incinerate
CA,116,Incinerate
CA,117,Incinerate
CA,126,Incinerate
CA,131,Incinerate
CA,134,Incinerate
CA,134,Incinerate
CA,136,Incinerate
CA,138,Incinerate
CA,142,Incinerate
CA,155,Incinerate
CA,160,Incinerate
CA,179,Incinerate
CA,189,Incinerate
CA,190,Incinerate
CA,196,Incinerate
CA,201,Incinerate
CA,201,Incinerate
CA,233,Incinerate
CA,238,Incinerate
CA,268,Incinerate
CA,280,Incinerate
CA,307,Incinerate
CA,309,Incinerate
CA,312,Incinerate
CA,324,Incinerate
CA,352,Incinerate
CA,391,Incinerate
CA,419,Incinerate
CA,424,Incinerate
CA,439,Incinerate
CA,441,Incinerate
CA,445,Incinerate
CA,447,Incinerate
CA,448,Incinerate
CA,451,Incinerate
CA,469,Incinerate
CA,473,Incinerate
CA,476,Incinerate
CA,477,Incinerate
CA,481,Incinerate
CA,486,Incinerate
CA,503,Incinerate
CA,530,Incinerate
CA,534,Incinerate
CA,538,Incinerate
CA,583,Incinerate
CA,593,Incinerate
CA,600,Incinerate
CA,607,Incinerate
CA,618,Incinerate
CA,619,Incinerate
CA,620,Incinerate
CA,628,Incinerate
CA,628,Incinerate
CA,636,Incinerate
CA,658,Incinerate
CA,663,Incinerate
CA,678,Incinerate
CA,692,Incinerate
CA,696,Incinerate
CA,700,Incinerate
CA,704,Incinerate
CA,716,Incinerate
CA,741,Incinerate
CA,809,Incinerate
CA,811,Incinerate
CA,814,Incinerate
CA,825,Incinerate
CA,849,Incinerate
CA,849,Incinerate
CA,854,Incinerate
CA,865,Incinerate
CA,918,Incinerate
CA,923,Incinerate
CA,927,Incinerate
CA,939,Incinerate
CA,946,Incinerate
CA,947,Incinerate
CA,951,Incinerate
CA,954,Incinerate
CA,957,Incinerate
CA,958,Incinerate
CA,960,Incinerate
CA,997,Incinerate
CA,1036,Incinerate
CA,1045,Incinerate
CA,1086,Incinerate
CA,1091,Incinerate
CA,1099,Incinerate
CA,1202,Incinerate
CA,1341,Incinerate
CA,1381,Incinerate
CA,1431,Incinerate
CA,1441,Incinerate
CA,1447,Incinerate
CA,1448,Incinerate
CA,1453,Incinerate
CA,1455,Incinerate
CA,1456,Incinerate
CA,1477,Incinerate
CA,1481,Incinerate
CA,1485,Incinerate
CA,1489,Incinerate
CA,1510,Incinerate
CA,1524,Incinerate
CA,1591,Incinerate
CA,1611,Incinerate
CA,4,Landfill
CA,5,Landfill
CA,5,Landfill
CA,5,Landfill
CA,7,Landfill
CA,8,Landfill
CA,9,Landfill
CA,9,Landfill
CA,9,Landfill
CA,12,Landfill
CA,12,Landfill
CA,14,Landfill
CA,15,Landfill
CA,15,Landfill
CA,16,Landfill
CA,19,Landfill
CA,20,Landfill
CA,20,Landfill
CA,20,Landfill
CA,21,Landfill
CA,21,Landfill
CA,23,Landfill
CA,23,Landfill
CA,24,Landfill
CA,24,Landfill
CA,27,Landfill
CA,28,Landfill
CA,28,Landfill
CA,30,Landfill
CA,31,Landfill
CA,31,Landfill
CA,34,Landfill
CA,35,Landfill
CA,35,Landfill
CA,35,Landfill
CA,36,Landfill
CA,37,Landfill
CA,37,Landfill
CA,38,Landfill
CA,43,Landfill
CA,43,Landfill
CA,44,Landfill
CA,45,Landfill
CA,45,Landfill
CA,45,Landfill
CA,45,Landfill
CA,46,Landfill
CA,47,Landfill
CA,47,Landfill
CA,49,Landfill
CA,50,Landfill
CA,50,Landfill
CA,50,Landfill
CA,51,Landfill
CA,52,Landfill
CA,52,Landfill
CA,52,Landfill
CA,52,Landfill
CA,56,Landfill
CA,57,Landfill
CA,57,Landfill
CA,59,Landfill
CA,60,Landfill
CA,62,Landfill
CA,63,Landfill
CA,64,Landfill
CA,67,Landfill
CA,67,Landfill
CA,69,Landfill
CA,70,Landfill
CA,71,Landfill
CA,72,Landfill
CA,73,Landfill
CA,74,Landfill
CA,76,Landfill
CA,81,Landfill
CA,84,Landfill
CA,88,Landfill
CA,92,Landfill
CA,93,Landfill
CA,96,Landfill
CA,97,Landfill
CA,97,Landfill
CA,100,Landfill
CA,102,Landfill
CA,104,Landfill
CA,104,Landfill
CA,112,Landfill
CA,114,Landfill
CA,121,Landfill
CA,123,Landfill
CA,123,Landfill
CA,127,Landfill
CA,127,Landfill
CA,131,Landfill
CA,132,Landfill
CA,133,Landfill
CA,134,Landfill
CA,141,Landfill
CA,148,Landfill
CA,151,Landfill
CA,151,Landfill
CA,153,Landfill
CA,160,Landfill
CA,160,Landfill
CA,160,Landfill
CA,161,Landfill
CA,169,Landfill
CA,170,Landfill
CA,172,Landfill
CA,192,Landfill
CA,199,Landfill
CA,199,Landfill
CA,202,Landfill
CA,202,Landfill
CA,207,Landfill
CA,207,Landfill
CA,209,Landfill
CA,214,Landfill
CA,237,Landfill
CA,421,Landfill
CA,476,Landfill
CA,478,Landfill
CA,1,Recycle
CA,1,Recycle
CA,1,Recycle
CA,1,Recycle
CA,1,Recycle
CA,1,Recycle
CA,1,Recycle
CA,2,Recycle
CA,2,Recycle
CA,3,Recycle
CA,3,Recycle
CA,3,Recycle
CA,3,Recycle
CA,3,Recycle
CA,3,Recycle
CA,3,Recycle
CA,4,Recycle
CA,4,Recycle
CA,4,Recycle
CA,4,Recycle
CA,4,Recycle
CA,4,Recycle
CA,4,Recycle
CA,4,Recycle
CA,4,Recycle
CA,4,Recycle
CA,4,Recycle
CA,4,Recycle
CA,4,Recycle
CA,4,Recycle
CA,4,Recycle
CA,5,Recycle
CA,5,Recycle
CA,5,Recycle
CA,5,Recycle
CA,5,Recycle
CA,5,Recycle
CA,5,Recycle
CA,5,Recycle
CA,5,Recycle
CA,5,Recycle
CA,5,Recycle
CA,5,Recycle
CA,6,Recycle
CA,6,Recycle
CA,6,Recycle
CA,6,Recycle
CA,6,Recycle
CA,6,Recycle
CA,6,Recycle
CA,6,Recycle
CA,6,Recycle
CA,6,Recycle
CA,6,Recycle
CA,6,Recycle
CA,6,Recycle
CA,6,Recycle
CA,6,Recycle
CA,6,Recycle
CA,7,Recycle
CA,7,Recycle
CA,7,Recycle
CA,7,Recycle
CA,7,Recycle
CA,7,Recycle
CA,7,Recycle
