origin_state,distance (km),eol_pathway
OH,122,Compost
OH,123,Compost
OH,124,Compost
OH,124,Compost
OH,125,Compost
OH,126,Compost
OH,127,Compost
OH,128,Compost
OH,129,Compost
OH,129,Compost
OH,130,Compost
OH,130,Compost
OH,131,Compost
OH,132,Compost
OH,133,Compost
OH,137,Compost
OH,138,Compost
OH,138,Compost
OH,139,Compost
OH,139,Compost
OH,139,Compost
OH,139,Compost
OH,139,Compost
OH,139,Compost
OH,140,Compost
OH,140,Compost
OH,141,Compost
OH,141,Compost
OH,142,Compost
OH,142,Compost
OH,142,Compost
OH,142,Compost
OH,143,Compost
OH,143,Compost
OH,143,Compost
OH,143,Compost
OH,143,Compost
OH,143,Compost
OH,144,Compost
OH,144,Compost
OH,144,Compost
OH,145,Compost
OH,146,Compost
OH,146,Compost
OH,146,Compost
OH,146,Compost
OH,146,Compost
OH,147,Compost
OH,147,Compost
OH,147,Compost
OH,148,Compost
OH,148,Compost
OH,148,Compost
OH,149,Compost
OH,150,Compost
OH,150,Compost
OH,150,Compost
OH,151,Compost
OH,152,Compost
OH,153,Compost
OH,153,Compost
OH,154,Compost
OH,154,Compost
OH,155,Compost
OH,156,Compost
OH,156,Compost
OH,157,Compost
OH,158,Compost
OH,159,Compost
OH,159,Compost
OH,160,Compost
OH,160,Compost
OH,160,Compost
OH,161,Compost
OH,161,Compost
OH,161,Compost
OH,161,Compost
OH,162,Compost
OH,162,Compost
OH,162,Compost
OH,162,Compost
OH,163,Compost
OH,165,Compost
OH,166,Compost
OH,166,Compost
OH,166,Compost
OH,166,Compost
OH,167,Compost
OH,167,Compost
OH,168,Compost
OH,168,Compost
OH,168,Compost
OH,168,Compost
OH,169,Compost
OH,169,Compost
OH,170,Compost
OH,170,Compost
OH,171,Compost
OH,173,Compost
OH,173,Compost
OH,173,Compost
OH,174,Compost
OH,176,Compost
OH,177,Compost
OH,178,Compost
OH,179,Compost
OH,180,Compost
OH,181,Compost
OH,184,Compost
OH,185,Compost
OH,185,Compost
OH,186,Compost
OH,191,Compost
OH,193,Compost
OH,194,Compost
OH,194,Compost
OH,195,Compost
OH,195,Compost
OH,196,Compost
OH,196,Compost
OH,196,Compost
OH,196,Compost
OH,196,Compost
OH,197,Compost
OH,199,Compost
OH,199,Compost
OH,200,Compost
OH,200,Compost
OH,200,Compost
OH,200,Compost
OH,201,Compost
OH,201,Compost
OH,201,Compost
OH,201,Compost
OH,201,Compost
OH,202,Compost
OH,203,Compost
OH,203,Compost
OH,204,Compost
OH,205,Compost
OH,206,Compost
OH,206,Compost
OH,206,Compost
OH,207,Compost
OH,208,Compost
OH,208,Compost
OH,208,Compost
OH,209,Compost
OH,210,Compost
OH,210,Compost
OH,210,Compost
OH,210,Compost
OH,211,Compost
OH,211,Compost
OH,213,Compost
OH,213,Compost
OH,216,Compost
OH,216,Compost
OH,216,Compost
OH,217,Compost
OH,217,Compost
OH,218,Compost
OH,218,Compost
OH,219,Compost
OH,220,Compost
OH,221,Compost
OH,223,Compost
OH,224,Compost
OH,225,Compost
OH,225,Compost
OH,229,Compost
OH,230,Compost
OH,230,Compost
OH,232,Compost
OH,234,Compost
OH,234,Compost
OH,234,Compost
OH,235,Compost
OH,236,Compost
OH,236,Compost
OH,237,Compost
OH,237,Compost
OH,238,Compost
OH,238,Compost
OH,239,Compost
OH,239,Compost
OH,239,Compost
OH,241,Compost
OH,241,Compost
OH,243,Compost
OH,243,Compost
OH,245,Compost
OH,245,Compost
OH,247,Compost
OH,253,Compost
OH,255,Compost
OH,257,Compost
OH,262,Compost
OH,264,Compost
OH,265,Compost
OH,266,Compost
OH,266,Compost
OH,267,Compost
OH,269,Compost
OH,270,Compost
OH,271,Compost
OH,274,Compost
OH,274,Compost
OH,275,Compost
OH,275,Compost
OH,276,Compost
OH,277,Compost
OH,278,Compost
OH,279,Compost
OH,279,Compost
OH,280,Compost
OH,282,Compost
OH,154,Incinerate
OH,165,Incinerate
OH,167,Incinerate
OH,169,Incinerate
OH,171,Incinerate
OH,172,Incinerate
OH,175,Incinerate
OH,175,Incinerate
OH,178,Incinerate
OH,179,Incinerate
OH,179,Incinerate
OH,180,Incinerate
OH,180,Incinerate
OH,182,Incinerate
OH,183,Incinerate
OH,185,Incinerate
OH,190,Incinerate
OH,191,Incinerate
OH,198,Incinerate
OH,199,Incinerate
OH,201,Incinerate
OH,202,Incinerate
OH,205,Incinerate
OH,207,Incinerate
OH,208,Incinerate
OH,235,Incinerate
OH,245,Incinerate
OH,261,Incinerate
OH,263,Incinerate
OH,265,Incinerate
OH,265,Incinerate
OH,265,Incinerate
OH,266,Incinerate
OH,267,Incinerate
OH,267,Incinerate
OH,269,Incinerate
OH,270,Incinerate
OH,271,Incinerate
OH,275,Incinerate
OH,276,Incinerate
OH,277,Incinerate
OH,280,Incinerate
OH,283,Incinerate
OH,284,Incinerate
OH,284,Incinerate
OH,285,Incinerate
OH,286,Incinerate
OH,289,Incinerate
OH,289,Incinerate
OH,290,Incinerate
OH,291,Incinerate
OH,294,Incinerate
OH,294,Incinerate
OH,295,Incinerate
OH,296,Incinerate
OH,299,Incinerate
OH,309,Incinerate
OH,309,Incinerate
OH,309,Incinerate
OH,312,Incinerate
OH,315,Incinerate
OH,325,Incinerate
OH,326,Incinerate
OH,326,Incinerate
OH,328,Incinerate
OH,329,Incinerate
OH,330,Incinerate
OH,330,Incinerate
OH,331,Incinerate
OH,331,Incinerate
OH,331,Incinerate
OH,332,Incinerate
OH,333,Incinerate
OH,333,Incinerate
OH,333,Incinerate
OH,333,Incinerate
OH,333,Incinerate
OH,334,Incinerate
OH,334,Incinerate
OH,335,Incinerate
OH,337,Incinerate
OH,337,Incinerate
OH,338,Incinerate
OH,339,Incinerate
OH,346,Incinerate
OH,346,Incinerate
OH,348,Incinerate
OH,350,Incinerate
OH,352,Incinerate
OH,353,Incinerate
OH,356,Incinerate
OH,356,Incinerate
OH,358,Incinerate
OH,358,Incinerate
OH,359,Incinerate
OH,361,Incinerate
OH,362,Incinerate
OH,366,Incinerate
OH,366,Incinerate
OH,367,Incinerate
OH,369,Incinerate
OH,369,Incinerate
OH,373,Incinerate
OH,377,Incinerate
OH,378,Incinerate
OH,380,Incinerate
OH,380,Incinerate
OH,381,Incinerate
OH,381,Incinerate
OH,383,Incinerate
OH,383,Incinerate
OH,384,Incinerate
OH,385,Incinerate
OH,386,Incinerate
OH,387,Incinerate
OH,387,Incinerate
OH,387,Incinerate
OH,389,Incinerate
OH,390,Incinerate
OH,391,Incinerate
OH,396,Incinerate
OH,397,Incinerate
OH,397,Incinerate
OH,404,Incinerate
OH,405,Incinerate
OH,405,Incinerate
OH,406,Incinerate
OH,409,Incinerate
OH,409,Incinerate
OH,410,Incinerate
OH,411,Incinerate
OH,411,Incinerate
OH,412,Incinerate
OH,415,Incinerate
OH,416,Incinerate
OH,418,Incinerate
OH,419,Incinerate
OH,426,Incinerate
OH,427,Incinerate
OH,428,Incinerate
OH,429,Incinerate
OH,430,Incinerate
OH,430,Incinerate
OH,430,Incinerate
OH,431,Incinerate
OH,431,Incinerate
OH,432,Incinerate
OH,433,Incinerate
OH,433,Incinerate
OH,433,Incinerate
OH,433,Incinerate
OH,434,Incinerate
OH,436,Incinerate
OH,437,Incinerate
OH,439,Incinerate
OH,439,Incinerate
OH,440,Incinerate
OH,442,Incinerate
OH,442,Incinerate
OH,443,Incinerate
OH,443,Incinerate
OH,443,Incinerate
OH,443,Incinerate
OH,444,Incinerate
OH,445,Incinerate
OH,445,Incinerate
OH,446,Incinerate
OH,446,Incinerate
OH,446,Incinerate
OH,446,Incinerate
OH,447,Incinerate
OH,447,Incinerate
OH,447,Incinerate
OH,448,Incinerate
OH,449,Incinerate
OH,450,Incinerate
OH,450,Incinerate
OH,451,Incinerate
OH,451,Incinerate
OH,451,Incinerate
OH,452,Incinerate
OH,452,Incinerate
OH,453,Incinerate
OH,455,Incinerate
OH,455,Incinerate
OH,456,Incinerate
OH,457,Incinerate
OH,458,Incinerate
OH,459,Incinerate
OH,459,Incinerate
OH,460,Incinerate
OH,460,Incinerate
OH,461,Incinerate
OH,461,Incinerate
OH,463,Incinerate
OH,463,Incinerate
OH,463,Incinerate
OH,464,Incinerate
OH,464,Incinerate
OH,464,Incinerate
OH,464,Incinerate
OH,465,Incinerate
OH,466,Incinerate
OH,466,Incinerate
OH,466,Incinerate
OH,466,Incinerate
OH,467,Incinerate
OH,468,Incinerate
OH,468,Incinerate
OH,468,Incinerate
OH,468,Incinerate
OH,469,Incinerate
OH,469,Incinerate
OH,469,Incinerate
OH,470,Incinerate
OH,470,Incinerate
OH,470,Incinerate
OH,470,Incinerate
OH,470,Incinerate
OH,470,Incinerate
OH,470,Incinerate
OH,470,Incinerate
OH,470,Incinerate
OH,471,Incinerate
OH,471,Incinerate
OH,472,Incinerate
OH,472,Incinerate
OH,472,Incinerate
OH,472,Incinerate
OH,473,Incinerate
OH,474,Incinerate
OH,474,Incinerate
OH,474,Incinerate
OH,474,Incinerate
OH,475,Incinerate
OH,475,Incinerate
OH,475,Incinerate
OH,475,Incinerate
OH,476,Incinerate
OH,477,Incinerate
OH,477,Incinerate
OH,477,Incinerate
OH,478,Incinerate
OH,478,Incinerate
OH,478,Incinerate
OH,479,Incinerate
OH,480,Incinerate
OH,481,Incinerate
OH,481,Incinerate
OH,481,Incinerate
OH,482,Incinerate
OH,482,Incinerate
OH,483,Incinerate
OH,484,Incinerate
OH,485,Incinerate
OH,486,Incinerate
OH,486,Incinerate
OH,487,Incinerate
OH,487,Incinerate
OH,487,Incinerate
OH,488,Incinerate
OH,488,Incinerate
OH,488,Incinerate
OH,488,Incinerate
OH,488,Incinerate
OH,489,Incinerate
OH,489,Incinerate
OH,489,Incinerate
OH,490,Incinerate
OH,490,Incinerate
OH,491,Incinerate
OH,491,Incinerate
OH,491,Incinerate
OH,492,Incinerate
OH,492,Incinerate
OH,492,Incinerate
OH,494,Incinerate
OH,494,Incinerate
OH,498,Incinerate
OH,503,Incinerate
OH,503,Incinerate
OH,504,Incinerate
OH,504,Incinerate
OH,506,Incinerate
OH,507,Incinerate
OH,510,Incinerate
OH,519,Incinerate
OH,521,Incinerate
OH,531,Incinerate
OH,535,Incinerate
OH,541,Incinerate
OH,543,Incinerate
OH,543,Incinerate
OH,543,Incinerate
OH,546,Incinerate
OH,548,Incinerate
OH,549,Incinerate
OH,550,Incinerate
OH,550,Incinerate
OH,552,Incinerate
OH,552,Incinerate
OH,556,Incinerate
OH,562,Incinerate
OH,566,Incinerate
OH,573,Incinerate
OH,603,Incinerate
OH,603,Incinerate
OH,605,Incinerate
OH,607,Incinerate
OH,609,Incinerate
OH,610,Incinerate
OH,610,Incinerate
OH,611,Incinerate
OH,616,Incinerate
OH,621,Incinerate
OH,624,Incinerate
OH,624,Incinerate
OH,626,Incinerate
OH,628,Incinerate
OH,629,Incinerate
OH,630,Incinerate
OH,630,Incinerate
OH,631,Incinerate
OH,641,Incinerate
OH,646,Incinerate
OH,647,Incinerate
OH,650,Incinerate
OH,657,Incinerate
OH,660,Incinerate
OH,663,Incinerate
OH,1,Landfill
OH,1,Landfill
OH,1,Landfill
OH,1,Landfill
OH,1,Landfill
OH,1,Landfill
OH,1,Landfill
OH,2,Landfill
OH,2,Landfill
OH,2,Landfill
OH,2,Landfill
OH,3,Landfill
OH,3,Landfill
OH,4,Landfill
OH,4,Landfill
OH,4,Landfill
OH,4,Landfill
OH,4,Landfill
OH,4,Landfill
OH,5,Landfill
OH,5,Landfill
OH,5,Landfill
OH,5,Landfill
OH,5,Landfill
OH,5,Landfill
OH,5,Landfill
OH,5,Landfill
OH,6,Landfill
OH,6,Landfill
OH,6,Landfill
OH,6,Landfill
OH,7,Landfill
OH,7,Landfill
OH,7,Landfill
OH,7,Landfill
OH,7,Landfill
OH,7,Landfill
OH,7,Landfill
OH,8,Landfill
OH,8,Landfill
OH,8,Landfill
OH,8,Landfill
OH,8,Landfill
OH,8,Landfill
OH,8,Landfill
OH,8,Landfill
OH,8,Landfill
OH,8,Landfill
OH,9,Landfill
OH,9,Landfill
OH,9,Landfill
OH,9,Landfill
OH,9,Landfill
OH,9,Landfill
OH,9,Landfill
OH,9,Landfill
OH,9,Landfill
OH,9,Landfill
OH,9,Landfill
OH,9,Landfill
OH,9,Landfill
OH,10,Landfill
OH,10,Landfill
OH,10,Landfill
OH,10,Landfill
OH,10,Landfill
OH,10,Landfill
OH,10,Landfill
OH,10,Landfill
OH,10,Landfill
OH,10,Landfill
OH,10,Landfill
OH,11,Landfill
OH,11,Landfill
OH,11,Landfill
OH,11,Landfill
OH,11,Landfill
OH,11,Landfill
OH,11,Landfill
OH,11,Landfill
OH,12,Landfill
OH,12,Landfill
OH,12,Landfill
OH,12,Landfill
OH,12,Landfill
OH,12,Landfill
OH,12,Landfill
OH,12,Landfill
OH,12,Landfill
OH,12,Landfill
OH,12,Landfill
OH,13,Landfill
OH,13,Landfill
OH,13,Landfill
OH,13,Landfill
OH,13,Landfill
OH,13,Landfill
OH,13,Landfill
OH,13,Landfill
OH,13,Landfill
OH,14,Landfill
OH,14,Landfill
OH,14,Landfill
OH,14,Landfill
OH,14,Landfill
OH,14,Landfill
OH,14,Landfill
OH,14,Landfill
OH,14,Landfill
OH,14,Landfill
OH,15,Landfill
OH,15,Landfill
OH,15,Landfill
OH,15,Landfill
OH,15,Landfill
OH,15,Landfill
OH,15,Landfill
OH,15,Landfill
OH,16,Landfill
OH,16,Landfill
OH,16,Landfill
OH,16,Landfill
OH,16,Landfill
OH,17,Landfill
OH,17,Landfill
OH,17,Landfill
OH,17,Landfill
OH,17,Landfill
OH,17,Landfill
OH,17,Landfill
OH,17,Landfill
OH,17,Landfill
OH,18,Landfill
OH,18,Landfill
OH,18,Landfill
OH,18,Landfill
OH,18,Landfill
OH,18,Landfill
OH,18,Landfill
OH,19,Landfill
OH,19,Landfill
OH,19,Landfill
OH,20,Landfill
OH,21,Landfill
OH,21,Landfill
OH,21,Landfill
OH,21,Landfill
OH,21,Landfill
OH,21,Landfill
OH,22,Landfill
OH,22,Landfill
OH,22,Landfill
OH,22,Landfill
OH,22,Landfill
OH,23,Landfill
OH,23,Landfill
OH,23,Landfill
OH,23,Landfill
OH,23,Landfill
OH,23,Landfill
OH,24,Landfill
OH,24,Landfill
OH,24,Landfill
OH,24,Landfill
OH,24,Landfill
OH,25,Landfill
OH,25,Landfill
OH,25,Landfill
OH,25,Landfill
OH,25,Landfill
OH,26,Landfill
OH,26,Landfill
OH,26,Landfill
OH,26,Landfill
OH,26,Landfill
OH,27,Landfill
OH,27,Landfill
OH,27,Landfill
OH,27,Landfill
OH,27,Landfill
OH,28,Landfill
OH,28,Landfill
OH,28,Landfill
OH,28,Landfill
OH,28,Landfill
OH,28,Landfill
OH,28,Landfill
OH,28,Landfill
OH,29,Landfill
OH,29,Landfill
OH,29,Landfill
OH,29,Landfill
OH,29,Landfill
OH,29,Landfill
OH,29,Landfill
OH,30,Landfill
OH,30,Landfill
OH,30,Landfill
OH,31,Landfill
OH,31,Landfill
OH,31,Landfill
OH,31,Landfill
OH,31,Landfill
OH,31,Landfill
OH,32,Landfill
OH,32,Landfill
OH,32,Landfill
OH,32,Landfill
OH,33,Landfill
OH,33,Landfill
OH,33,Landfill
OH,33,Landfill
OH,33,Landfill
OH,34,Landfill
OH,34,Landfill
OH,34,Landfill
OH,34,Landfill
OH,35,Landfill
OH,35,Landfill
OH,36,Landfill
OH,36,Landfill
OH,36,Landfill
OH,36,Landfill
OH,37,Landfill
OH,37,Landfill
OH,37,Landfill
OH,38,Landfill
OH,38,Landfill
OH,38,Landfill
OH,38,Landfill
OH,38,Landfill
OH,39,Landfill
OH,39,Landfill
OH,39,Landfill
OH,39,Landfill
OH,40,Landfill
OH,40,Landfill
OH,40,Landfill
OH,41,Landfill
OH,41,Landfill
OH,42,Landfill
OH,42,Landfill
OH,42,Landfill
OH,42,Landfill
OH,42,Landfill
OH,42,Landfill
OH,43,Landfill
OH,43,Landfill
OH,43,Landfill
OH,44,Landfill
OH,44,Landfill
OH,45,Landfill
OH,46,Landfill
OH,46,Landfill
OH,46,Landfill
OH,46,Landfill
OH,47,Landfill
OH,48,Landfill
OH,48,Landfill
OH,48,Landfill
OH,48,Landfill
OH,48,Landfill
OH,48,Landfill
OH,48,Landfill
OH,48,Landfill
OH,50,Landfill
OH,50,Landfill
OH,50,Landfill
OH,51,Landfill
OH,51,Landfill
OH,52,Landfill
OH,52,Landfill
OH,52,Landfill
OH,53,Landfill
OH,53,Landfill
OH,53,Landfill
OH,54,Landfill
OH,54,Landfill
OH,54,Landfill
OH,54,Landfill
OH,55,Landfill
OH,56,Landfill
OH,56,Landfill
OH,56,Landfill
OH,56,Landfill
OH,56,Landfill
OH,57,Landfill
OH,58,Landfill
OH,58,Landfill
OH,59,Landfill
OH,60,Landfill
OH,61,Landfill
OH,61,Landfill
OH,63,Landfill
OH,63,Landfill
OH,64,Landfill
OH,67,Landfill
OH,68,Landfill
OH,69,Landfill
OH,70,Landfill
OH,74,Landfill
OH,79,Landfill
OH,79,Landfill
OH,79,Landfill
OH,80,Landfill
OH,80,Landfill
OH,81,Landfill
OH,81,Landfill
OH,82,Landfill
OH,83,Landfill
OH,86,Landfill
OH,87,Landfill
OH,92,Landfill
OH,93,Landfill
OH,94,Landfill
OH,96,Landfill
OH,97,Landfill
OH,98,Landfill
OH,99,Landfill
OH,99,Landfill
OH,101,Landfill
OH,103,Landfill
OH,110,Landfill
OH,115,Landfill
OH,116,Landfill
OH,117,Landfill
OH,1,Recycle
OH,1,Recycle
OH,1,Recycle
OH,1,Recycle
OH,1,Recycle
OH,1,Recycle
OH,2,Recycle
OH,2,Recycle
OH,2,Recycle
OH,2,Recycle
OH,2,Recycle
OH,2,Recycle
OH,2,Recycle
OH,2,Recycle
OH,2,Recycle
OH,3,Recycle
OH,3,Recycle
OH,3,Recycle
OH,3,Recycle
OH,3,Recycle
OH,3,Recycle
OH,3,Recycle
OH,3,Recycle
OH,3,Recycle
OH,4,Recycle
OH,4,Recycle
OH,4,Recycle
OH,4,Recycle
OH,4,Recycle
OH,4,Recycle
OH,4,Recycle
OH,4,Recycle
OH,4,Recycle
OH,4,Recycle
OH,4,Recycle
OH,4,Recycle
OH,4,Recycle
OH,4,Recycle
OH,4,Recycle
OH,5,Recycle
OH,5,Recycle
OH,5,Recycle
OH,5,Recycle
OH,5,Recycle
OH,5,Recycle
OH,5,Recycle
OH,5,Recycle
OH,5,Recycle
OH,5,Recycle
OH,5,Recycle
OH,5,Recycle
OH,5,Recycle
OH,5,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,6,Recycle
OH,7,Recycle
OH,7,Recycle
OH,7,Recycle
OH,7,Recycle
OH,7,Recycle
OH,7,Recycle
OH,7,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,8,Recycle
OH,9,Recycle
OH,9,Recycle
OH,9,Recycle
OH,9,Recycle
OH,9,Recycle
OH,9,Recycle
OH,9,Recycle
OH,9,Recycle
OH,9,Recycle
OH,9,Recycle
OH,9,Recycle
OH,9,Recycle
OH,9,Recycle
OH,9,Recycle
OH,9,Recycle
OH,9,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,10,Recycle
OH,11,Recycle
OH,11,Recycle
OH,11,Recycle
OH,11,Recycle
OH,11,Recycle
OH,11,Recycle
OH,11,Recycle
OH,11,Recycle
OH,11,Recycle
OH,11,Recycle
OH,11,Recycle
OH,11,Recycle
OH,11,Recycle
OH,11,Recycle
OH,11,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,12,Recycle
OH,13,Recycle
OH,13,Recycle
OH,13,Recycle
OH,13,Recycle
OH,13,Recycle
OH,13,Recycle
OH,13,Recycle
OH,13,Recycle
OH,13,Recycle
OH,13,Recycle
OH,13,Recycle
OH,13,Recycle
OH,13,Recycle
OH,13,Recycle
OH,13,Recycle
OH,13,Recycle
OH,13,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,14,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,15,Recycle
OH,16,Recycle
OH,16,Recycle
OH,16,Recycle
OH,16,Recycle
OH,16,Recycle
OH,16,Recycle
OH,16,Recycle
OH,16,Recycle
OH,16,Recycle
OH,16,Recycle
OH,16,Recycle
OH,16,Recycle
OH,16,Recycle
OH,16,Recycle
OH,16,Recycle
OH,17,Recycle
OH,17,Recycle
OH,17,Recycle
OH,17,Recycle
OH,17,Recycle
OH,17,Recycle
OH,17,Recycle
OH,17,Recycle
OH,17,Recycle
OH,17,Recycle
OH,17,Recycle
OH,18,Recycle
OH,18,Recycle
OH,18,Recycle
OH,18,Recycle
OH,18,Recycle
OH,18,Recycle
OH,19,Recycle
OH,19,Recycle
OH,19,Recycle
OH,19,Recycle
OH,19,Recycle
OH,19,Recycle
OH,19,Recycle
OH,19,Recycle
OH,19,Recycle
OH,19,Recycle
OH,19,Recycle
OH,20,Recycle
OH,20,Recycle
OH,20,Recycle
OH,20,Recycle
OH,20,Recycle
OH,21,Recycle
OH,21,Recycle
OH,21,Recycle
OH,21,Recycle
OH,21,Recycle
OH,21,Recycle
OH,21,Recycle
OH,22,Recycle
OH,22,Recycle
OH,22,Recycle
OH,22,Recycle
OH,22,Recycle
OH,22,Recycle
OH,22,Recycle
OH,22,Recycle
OH,22,Recycle
OH,22,Recycle
OH,22,Recycle
OH,22,Recycle
OH,22,Recycle
OH,23,Recycle
OH,23,Recycle
OH,23,Recycle
OH,23,Recycle
OH,23,Recycle
OH,23,Recycle
OH,23,Recycle
OH,23,Recycle
OH,24,Recycle
OH,24,Recycle
OH,24,Recycle
OH,24,Recycle
OH,24,Recycle
OH,24,Recycle
OH,24,Recycle
OH,25,Recycle
OH,25,Recycle
OH,25,Recycle
OH,25,Recycle
OH,26,Recycle
OH,26,Recycle
OH,26,Recycle
OH,26,Recycle
OH,27,Recycle
OH,27,Recycle
OH,27,Recycle
OH,27,Recycle
OH,28,Recycle
OH,28,Recycle
OH,28,Recycle
OH,28,Recycle
OH,30,Recycle
OH,30,Recycle
OH,30,Recycle
OH,30,Recycle
OH,30,Recycle
OH,30,Recycle
OH,31,Recycle
OH,32,Recycle
OH,33,Recycle
OH,33,Recycle
OH,33,Recycle
OH,33,Recycle
OH,34,Recycle
OH,34,Recycle
OH,34,Recycle
OH,34,Recycle
OH,35,Recycle
OH,35,Recycle
OH,35,Recycle
OH,36,Recycle
OH,36,Recycle
OH,36,Recycle
OH,36,Recycle
OH,36,Recycle
OH,37,Recycle
OH,37,Recycle
OH,37,Recycle
OH,37,Recycle
OH,38,Recycle
OH,38,Recycle
OH,38,Recycle
OH,38,Recycle
OH,38,Recycle
OH,40,Recycle
OH,40,Recycle
OH,40,Recycle
OH,40,Recycle
OH,40,Recycle
OH,40,Recycle
OH,41,Recycle
OH,41,Recycle
OH,42,Recycle
OH,43,Recycle
OH,43,Recycle
OH,43,Recycle
OH,44,Recycle
OH,44,Recycle
OH,44,Recycle
OH,44,Recycle
OH,45,Recycle
OH,45,Recycle
OH,46,Recycle
OH,46,Recycle
OH,46,Recycle
OH,46,Recycle
OH,47,Recycle
OH,48,Recycle
OH,48,Recycle
OH,49,Recycle
OH,49,Recycle
OH,49,Recycle
OH,50,Recycle
OH,50,Recycle
OH,50,Recycle
OH,51,Recycle
OH,52,Recycle
OH,52,Recycle
OH,53,Recycle
OH,53,Recycle
OH,54,Recycle
OH,54,Recycle
OH,56,Recycle
OH,58,Recycle
OH,58,Recycle
OH,59,Recycle
OH,61,Recycle
OH,61,Recycle
OH,61,Recycle
OH,63,Recycle
OH,63,Recycle
OH,63,Recycle
OH,64,Recycle
OH,64,Recycle
OH,64,Recycle
OH,64,Recycle
OH,65,Recycle
OH,66,Recycle
OH,67,Recycle
OH,67,Recycle
OH,67,Recycle
OH,68,Recycle
OH,68,Recycle
OH,71,Recycle
OH,72,Recycle
OH,73,Recycle
OH,74,Recycle
OH,75,Recycle
OH,75,Recycle
OH,76,Recycle
OH,76,Recycle
OH,76,Recycle
OH,76,Recycle
OH,77,Recycle
OH,80,Recycle
OH,80,Recycle
OH,82,Recycle
OH,82,Recycle
OH,84,Recycle
OH,85,Recycle
OH,88,Recycle
OH,91,Recycle
OH,95,Recycle
OH,110,Recycle
OH,122,Recycle
OH,122,Recycle
OH,123,Recycle
OH,124,Recycle
OH,125,Recycle
OH,132,Recycle
OH,136,Recycle
OH,136,Recycle
OH,137,Recycle
OH,138,Recycle
OH,145,Recycle
OH,158,Recycle
OH,159,Recycle
OH,162,Recycle
OH,164,Recycle
OH,167,Recycle
OH,168,Recycle
OH,168,Recycle
OH,168,Recycle
OH,169,Recycle
OH,170,Recycle
OH,171,Recycle
OH,172,Recycle
OH,177,Recycle
OH,180,Recycle
OH,181,Recycle
OH,186,Recycle
OH,186,Recycle
OH,187,Recycle
OH,187,Recycle
OH,187,Recycle
OH,189,Recycle
OH,189,Recycle
OH,194,Recycle
OH,194,Recycle
OH,195,Recycle
OH,197,Recycle
OH,197,Recycle
OH,198,Recycle
OH,202,Recycle
OH,204,Recycle
OH,205,Recycle
OH,211,Recycle
OH,215,Recycle
OH,217,Recycle
OH,218,Recycle
OH,218,Recycle
OH,226,Recycle
OH,233,Recycle
OH,234,Recycle
OH,240,Recycle
OH,240,Recycle
OH,242,Recycle
OH,243,Recycle
OH,254,Recycle
OH,258,Recycle
OH,260,Recycle
OH,263,Recycle
OH,271,Recycle
OH,274,Recycle
OH,274,Recycle
